	Tumor__Breast_Adeno_09-B_003A	Tumor__Breast_Adeno_09-B_005A	Tumor__Breast_Adeno_92_I_078	Tumor__Breast_Adeno_93_I_192	Tumor__Breast_Adeno_93_I_250	Tumor__Breast_Adeno_94_I_155	Tumor__Breast_Adeno_94_I_159	Tumor__Breast_Adeno_95_I_029	Tumor__Breast_Adeno_9912c068_CC	Tumor__Breast_Adeno_mBRT1_(8697)	Tumor__Breast_Adeno_mBRT2_(9078)	Tumor__Prostate_Adeno_94_I_052	Tumor__Prostate_Adeno_95_I_249	Tumor__Prostate_Adeno_95_I_256	Tumor__Prostate_Adeno_LocalCaP10T	Tumor__Prostate_Adeno_LocalCaP1T	Tumor__Prostate_Adeno_P_0025	Tumor__Prostate_Adeno_P_0030	Tumor__Prostate_Adeno_P_0033	Tumor__Prostate_Adeno_P_0036	Tumor__Prostate_Adeno_P_0062	Tumor__Lung_Adeno_004_B	Tumor__Lung_Adeno_009_C	Tumor__Lung_Adeno_93_I_146	Tumor__Lung_Adeno_93_I_226	Tumor__Lung_Adeno_94_I_196	Tumor__Lung_Adeno_95_I_117	Tumor__Lung_Adeno_HCTN_LUT1_(18702_A1F)	Tumor__Lung_Adeno_HCTN_LUT4_(18870_A1C)	Tumor__Lung_Adeno_H_20154	Tumor__Lung_Adeno_H_20387	Tumor__Lung_Adeno_LT14	Tumor__Colorectal_Adeno_0001c026_CC	Tumor__Colorectal_Adeno_0001c038_CC	Tumor__Colorectal_Adeno_0001c040_CC	Tumor__Colorectal_Adeno_95_I_057	Tumor__Colorectal_Adeno_95_I_175	Tumor__Colorectal_Adeno_9912c055_CC	Tumor__Colorectal_Adeno_HCTN_19339	Tumor__Colorectal_Adeno_HCTN_19389	Tumor__Colorectal_Adeno_HCTN_CRT1_(18851_A1B)	Tumor__Colorectal_Adeno_mCRT1_(8936)	Tumor__Colorectal_Adeno_mCRT2_(9752)	Tumor__Lymphoma_Follicular_FSCC_S93_11021	Tumor__Lymphoma_Follicular_FSCC_S93_13188	Tumor__Lymphoma_Follicular_FSCC_S93_14386	Tumor__Lymphoma_Follicular_FSCC_S93_20082	Tumor__Lymphoma_Follicular_FSCC_S93_23356	Tumor__Lymphoma_Follicular_FSCC_S98_10416	Tumor__Lymphoma_Follicular_FSCC_S98_11020	Tumor__Lymphoma_Follicular_FSCC_S98_14359	Tumor__Lymphoma_Follicular_FSCC_S98_5894	Tumor__Lymphoma_Follicular_FSCC_S99_5073_1	Tumor__Lymphoma_Follicular_FSCC_S99_9100	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S93_04233_Y	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S93_20626_Y	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S94_17150_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S94_22323_G	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S94_6696_G	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S97_27534_G	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_1217_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_12453_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_12569_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_17557_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_8825_Y	Tumor__Melanoma_0-9652	Tumor__Melanoma_11337	Tumor__Melanoma_93_I_262	Tumor__Melanoma_94_I_149	Tumor__Melanoma_94_I_191	Tumor__Melanoma_96_I_166	Tumor__Melanoma_MGH_10427	Tumor__Melanoma_MGH_11511	Tumor__Melanoma_MGH_7974	Tumor__Melanoma_MGH_8907	Tumor__Bladder_TCC_07-B_003E	Tumor__Bladder_TCC_104-64931	Tumor__Bladder_TCC_11520	Tumor__Bladder_TCC_94_I_229	Tumor__Bladder_TCC_9858	Tumor__Bladder_TCC_B_0001	Tumor__Bladder_TCC_B_0002	Tumor__Bladder_TCC_B_0003	Tumor__Bladder_TCC_B_0004	Tumor__Bladder_TCC_B_0007	Tumor__Bladder_TCC_B_0008	Tumor__Uterus_Adeno_2552	Tumor__Uterus_Adeno_2967	Tumor__Uterus_Adeno_3226	Tumor__Uterus_Adeno_3663	Tumor__Uterus_Adeno_4075	Tumor__Uterus_Adeno_4203	Tumor__Uterus_Adeno_4840	Tumor__Uterus_Adeno_4915	Tumor__Uterus_Adeno_5116	Tumor__Uterus_Adeno_92_I_073	Tumor__Leukemia_ALL-B_ALL_(14749)_BM	Tumor__Leukemia_ALL-B_ALL_(17281)_BM	Tumor__Leukemia_ALL-B_ALL_(19183)_BM	Tumor__Leukemia_ALL-B_ALL_(19769)_BM	Tumor__Leukemia_ALL-B_ALL_(20414)_BM	Tumor__Leukemia_ALL-B_ALL_(21302)_BM	Tumor__Leukemia_ALL-B_ALL_(23953)_BM	Tumor__Leukemia_ALL-B_ALL_(28373)_BM	Tumor__Leukemia_ALL-B_ALL_(9335)_BM	Tumor__Leukemia_ALL-B_ALL_(9692)_BM	Tumor__Leukemia_ALL-T_ALL(14402)_BM	Tumor__Leukemia_ALL-T_ALL_(16415)_BM	Tumor__Leukemia_ALL-T_ALL_(17269)_BM	Tumor__Leukemia_ALL-T_ALL_(17638)_BM	Tumor__Leukemia_ALL-T_ALL_(19881)_BM	Tumor__Leukemia_ALL-T_ALL_(22474)_BM	Tumor__Leukemia_ALL-T_ALL_(87_52)_BM	Tumor__Leukemia_ALL-T_ALL_(9186)_BM	Tumor__Leukemia_ALL-T_ALL_(92_571)_BM	Tumor__Leukemia_ALL-T_ALL_(9723)_BM	Tumor__Leukemia_AML_AML_(1,PK)_BM	Tumor__Leukemia_AML_AML_(12,PK)_BM	Tumor__Leukemia_AML_AML_(13,PK)_BM	Tumor__Leukemia_AML_AML_(14,PK)_BM	Tumor__Leukemia_AML_AML_(16,PK)_BM	Tumor__Leukemia_AML_AML_(2,PK)_BM	Tumor__Leukemia_AML_AML_(3,PK)_BM	Tumor__Leukemia_AML_AML_(5,PK)_BM	Tumor__Leukemia_AML_AML_(6,PK)_BM	Tumor__Leukemia_AML_AML_(7,PK)_BM	Tumor__Renal_Carcinoma_5291	Tumor__Renal_Carcinoma_5382	Tumor__Renal_Carcinoma_6727	Tumor__Renal_Carcinoma_6775	Tumor__Renal_Carcinoma_92_I_126	Tumor__Renal_Carcinoma_Carc_609TO	Tumor__Renal_Carcinoma_Carc_614TO	Tumor__Renal_Carcinoma_Carc_614TS	Tumor__Renal_Carcinoma_Carc_623TO	Tumor__Renal_Carcinoma_Carc_623TS	Tumor__Renal_Carcinoma_Carc_628TG	Tumor__Pancreas_Adeno_95_I_298_(I)	Tumor__Pancreas_Adeno_97_I_077	Tumor__Pancreas_Adeno_Pan_16T	Tumor__Pancreas_Adeno_Pan_17T	Tumor__Pancreas_Adeno_Pan_1T	Tumor__Pancreas_Adeno_Pan_29T	Tumor__Pancreas_Adeno_Pan_2T	Tumor__Pancreas_Adeno_Pan_3T	Tumor__Pancreas_Adeno_Pan_4T	Tumor__Pancreas_Adeno_Pan_6T	Tumor__Pancreas_Adeno_Pan_7T	Tumor__Ovary_Adeno_0001c086	Tumor__Ovary_Adeno_07-B_001B	Tumor__Ovary_Adeno_07-B_014G	Tumor__Ovary_Adeno_93_I_081	Tumor__Ovary_Adeno_HCTN_0002c011N	Tumor__Ovary_Adeno_HCTN_19120	Tumor__Ovary_Adeno_HCTN_19155	Tumor__Ovary_Adeno_H_(400)6346	Tumor__Ovary_Adeno_H_6206	Tumor__Ovary_Adeno_mOVT1_(8691)	Tumor__Ovary_Adeno_mOVT2_(I)_(9334)	Tumor__Mesothelioma_161_T6	Tumor__Mesothelioma_165_T5	Tumor__Mesothelioma_166_T4	Tumor__Mesothelioma_169_T7	Tumor__Mesothelioma_215_T5	Tumor__Mesothelioma_224_T5	Tumor__Mesothelioma_228_T4	Tumor__Mesothelioma_235_T6	Tumor__Mesothelioma_300_T	Tumor__Mesothelioma_31_T10	Tumor__Mesothelioma_74_T6	Tumor__CNS_Glioblastoma_GlioB_10	Tumor__CNS_Glioblastoma_GlioB_1	Tumor__CNS_Glioblastoma_GlioB_2	Tumor__CNS_Glioblastoma_GlioB_3	Tumor__CNS_Glioblastoma_GlioB_4	Tumor__CNS_Glioblastoma_GlioB_5	Tumor__CNS_Glioblastoma_GlioB_6	Tumor__CNS_Glioblastoma_GlioB_7	Tumor__CNS_Glioblastoma_GlioB_8	Tumor__CNS_Glioblastoma_GlioB_9	Tumor__CNS_Medulloblastoma_M02_D16	Tumor__CNS_Medulloblastoma_M06_D92	Tumor__CNS_Medulloblastoma_M20_A56	Tumor__CNS_Medulloblastoma_M22_A50	Tumor__CNS_Medulloblastoma_M29_A91	Tumor__CNS_Medulloblastoma_M33	Tumor__CNS_Medulloblastoma_M42_A10	Tumor__CNS_Medulloblastoma_M49_A2	Tumor__CNS_Medulloblastoma_M50_D7	Tumor__CNS_Medulloblastoma_M51_D34
AF000575_s_at	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	86	10	10	69	10	102	10	10	10	10	10	10	10	10	462	10	13	10	217.7	152	10	10	10	10	10	10	10	128	387	103	247	169	179	10	10	10	54	10	1951	1362	469	388	198	713	1422	574	10	376	587	122	10	10	10	144	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	65	10	35	10	10	10	230	118	10	10	10	197	13	10	10	13	10	49	110	10	59	10	34	10	10	10	10	585	21	10	500	415	88	232	10	10	10	61	25	10	10	10	10	10	10	10	10	10	10	10	10	10	10	58	10	98	10	10	10	10	37	10	10	10	10	10	10	10	10	10	10	10	10	10	10	336	46	10	581	598	10	10	55	95	132	441	10	502	10	90	10	364	26	330	10	106	87	10
AF002246_at	10	10	10	10	10	10	10	10	10	10	10	126	10	10	10	10	10	10	10	10	10	10	10	10	10	10	50	10	10	10	10	251	10	10	10	10	10	10	10	10	10	10	10	10	53	10	10	10	10	10	10	10	10	10	10	10	164	10	10	10	10	353	10	10	10	187	10	127	10	71	20	13	112	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	65	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	987	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	107	23	10	10	14	10	10	10	10	10	10	10	10	10	10	10	3685	706	10	3268	1381	190	776	4816	409	5470	91	2481	8029	34	1148	445	10	10	302	10
AF005039_at	10	10	245	10	20	10	34	88	10	10	10	10	10	10	10	10	480	183	164	143	10	10	10	10	10	10	10	10	10	10	10	1798	10	147	138.8	396	10	10	10	10	10	10	10	10	940	10	10	10	10	10	10	10	10	10	321	10	10	10	10	474	10	192	10	10	10	187	23	168	10	10	10	10	10	10	10	10	10	10	10	63	10	10	10	10	10	10	10	10	170	10	10	320	10	10	10	10	10	10	340	10	69	652	10	517	203	149	10	111	10	164	17	156	10	10	566	491	10	110	37	10	10	10	10	34	10	10	10	10	10	10	10	10	10	10	38	10	10	10	12	10	10	10	77	10	24	10	10	10	10	10	10	196	116	156	10	10	10	10	10	10	59	10	544	10	10	10	10	10	10	11	1679	145	236	10	80	218	703	184	287	1053	10	644	91	261	812	10	10	575	428	169
AF007216_at	86.3	10	10	10	24	13	12	16	16	10	18	76	12	48	193	146	790	2211	468	3709	56	21	10	21	10	43	60	15	70	39	185	48	25	10	86.8	10	23	10	14	10	25	10	29	82	20	36	10	35	32	35	19	10	57	10	10	31	10	10	10	16	10	21	10	28	10	42	29	23	26	25	10	13	56	70	24	20	37	10	10	415	12	12	10	47	10	40	38	29	89	90	21	25	23	10	24	64	10	10	36	10	22	33	51	11	17	10	33	192	41	84	118	43	255	73	10	18	13	10	33	10	41	26	12	24	36	28	97	26	35	79	22	682	145	72	11	10	192	22	37	10	10	22	170	405	64	208	73	98	10	11	10	36	34	56	43	96	22	56	26	55	144	18	109	10	11	10	91	67	16	655	4722	9788	805	1648	1638	221	3351	6374	559	5929	83	517	663	10	303	421	76	58	97	95
C00125_s_at	10	10	66	10	10	10	10	10	10	10	10	154	10	111	10	10	286	65	161	165	10	10	10	10	10	10	141	10	10	10	10	1916	219	190	864.1	350	20	10	10	10	10	10	89	10	353	10	10	10	10	10	10	10	53	10	10	140	10	12	61	10	10	251	10	10	10	365	323	402	10	10	105	10	209	10	10	10	10	10	10	369	10	10	10	10	10	10	101	63	28	10	10	369	14	10	10	10	10	375	494	109	10	100	48	146	277	10	10	10	10	10	10	10	319	10	242	378	10	10	10	10	10	10	10	146	10	10	259	10	10	720	10	308	10	10	10	10	10	10	344	10	10	10	78	33	10	233	10	11	10	10	10	614	112	10	67	10	10	10	10	10	10	10	105	10	10	10	26	20	49	10	101	556	10	10	99	10	283	10	148	10	10	10	10	92	297	187	10	10	10	40
C00180_f_at	10	10	942	10	168	10	75	274	10	10	10	10	10	60	511	376	916	282	10	10	93	10	10	29	10	10	708	10	10	10	10	1753	719	2024	1720.9	1059	10	10	10	10	10	10	48	10	753	229	266	10	10	10	10	10	10	259	325	314	402	10	10	10	766	31	10	10	186	1043	10	347	50	10	601	10	10	1624	10	10	10	10	10	10	10	10	10	10	10	10	188	368	10	10	10	1441	206	10	10	10	10	1441	10	10	1535	1004	73	10	95	10	10	10	1214	270	18	10	10	10	1394	1754	529	10	10	179	45	401	10	10	614	10	10	10	10	321	15	10	10	10	10	10	71	10	284	10	10	10	343	284	214	10	76	229	10	10	10	1657	930	10	949	10	10	10	10	10	10	10	703	10	10	10	10	10	10	10	2771	2754	616	1520	1141	550	1471	1444	1405	4382	31	2393	1903	2736	4860	3191	749	10	10	10
C01169_at	10	10	406	10	10	10	10	52	10	43	10	10	10	12	10	33	82	10	10	10	42	10	10	10	26	16	15	10	10	10	26	36	10	10	10	10	10	10	10	10	40	10	10	40	10	24	34	46	40	10	27	14	123	10	10	10	51	10	10	10	20	10	66	30	10	10	10	10	10	115	52	10	10	10	10	10	10	10	10	10	12	10	26	47	20	31	10	10	10	10	10	10	10	10	10	50	10	45	10	165	10	10	18	10	10	10	10	10	10	10	10	30	10	10	10	10	10	10	10	10	47	10	10	10	10	10	10	10	10	10	23	10	49	10	56	23	10	10	21	10	10	56	31	19	10	13	20	10	10	10	10	16	79	10	54	64	10	27	10	13	118	25	175	10	10	10	174	157	10	10	1749	1553	308	859	175	450	546	10	832	1701	1168	1112	492	1816	2237	6326	211	466	443	320
C01360_at	73.9	10	13	10	34	10	10	10	10	10	10	10	10	10	243	10	655	463	587	217	71	10	10	10	10	10	10	10	10	10	11	10	10	10	40.2	10	10	10	10	10	10	10	10	211	344	315	549	277	10	10	490	10	10	23	461	355	10	482	565	54	233	10	10	358	570	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	16	10	10	46	10	10	10	10	10	10	10	24	528	196	10	354	562	10	112	10	10	1182	76	758	400	303	297	917	677	119	1157	262	14	10	10	10	519	269	155	360	10	10	10	10	10	10	268	10	10	10	10	10	10	10	10	10	42	10	10	10	10	14	10	10	10	10	10	259	10	42	10	10	10	10	10	10	30	10	10	10	10	10	10	58	10	726	789	10	10	162	605	187	988	248	1789	174	10	10	10	868	566	10	25	10	10
C01394_at	10	10	10	10	10	10	10	10	10	10	10	10	10	10	450	10	41	45	111	10	10	10	10	10	10	10	10	10	10	10	10	53	10	10	10	119	39	10	10	10	10	10	10	10	300	10	313	332	10	10	10	10	10	10	632	337	169	112	10	61	455	170	10	67	233	16	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	84	10	128	10	10	173	10	175	10	89	17	10	10	10	10	10	10	10	10	10	10	25	10	169	47	455	39	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	21	10	10	10	10	10	103	10	10	10	10	31	54	36	10	10	10	10	10	10	10	66	10	10	10	10	10	10	10	2536	1836	652	965	513	570	1143	2593	416	2989	368	1941	1267	109	2397	1539	10	78	10	63
C01622_at	10	10	10	10	13	10	10	10	10	10	11	48	10	10	149	21	10	10	18	10	10	10	10	10	11	10	10	10	10	10	10	50	10	10	10	94	10	10	29	10	12	10	10	10	154	60	59	10	44	10	68	21	10	54	40	77	10	21	10	10	87	31	10	10	32	10	10	10	10	10	10	10	115	10	10	10	10	14	10	10	24	10	33	37	10	10	10	10	11	10	10	10	10	26	10	10	34	261	52	10	72	183	10	21	10	12	60	10	1405	10	137	83	10	224	10	253	418	87	10	354	212	237	494	121	246	141	11	10	10	10	11	48	65	52	10	11	80	10	10	10	10	10	10	10	19	12	10	10	41	10	10	46	58	37	43	10	10	10	34	10	54	10	10	10	10	10	10	43	24	10	838	249	13	124	536	138	81	699	374	442	148	563	518	191	2386	780	41	182	193	106
C01782_at	10	10	72	10	638	10	58	10	15	10	16	225	10	10	1118	344	536	721	548	482	112	37	10	10	10	10	62	10	10	61	387	2373	10	193	490.3	2546	22	16	10	10	10	76	37	10	47	50	10	46	10	10	63	10	10	10	298	50	10	155	10	10	10	205	10	10	135	88	10	10	10	10	88	10	146	10	10	10	10	10	10	133	10	10	10	10	10	10	10	85	62	36	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	654	52	10	10	10	10	10	58	10	10	102	10	120	105	300	10	320	10	10	10	49	1256	15	148	40	10	10	10	10	51	181	387	10	10	48	463	604	616	10	368	177	10	10	317	141	10	596	10	60	152	10	379	21	143	128	10	49	32	10
C01790_at	10	10	281	60	32	62	52	10	10	54	79	10	10	10	10	10	10	10	10	10	10	10	10	10	10	177	94	95	122	10	10	563	30	10	10	297	10	10	10	65	59	10	93	10	950	316	10	181	10	10	10	10	10	59	10	279	10	10	46	10	169	10	10	259	10	178	185	34	10	45	10	10	10	196	63	10	10	53	10	279	10	10	10	34	10	10	10	10	10	10	26	10	47	23	10	10	10	665	912	326	442	552	10	908	10	49	10	375	602	159	107	372	487	802	790	929	483	451	10	287	365	984	708	835	1049	10	10	10	73	366	10	10	10	10	10	10	10	10	21	10	10	15	102	10	10	10	10	43	10	10	10	10	312	10	235	204	17	10	10	10	31	123	10	10	10	10	237	10	260	106	567	10	186	10	10	10	10	485	10	10	10	40	10	10	855	10	19	10	10	82
C02170_at	10	65	10	10	33	10	10	10	10	10	10	530	10	10	10	10	10	10	10	10	397	10	10	19	10	10	121	60	10	10	10	434	67	124	10	357	45	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	36	405	35	10	10	10	10	10	10	10	10	142	10	10	10	10	10	10	120	10	10	10	10	10	54	10	10	10	10	10	10	10	198	10	10	10	106	117	10	10	10	10	10	10	10	10	10	10	10	10	118	10	10	10	10	25	10	138	320	10	361	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	810	10	79	10	10	10	69	10	10	10	10	10	10	10	10	510	220	10	179	269	10	10	10	10	10	10	10	19	10	10	10	10	10	10	10	10	10	10	10	86	15	10	177	455	351	548	10	323	1142	10	128	10	10	10
C02548_s_at	10	10	31	31	10	58	13	15	10	23	10	232	20	41	155	15	415	14	552	118	10	173	96	10	23	10	29	37	29	183	10	96	10	64	428.9	81	11	10	71	10	10	61	10	10	25	10	103	10	10	10	21	10	10	10	10	10	10	10	10	36	11	10	10	10	65	129	85	231	10	83	62	10	279	44	17	17	10	10	10	12	24	10	10	10	49	14	10	33	10	39	10	31	24	10	29	10	43	1886	3585	200	815	2434	1319	1202	2060	536	197	974	116	648	507	1154	2808	422	2846	674	197	1595	1005	361	113	1109	209	499	701	108	61	10	18	10	10	84	65	10	31	10	10	10	32	10	16	33	21	36	10	43	12	18	10	36	10	10	10	19	64	56	19	10	47	10	138	10	70	10	28	28	58	10	70	37	468	774	32	66	100	142	10	405	229	995	136	1237	665	214	1482	768	96	119	151	69
C06244_at	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	312	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	118	10	10	10	374	443	10	10	10	10	862	10	643	13	33	227	10	10	10	10	30	70	10	368	109	10	10	115	56	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	14	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	51	10	10	88	10	451	1120	237	10	197	1164	814	1056	208	154	18	10	10	10
C14203_s_at	10	10	19	10	10	10	10	20	10	10	12	14	10	10	10	10	10	10	10	10	23	10	10	24	10	24	10	10	10	10	10	10	10	18	10	32	10	17	131	10	10	21	10	14	47	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	39	10	10	24	27	10	10	10	73	10	38	10	21	10	10	12	10	10	10	10	10	10	10	10	10	10	10	19	10	10	40	17	38	10	10	13	10	67	204	10	10	20	10	150	10	10	10	10	10	10	29	10	35	10	10	10	10	10	10	10	10	10	10	10	22	10	10	10	10	11	10	10	10	10	10	10	10	25	10	10	10	10	39	10	20	42	10	10	10	10	10	10	10	10	10	10	10	11	77	31	10	10	10	19	20	10	11	10	2326	1986	24	10	1159	1249	2605	117	2478	10	7174	7483	2626	2114	6546	2477	951	2831	6744	553
C15772_at	10	10	36	10	10	10	21	10	10	10	10	65	10	10	10	10	10	10	10	10	10	10	10	10	10	10	42	10	10	10	10	10	10	10	10	145	10	10	10	29	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	83	10	10	50	10	37	61	10	10	10	10	10	166	10	10	10	10	10	10	144	262	237	97	177	220	10	13	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	83	132	10	10	10	10	128	10	10	10	54	10	10	10	75	17	42	10	10	70	10	10	10	65	10	10	354	70	10	10	10	10	144	10	306	10	10	10	24	87	10	10	219	278	281	733	287	487	468	676	525	1488	440	295	157	1540	1742	879	479	18	10	10
C16002_at	10	10	13	10	10	10	32	10	10	10	10	94	10	85	22	107	43	10	80	10	10	127	10	18	10	10	46	10	10	10	10	10	10	42	234.2	48	10	10	10	42	33	10	10	111	72	10	37	132	91	10	10	10	51	10	178	10	57	53	10	26	10	10	22	54	211	75	18	148	24	10	80	10	71	10	10	10	39	10	10	54	10	10	10	10	10	10	10	144	10	61	10	33	11	10	44	43	17	58	10	19	53	61	33	22	10	10	68	65	77	26	14	10	35	31	39	138	10	10	10	10	10	113	90	64	10	10	10	10	126	10	10	10	10	10	126	10	174	10	10	10	10	10	52	24	42	91	10	127	10	10	10	10	141	10	80	89	10	10	10	10	195	10	196	10	72	13	34	10	11	10	824	798	228	833	262	164	326	397	320	1649	1222	3621	1070	283	8620	2938	230	1159	880	357
C17139_at	242.8	10	19	10	16	27	16	10	43	11	10	13	10	10	10	10	260	79	10	25	10	86	116	12	10	10	18	10	10	131	306	10	10	10	137.5	10	31	10	43	12	10	10	10	128	174	10	64	10	10	10	10	10	66	10	10	10	10	81	10	114	22	10	10	10	10	20	10	10	10	10	28	10	19	10	10	10	10	36	27	60	10	10	10	10	10	18	30	29	128	10	36	23	10	10	10	10	91	10	66	10	10	10	10	10	10	105	106	10	10	10	10	10	10	25	10	10	10	10	10	10	10	10	10	10	45	42	10	10	10	10	26	57	10	10	10	10	12	10	10	19	10	37	10	38	43	10	10	10	10	10	13	10	13	10	23	10	15	10	57	10	66	11	74	70	10	67	40	14	10	78	508	491	10	10	10	169	10	125	93	568	10	10	323	46	698	173	10	30	10	49
D10216_s_at	638.8	10	10	10	35	10	10	10	10	10	14	10	10	10	10	10	469	428	292	356	24	284	325	57	10	24	10	10	32	203	863	10	10	66	200.5	10	16	10	57	10	45	45	10	73	10	10	47	10	35	10	10	10	43	26	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	14	50	10	13	10	10	10	10	14	10	45	10	10	45	40	10	10	10	10	14	10	19	10	10	10	24	10	10	10	10	10	10	10	10	10	13	10	10	10	10	28	10	11	10	10	10	10	27	10	10	39	37	24	10	38	10	10	10	10	16	10	29	10	23	10	10	10	41	35	282	10	10	25	10	10	10	108	10	10	10	14	27	56	10	10	10	22	10	10	10	10	10	10	10	122	103	10	10	10	10	10	142	10	410	10	363	34	10	85	10	15	10	10	10
D13243_s_at	10	10	121	84	118	10	10	10	10	10	10	10	10	10	10	10	118	10	10	10	10	10	10	10	10	59	10	10	10	10	10	10	10	10	196.9	534	101	10	10	96	10	10	10	10	10	302	157	10	10	10	10	10	10	10	653	10	10	10	231	10	10	10	10	10	10	10	49	10	10	32	10	10	10	10	31	10	27	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	34	548	10	10	10	10	10	126	10	10	10	10	356	10	10	10	10	10	10	118	10	10	10	10	10	10	10	10	10	10	10	41	10	10	10	10	41	10	10	10	36	10	10	10	10	10	10	10	10	10	10	10	10	10	10	299	10	10	10	10	387	10	10	69	10	10	10	10	295	10	10	10	1244	10	883	10	10	211	10	10	10	10	10
D14539_at	215.1	118	10	10	10	58	10	10	10	22	25	10	10	10	25	38	10	10	10	10	10	26	47	23	66	60	10	58	74	10	10	10	10	10	10	10	10	10	10	10	27	10	10	68	10	10	10	10	12	11	48	14	190	10	10	10	15	10	10	10	10	10	45	10	10	10	10	10	10	198	10	21	10	27	74	228	10	16	10	10	488	97	156	10	145	52	10	10	10	10	10	10	10	10	10	160	10	10	10	10	10	10	10	10	10	29	10	10	10	10	10	10	10	44	10	10	10	10	10	10	46	10	10	10	25	42	20	58	10	10	10	37	385	226	10	10	326	33	10	25	10	10	10	10	10	10	10	10	10	347	23	10	10	16	10	10	10	475	163	10	74	10	10	68	25	10	10	10	10	10	285	79	69	290	10	18	10	10	10	1045	227	511	381	10	10	21	19	33	506	10
D28113_s_at	10	10	26	10	21	10	10	92	10	10	21	10	12	10	10	10	77	10	10	10	10	10	10	21	10	10	29	12	10	46	103	94	33	36	146.7	10	10	10	10	15	10	10	10	10	55	22	67	10	46	10	10	10	10	39	61	10	10	136	129	10	10	22	10	10	31	16	17	39	10	10	41	10	10	22	10	10	10	10	10	84	10	10	10	10	10	10	29	10	10	10	10	10	10	10	60	10	57	164	112	10	45	10	10	10	16	10	10	10	214	10	10	81	10	10	34	117	43	103	144	10	237	746	70	78	73	10	60	102	17	10	10	10	10	10	29	10	10	10	10	10	10	35	10	20	12	10	10	10	10	10	10	82	10	10	82	10	10	10	10	10	10	10	33	10	10	62	21	43	10	10	124	581	558	368	10	220	10	95	10	5803	10	450	314	149	503	153	10	129	10	10
D30037_at-2	10.7	10	10	10	48	17	21	55	10	10	10	10	10	10	10	10	219	10	10	10	10	10	10	10	10	10	19	10	10	10	10	10	10	10	18.1	10	10	45	10	10	10	10	10	10	554	142	273	125	10	10	166	10	22	10	468	442	91	310	281	62	60	56	10	125	10	10	10	32	10	10	10	10	10	10	10	10	10	13	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	16	10	10	108	542	294	96	211	501	89	296	189	25	32	10	10	102	10	10	10	186	93	231	159	145	10	107	10	201	98	55	104	174	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	34	10	10	41	10	27	43	10	10	10	10	10	10	10	10	10	10	10	33	24	10	10	10	10	10	19	10	10	13	990	1200	12	281	10	335	253	1737	250	1484	104	438	124	190	972	620	15	143	65	39
