"","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC"
"204113_at",3.32192809488736,4.52356195605701,4.5909612413426,3.32192809488736,5.21334728173344,4.94953493301701,4.83289001416474,4.37851162325373,5.8073549220576,3.32192809488736,5.47897180503294,3.32192809488736,5.09592441999854,4.78659636189081,3.67807190511264,5.1333991254172,5.33985000288462,3.53605290024021,4.44625622988956,5.51412226017071,3.32192809488736,4.75488750216347,3.32192809488736,5.12928301694497,3.6667565918848,4.95884267524324,5.15380533607904,4.76553474636298,5.46270675067016,4.62643913669732,5.57893871309339,5.69209237542757,4.77610398807316,4.95884267524324,4.97727992349992,3.32192809488736,3.32192809488736
"204121_at",4.98641093525204,5.03562390973072,5.35402893805439,4.67807190511264,5.74146698640115,5.28169825009883,3.41953889151378,5.44625622988956,5.32912359629157,5.22496636500027,4.92599941855622,4.51727569320958,3.36457243229586,3.32192809488736,4.877744249949,4.54225804976692,4.24792751344359,3.71149490665009,5.78135971352466,4.79181407116183,5.02236781302845,5.39231742277876,5.01346225980656,3.32192809488736,5.93073733756289,3.56071495447448,5.11270013274936,3.32192809488736,3.32192809488736,4.77082904603249,3.68929916053589,6.2667865406949,5.1333991254172,4.52356195605701,5.0746766862945,4.82273014794452,3.32192809488736
"204122_at",6.25361115194717,6.52042224852645,6.92837032301897,5.80477637795583,7.41953889151378,5.68650052718322,7.29737486052832,5.06177619758669,4.35049724708413,4.4262647547021,5.54843662469604,4.15380533607904,5.6409679104499,5.51096191927738,6.01792190799726,5.38887833881199,4.4262647547021,6.10013667128545,5.03121873061072,5.0746766862945,5.52356195605701,4.82781902461732,6.94485844580754,5.83289001416474,6.91169158187234,5.97727992349992,7.4586116725846,6.02236781302845,5.83035674741922,6.5298209465287,5.99774402605963,4.50462039240355,7.42374622911477,5.60584986719498,6.85174904141606,6.58195375084882,5.28909670241999
"204124_at",4.92599941855622,5.83794324189103,5,3.32192809488736,5.4262647547021,5.08321336824898,5.99322146736894,4.6724253419715,4.14567745519564,3.32192809488736,4.27798474729977,5.35755200461808,5.90448409790142,3.59693514238723,4.54843662469604,4.60288440871842,5.79960542245267,5.60288440871842,4.01792190799726,6.21529030565123,5.19770815795585,4.22496636500027,3.98185265328974,4.77082904603249,5.2667865406949,5.39917109381982,4.14567745519564,5.3819754785573,3.32192809488736,5.95652136333312,5,4.4594316186373,5.34695688937888,5.04001567884788,4.24031432933371,3.32192809488736,4.78135971352466
"204126_s_at",5.63226821549951,6.25550073314839,3.32192809488736,4.52356195605701,3.32192809488736,5.55765515472542,3.32192809488736,3.32192809488736,3.32192809488736,5.80992886572143,3.32192809488736,3.32192809488736,5.51727569320958,4.35755200461808,4.04439411935845,6.00225245173138,3.32192809488736,3.32192809488736,5.36806987653208,3.32192809488736,3.32192809488736,5.51412226017071,3.32192809488736,3.32192809488736,3.32192809488736,5.59693514238723,6.1333991254172,3.32192809488736,6.15380533607904,3.68929916053589,5.25171909260596,4.95419631038687,3.32192809488736,5.25550073314839,5.89965902637744,3.32192809488736,3.32192809488736
"204139_x_at",6.61911951145322,5.68088692071969,4.98641093525204,5.5668151540109,3.86789646399265,5.80477637795583,3.41953889151378,4.57893871309339,6.43962313755712,5.5077946401987,6.58796498888268,3.32192809488736,6.3327079336406,4.94953493301701,5.71149490665009,6.33628338786443,5.84046323386954,5.28169825009883,5.01346225980656,5.74685018309805,5.82017896241519,6.5453506448223,5.1333991254172,5.59693514238723,4.64961545906341,6.35049724708413,5.94485844580754,3.63226821549951,6.27426166125705,5.46923479366766,5.96809075204526,6.43629511983936,4.72246602447109,5.8073549220576,4.04439411935845,5.65535182861255,6.04439411935845
"204141_at",8.75755668893945,8.54882190845875,6.9898202201176,9.19204617885329,8.27565894469885,6.59693514238723,6.71287086768991,6.3110671022556,5.44625622988956,5.68929916053589,6.95535930524299,6.92362461136832,6.48864353985378,7.63517394667492,7.29829173062012,6.3019533951261,7.36369674483899,6.55918586578773,6.32553033156756,8.79701297783614,6.12101540096137,5.5668151540109,5.16591193893569,5.6667565918848,8.16239132875691,8.44708322620965,6.48058827023386,5.8801957289431,6.47897180503294,7.13852780142227,7.44128427192704,5.73063995591679,6.15583017155653,7.13442632022093,6.04657836662033,6.01122725542325,6.77346892790519
"204149_s_at",5.25550073314839,3.32192809488736,5.14159627838382,3.32192809488736,3.32192809488736,5.76818432477693,4.877744249949,3.32192809488736,3.32192809488736,3.82781902461732,3.32192809488736,3.32192809488736,5.61176256006487,5.76022094646651,6.39917109381982,3.62058641045188,4.39917109381982,3.32192809488736,3.32192809488736,3.32192809488736,5.41953889151378,3.98185265328974,3.32192809488736,3.32192809488736,5.1168637576909,3.32192809488736,6.9692426044345,5.82527683005487,4.04439411935845,7.18289089274548,3.32192809488736,3.32192809488736,5.41616416473313,4.88752527074159,3.32192809488736,4.29278174922785,3.32192809488736
"204152_s_at",4.35755200461808,6.17592374206376,4.82273014794452,5.70321146739115,5.4757334309664,3.54843662469604,5.4594316186373,4.81762325751143,6.16188768237689,5.09169983413681,4.8923910259134,6.33985000288462,6.10433665981474,3.32192809488736,3.37851162325373,5.35402893805439,5.68369645430652,5.28169825009883,4.16992500144231,5.01346225980656,5.27798474729977,5.96578428466209,3.32192809488736,5.03121873061072,4.78659636189081,4.85299758761332,5.35755200461808,4.77082904603249,5.09169983413681,4.71699089440494,5.0746766862945,5.2364926183813,5.32553033156756,4.5668151540109,5.68088692071969,5.762880292917,3.32192809488736
"204162_at",4.81762325751143,5.81762325751143,5.60880924267552,5.0703893278914,6.20750245925879,5.04439411935845,5.31831684133498,4.50462039240355,4.64961545906341,4.72246602447109,4.54225804976692,3.35049724708413,4.23266075679027,6.17392693199981,5.94719858426206,5.43962313755712,5.62643913669732,4.75488750216347,4.79181407116183,6.61765111942733,4.5909612413426,4.63807383718072,3.54843662469604,4.90207357931074,5.93073733756289,4.72246602447109,6.14771372235215,3.32192809488736,4.80219321694183,5.79960542245267,6.09592441999854,4.77082904603249,4.74416109557041,5.84297883178833,3.8972404255748,3.73335434061383,3.35049724708413
"204164_at",4.63226821549951,4.49825086752783,4.39917109381982,6.3327079336406,5.44294349584873,5.77346892790519,5.41278152533848,4.63226821549951,5.16591193893569,4.54225804976692,4.76022094646651,5.88752527074159,3.63226821549951,5.27426166125705,6.10643207781693,3.32192809488736,5.38887833881199,5.97498811199193,5.31831684133498,3.62058641045188,4.76553474636298,5.53605290024021,5.35755200461808,5.70873904135958,4.21723071622067,3.32192809488736,5.27052894238072,5.71424551766612,4.39917109381982,3.58496250072116,5.08746284125034,5.75488750216347,4.50462039240355,4.4262647547021,4.15380533607904,6.22496636500027,5.09169983413681
"204166_at",6.23457795978457,6.39231742277876,3.91647664443772,6.27239650903748,5.12515513132229,5.91408609701272,4.00898878322726,3.39231742277876,5.93545974780529,5.33985000288462,3.78659636189081,5.46270675067016,6.04439411935845,5.8923910259134,3.49825086752783,5.74685018309805,4.45285896471381,6.49825086752783,3.43295940727611,3.74416109557041,4.52356195605701,6.02014657311178,3.56071495447448,3.36457243229586,6.57591736111815,3.51096191927738,4.20945336562895,4.23266075679027,4.04439411935845,3.72246602447109,4.35049724708413,6.05528243550119,4.64961545906341,4.877744249949,6.39917109381982,4.49825086752783,4.16188768237689
"204182_s_at",5.39231742277876,4.35755200461808,5.98641093525204,5.50143914515887,5.98413359454098,5.17791779219584,3.32192809488736,5.94251450533924,4.94953493301701,5.38543103719352,6,4.52356195605701,3.32192809488736,5.17791779219584,5.64385618977472,5.69209237542757,5.46923479366766,3.83794324189103,5.75221336786514,5.3327079336406,5.58195375084882,6.13750352374993,5.7839804136838,4.78135971352466,6.95535930524299,4.25550073314839,3.57288966842058,3.77610398807316,6.04220656012069,3.91647664443772,5.39574832817903,5.25171909260596,3.32192809488736,5.49185309632967,4.78135971352466,4.83794324189103,5.71424551766612
"204183_s_at",5.14974711950468,3.32192809488736,5.11270013274936,5.456149034648,4.86294724802092,5.76022094646651,5.36457243229586,5.61765111942733,4.68929916053589,5.01792190799726,4.07895134139482,4.56071495447448,6.21334728173344,3.32192809488736,4.66106547980695,5.39574832817903,5.25927248703759,3.76553474636298,3.54843662469604,4.41953889151378,4.21723071622067,5.23266075679027,5.26303440583379,3.32192809488736,5.01346225980656,4.99095486039699,4.37851162325373,4.77082904603249,4.44625622988956,4.00898878322726,3.47248777146274,5.32192809488736,5.20554891117303,5.49825086752783,5.19377174339668,4.47248777146274,5.22881869049588
"204191_at",4.79181407116183,3.52356195605701,4.8972404255748,5.02236781302845,5.2667865406949,3.32192809488736,5.02236781302845,3.32192809488736,4.83289001416474,4.74416109557041,4.99095486039699,5.94016675048282,4.52356195605701,5.50462039240355,5.3327079336406,5.1333991254172,5.35402893805439,4.54843662469604,4.94485844580754,5.68650052718322,4.25550073314839,5.81249822533356,5.91886323727459,5.42961596420174,6.05528243550119,4.67807190511264,5.76818432477693,5.69488019279919,5.08746284125034,4.52356195605701,5.52042224852645,5.65821148275179,5.24031432933371,3.47248777146274,3.32192809488736,5.20554891117303,5.35049724708413
"204192_at",5.39231742277876,6.17592374206376,5.28540221886225,4.8073549220576,5.10013667128545,5.16992500144231,4.74953426766926,5.02680005934372,3.58496250072116,4.66106547980695,3.32192809488736,4.32192809488736,3.32192809488736,4.16188768237689,4.93545974780529,4.62058641045188,4.4262647547021,4.63226821549951,3.32192809488736,4.44625622988956,3.32192809488736,4.92124588858559,5.24031432933371,5.49825086752783,5.35049724708413,5.49505552836802,6.14567745519564,5.74416109557041,4.23266075679027,5.06608919045777,5.76022094646651,5.74953426766926,5.55458885167764,4.27052894238072,4.56071495447448,5.30012372456901,3.32192809488736
"204198_s_at",5.1168637576909,5.46270675067016,3.65535182861255,6.20750245925879,5.05311133645956,7.17692111164436,5.25171909260596,5.49825086752783,5.16591193893569,4.4262647547021,4.13750352374993,6.56071495447448,5.57288966842058,5.96347412397489,3.96347412397489,6.0703893278914,5.73606362787181,5.39231742277876,5.49825086752783,6.35226417325832,3.32192809488736,5.33628338786443,6.58195375084882,5.25171909260596,4.94016675048282,6.88874324889826,6.08321336824898,7.06501215043695,6.31469652565629,5.19377174339668,5.71424551766612,6.13750352374993,6.59245703726808,6.79051141189419,5.86294724802092,7.02901108665907,7.81249822533356
"204204_at",4.74953426766926,5.53915881110803,5.57288966842058,5.15785216914174,4.6724253419715,5.35755200461808,6.27052894238072,4.4594316186373,3.32192809488736,4.64961545906341,4.20163386116965,5.10852445677817,3.32192809488736,5.82527683005487,4.99095486039699,4.88752527074159,5.51096191927738,4.96347412397489,3.32192809488736,5.16591193893569,3.77610398807316,5.89965902637744,4.5909612413426,5.45285896471381,6.04439411935845,3.49825086752783,6.16188768237689,5.5453506448223,4.24792751344359,4.20163386116965,4.94953493301701,4.82781902461732,4.95884267524324,4.93545974780529,4.877744249949,6.52512925120397,3.32192809488736
"204205_at",3.32192809488736,5.15785216914174,5.54843662469604,3.32192809488736,4.29278174922785,3.32192809488736,4.01792190799726,5.29645740737124,4.03562390973072,4.48542682717024,3.91647664443772,3.74416109557041,4.93073733756289,3.32192809488736,4.20163386116965,5.85798099512757,5.18586654531133,5.6667565918848,5.3327079336406,4.47248777146274,4.84297883178833,5.82273014794452,6.09803208296053,4.92124588858559,3.32192809488736,5.22881869049588,5.78659636189081,5.50462039240355,3.90689059560852,4.47897180503294,4.79181407116183,5.42290574261218,5.24031432933371,4.71149490665009,5.93545974780529,5.5077946401987,4.16188768237689
"204213_at",9.46209322948681,9.07280253454421,7.78070379396761,8.49984588708321,9.00758797231917,8.58608916617544,6.58646452588639,7.50620838930675,6.83920378809694,6.93073733756289,7.91767043436176,7.48300957716455,7.54070926267143,6.17392693199981,6.28355142317431,8.18636189125299,9.86913111964429,9.42940674151398,6.01346225980656,10.2002856052243,6.27426166125705,8.72689931847653,7.88630626345243,6.21334728173344,6.38543103719352,6.90929308582382,10.1544384024988,7.44790974874208,7.29094040240368,7.26865895502767,9.16591193893569,8.57288966842058,8.74617838097141,6.21529030565123,6.76022094646651,6.42290574261218,6.80348537559595
"204222_s_at",3.93545974780529,3.32192809488736,4.56071495447448,5.5077946401987,3.32192809488736,3.32192809488736,6.14363830992204,5.13750352374993,3.32192809488736,3.32192809488736,3.94485844580754,3.48542682717024,3.32192809488736,9.74382460692961,7.77346892790519,3.32192809488736,3.32192809488736,4.24031432933371,4.05311133645956,3.32192809488736,4.30742852519225,3.32192809488736,3.32192809488736,4.46597446450407,3.32192809488736,3.49825086752783,4.20163386116965,4,3.32192809488736,3.32192809488736,4.57288966842058,3.32192809488736,4.5298209465287,3.32192809488736,3.32192809488736,6.04220656012069,3.32192809488736
"204223_at",4.17791779219584,3.32192809488736,6.21723071622067,5.20163386116965,5.55765515472542,6.49505552836802,8.32777717058405,4.62058641045188,3.39231742277876,3.58496250072116,4.33628338786443,6.31469652565629,3.32192809488736,3.32192809488736,5.03562390973072,3.32192809488736,4.02680005934372,4.31469652565629,6.03342300153745,3.32192809488736,3.32192809488736,3.32192809488736,3.51096191927738,5.71149490665009,5.57591736111815,5.07895134139482,3.32192809488736,3.60880924267552,4.69488019279919,3.32192809488736,5.1168637576909,4.15380533607904,6.17990909001493,5.63226821549951,6.36806987653208,4.77082904603249,3.54843662469604
"204237_at",4.88752527074159,4.5909612413426,6.25550073314839,6.23074100262691,5.21723071622067,6.38370429247405,6.83794324189103,4.78135971352466,4.30742852519225,3.76553474636298,4.76553474636298,3.32192809488736,4.87282875953489,5.04875931191986,4.53605290024021,4.35049724708413,4.16188768237689,4.65535182861255,4.91169158187234,3.32192809488736,4.90689059560852,4.8923910259134,4.17791779219584,5.10433665981474,6.15583017155653,4.59693514238723,5.0703893278914,4.38543103719352,6.61176256006487,4.70597790168252,4.47248777146274,3.32192809488736,4.47897180503294,5.09169983413681,4.65535182861255,5.3327079336406,5.61470984411521
"204239_s_at",5.53294028837287,3.71149490665009,4.24031432933371,3.97269265400426,3.32192809488736,6.07681559705083,6.28909670241999,6.29645740737124,6.1333991254172,5.5909612413426,4.80219321694183,7.60659028037053,6.40429006444484,4.86789646399265,3.32192809488736,5.39917109381982,5.79701297783614,6.69766263347052,3.94485844580754,5.21723071622067,5.74416109557041,5.35402893805439,6.21529030565123,5.46923479366766,4.72246602447109,4.57893871309339,4.34340782229781,5.51727569320958,5.27798474729977,3.32192809488736,4.21723071622067,5.5668151540109,5.43295940727611,5.45285896471381,4.0703893278914,6.02014657311178,5.96578428466209
"204242_s_at",4.0703893278914,3.32192809488736,3.8972404255748,5.11270013274936,4.91169158187234,5.39231742277876,3.32192809488736,3.32192809488736,4.30012372456901,3.56071495447448,4.53605290024021,3.32192809488736,5.64673869830785,3.32192809488736,4.99095486039699,5.12515513132229,5.87528859822269,3.32192809488736,4.93073733756289,5.00450139223494,3.32192809488736,5.20163386116965,5.70321146739115,4.96347412397489,4.98641093525204,3.32192809488736,5.32192809488736,3.32192809488736,5.96347412397489,4.90207357931074,4.81762325751143,5.4757334309664,4.25550073314839,4.39231742277876,4.78659636189081,5.36457243229586,3.74416109557041
"204248_at",7.6387978999517,7.46107011403305,6.29462074889163,6.65391987311942,5.34340782229781,5.62351574149055,3.65535182861255,6.4093909361377,6.60880924267552,7.51963625284321,5.96809075204526,4.64385618977472,6.18586654531133,6.34518344718767,6.1106138055009,7.00225245173138,6.34518344718767,6.34163000932991,6.31650781910311,6.91169158187234,6.87282875953489,6.95303237725324,6.15177765473205,6.20359271420771,5.8801957289431,6.78528898070402,6.3819754785573,5.91169158187234,4.74953426766926,3.83794324189103,3.48542682717024,6.16188768237689,6.18388345903223,6.27798474729977,6.25550073314839,6.06608919045777,6.04657836662033
"204250_s_at",3.32192809488736,4.30742852519225,4.39231742277876,3.8073549220576,4.8073549220576,3.32192809488736,3.84799690655495,3.32192809488736,4.83289001416474,3.32192809488736,4.76022094646651,4.54225804976692,5.58796498888268,5.23266075679027,5.2667865406949,3.32192809488736,5.33628338786443,4.59693514238723,4.32912359629157,4.4262647547021,5.42290574261218,5.17791779219584,5.43962313755712,5.29278174922785,5.01346225980656,4.94953493301701,4.68929916053589,5.05311133645956,4.0703893278914,5.20554891117303,3.8972404255748,5.02236781302845,4.74416109557041,3.32192809488736,4.58496250072116,4.70043971814109,5.01792190799726
"204259_at",9.91945926911157,7.54070926267143,8.37851162325373,5.33985000288462,8.07307041961431,10.9623899614223,8.10223819393074,8.10013667128545,5.10852445677817,5.5668151540109,6.23266075679027,6.00898878322726,7.9898202201176,11.6644917291819,7.01234519041983,6.92005505480697,6.28169825009883,8.07948478382682,7.74819284958946,6.99887245399427,5.48542682717024,6.42290574261218,6.39574832817903,7.2460279805281,7.35843142862635,6.69348695749933,5.76553474636298,7.40087943628218,8.23409889783732,9.38132663886078,7.73403213956493,8.78234303404953,7.14771372235215,5.83289001416474,6.66817586897014,7.50541460934675,6.48058827023386
"204281_at",6.88874324889826,7.10328780841202,6.76553474636298,5.94016675048282,6.88264304936184,5.62351574149055,4.57288966842058,6.97842446544086,7.86542397831313,7.14159627838382,4.52356195605701,6.92362461136832,5.19770815795585,7.28632672709055,7.22593041117105,7.30833903013941,4.91169158187234,5.84297883178833,6.70735913208088,7.54148386405428,6.3019533951261,6.27984269352035,5.18982455888002,6.36106648879432,6.14363830992204,6.65821148275179,7.13545278418517,4.81249822533356,6.49024921062709,6.56985560833095,6.17990909001493,5.90207357931074,7.27705487614873,6.28725064325462,6.4446008137115,4.53605290024021,5.75488750216347
"204288_s_at",5.09169983413681,3.32192809488736,3.36457243229586,3.32192809488736,5.72246602447109,5.10852445677817,3.35049724708413,3.56071495447448,3.32192809488736,3.32192809488736,5.92599941855622,3.32192809488736,5.4262647547021,7.20261362014849,7.07681559705083,3.32192809488736,3.8972404255748,3.32192809488736,7.36894291440495,6.49345520092618,6.70597790168252,3.93545974780529,4.86294724802092,5.62643913669732,3.32192809488736,3.47248777146274,3.32192809488736,3.32192809488736,4.4262647547021,6.59245703726808,5.37155886261196,3.32192809488736,5.10852445677817,3.32192809488736,3.82781902461732,4.33628338786443,5.28169825009883
"204304_s_at",8.51491126486135,8.49425558654498,8.7921395522779,8.55190047999961,7.42961596420174,7.31922050252387,6.42290574261218,5.99322146736894,7.76818432477693,6.3019533951261,5.61470984411521,9.26702072542732,9.03974158460541,9.00422046631819,8.78561593708862,7.25550073314839,8.50104099556592,8.35931031689044,8.68404726161302,7.84423498775875,4.81249822533356,10.1214040056885,8.60473853445992,8.75822321472672,8.70701394843505,8.66817586897014,10.4783651633361,8.73267622307331,5.12515513132229,4.64961545906341,7.78790255939143,9.03562390973072,7.13852780142227,7.88935185259465,5.1333991254172,8.95274124718649,9.63662462054365
"204320_at",7.34429590791582,7.38801728534513,8.05907401466356,3.32192809488736,6.07681559705083,9.69296414718707,8.211888294546,6.72109918870718,5.8923910259134,6.40599235967584,5.33628338786443,4.06177619758669,6.18189764310839,3.32192809488736,9.08613622502731,5.57893871309339,5.91408609701272,6.80606622608903,6.77082904603249,4.57288966842058,7.50462039240355,4.52356195605701,7.4708621994137,6.0746766862945,8.55727222306003,6.84674402324487,6.12101540096137,5.54225804976692,7.19475685442225,5.53294028837287,5.73063995591679,5.8073549220576,6.76950729143624,7.35579154675365,7.63589946594638,8.00786824333334,7.72655877910497
"204324_s_at",5.72519581722666,5.74416109557041,5.14567745519564,3.68929916053589,6.62351574149055,6.68929916053589,7.68580001974489,7.33628338786443,7.03562390973072,4.37155886261196,5.00450139223494,6.83162393682075,6.98641093525204,4.66106547980695,5.94953493301701,6.51412226017071,6.95768248616512,6.52042224852645,7.44294349584873,6.04657836662033,8.13134253912326,7.70390357344466,6.24412594328373,5.86294724802092,7.00225245173138,5.2364926183813,5.25927248703759,7.21723071622067,5.19377174339668,3.32192809488736,5.50143914515887,6.90448409790142,6.23266075679027,5.24031432933371,6.89845023280787,6.53138146051631,5.5909612413426
"204325_s_at",4.85299758761332,5.53605290024021,5.36806987653208,5.0703893278914,5.51096191927738,3.32192809488736,4.17791779219584,5.21723071622067,5.39574832817903,4.90689059560852,5.84799690655495,5.84297883178833,3.73335434061383,5.4757334309664,5.17392693199981,4.97727992349992,4.5909612413426,3.32192809488736,5.40599235967584,5.59991284218713,5.18189764310839,6.19967234483636,6.32373033752135,5.43295940727611,3.85798099512757,5,5.19770815795585,5.69209237542757,5.64961545906341,3.82781902461732,5.68650052718322,5.35755200461808,5.43295940727611,3.81762325751143,5.54225804976692,5.18189764310839,5.4757334309664
"204335_at",3.32192809488736,3.32192809488736,5.762880292917,4.11270013274936,3.32192809488736,5.44625622988956,4.82273014794452,5.70043971814109,3.32192809488736,4.78135971352466,3.78659636189081,3.86789646399265,3.32192809488736,3.32192809488736,4.55458885167764,4.14567745519564,3.32192809488736,5.72246602447109,3.32192809488736,5.6409679104499,4.98641093525204,5.72519581722666,3.32192809488736,3.76553474636298,5.78135971352466,3.32192809488736,5.4757334309664,3.32192809488736,3.32192809488736,3.39231742277876,5.01792190799726,4.37851162325373,4.67807190511264,4.91647664443772,5.33985000288462,5.95884267524324,3.32192809488736
"204337_at",5.57893871309339,5.62058641045188,5.66391384211598,4.13750352374993,5.27426166125705,5.34340782229781,6.83920378809694,5.20554891117303,4.94485844580754,3.58496250072116,5.59693514238723,5.78920757534734,3.82781902461732,5.37503943134692,4.80219321694183,3.32192809488736,4.77082904603249,4.07895134139482,4.95419631038687,3.32192809488736,5.99095486039699,4.30742852519225,5.3819754785573,5.58195375084882,5.55458885167764,3.32192809488736,5.06608919045777,5.58496250072116,5.77346892790519,5.59395128394841,4.79181407116183,3.32192809488736,5.31831684133498,3.32192809488736,5.17791779219584,5.03121873061072,6.05093696522523
"204347_at",4.84799690655495,5.17392693199981,3.32192809488736,3.6667565918848,3.32192809488736,3.32192809488736,5.57288966842058,5.53294028837287,4.96347412397489,6.07681559705083,4.99548451887751,5.68088692071969,6.16390121381454,6.72109918870718,4.00898878322726,6.456149034648,5.17392693199981,5.50462039240355,6.39574832817903,3.98185265328974,6.18982455888002,5.49825086752783,5.93781516880342,6.4594316186373,3.32192809488736,5.53915881110803,3.32192809488736,3.36457243229586,6.01569380710515,5.67807190511264,5.04001567884788,6.44790974874208,4.57288966842058,4.78135971352466,5.97039353791468,6.0746766862945,3.32192809488736
"204348_s_at",7.34695688937888,7.06069593168755,6.45285896471381,5.93781516880342,6.13134253912326,6.47735352663456,8.53255073928427,8.39231742277876,7.69278983497265,8.20212382383046,8.13082793414513,8.11894107272351,9.05446865619548,8.77478705960117,6.54070926267143,8.94719858426206,8.44666978730701,8.31197531446116,8.99887245399428,7.04548665635946,8.63952159951083,7.16992500144231,8.78888143201129,8.9469062744564,6.92599941855622,8.19623326086959,5.63226821549951,6.97613447283165,9.00365845032321,8.0601554952546,7.82081718186417,8.91916128397349,6.62789861587175,6.48220292629596,8.9029779958324,7.7515440590891,7.83794324189103
"204358_s_at",3.32192809488736,4.877744249949,5.06177619758669,3.33628338786443,4.51727569320958,4.74416109557041,5.2364926183813,5.18982455888002,5.20163386116965,4.44625622988956,4.71149490665009,5.57893871309339,5.04875931191986,3.49825086752783,5.12928301694497,4.79701297783614,3.32192809488736,3.32192809488736,5.0574502721839,4.84297883178833,3.32192809488736,3.54843662469604,5.3110671022556,3.32192809488736,4.14567745519564,3.32192809488736,3.91647664443772,5.41953889151378,4.12101540096137,3.877744249949,4.76022094646651,4.6667565918848,3.82781902461732,4.81762325751143,5.71973105674985,5.73063995591679,4.43295940727611
"204361_s_at",4.68929916053589,5.0574502721839,5.3110671022556,5.66959375118833,4.71699089440494,5.22110372536788,5.28169825009883,3.32192809488736,3.32192809488736,5.20554891117303,4.57288966842058,4.36457243229586,4.70597790168252,5.18189764310839,4.71699089440494,3.32192809488736,5.36457243229586,4.43295940727611,4.14567745519564,6.14567745519564,4.59693514238723,3.94485844580754,4.55458885167764,3.32192809488736,4.54843662469604,4.64385618977472,3.68929916053589,5.46270675067016,4.88752527074159,4.41953889151378,4.55458885167764,5.73606362787181,5.28540221886225,4.57893871309339,4.27798474729977,3.32192809488736,5.44294349584873
"204363_at",7.82908844400489,6.68088692071969,7.04439411935845,7.94016675048282,7.61838550225861,6.4110872267986,5.06608919045777,5.76022094646651,6.85673675611911,5.456149034648,6.82400405093315,3.32192809488736,6.11894107272351,8.80606622608903,6.68509917200661,5.91886323727459,6.47411151394241,4.06177619758669,6.23840473932508,7.82464058085342,6.58646452588639,6.89481776330794,4.58496250072116,6.40429006444484,6.37155886261196,3.32192809488736,6.74281466986289,7.19179950106508,3.49825086752783,7.09908476089186,8.38499954473004,6.18189764310839,7.23266075679027,6.59245703726808,5.73606362787181,4.33628338786443,6.49825086752783
"204364_s_at",4.39231742277876,4.28540221886225,5.06177619758669,3.32192809488736,5.41616416473313,5.14159627838382,6.7292808460274,4.78135971352466,5.44956137461324,7.29001884693262,5.02680005934372,7.65248649491816,5.54843662469604,4.17791779219584,4.66106547980695,5.51412226017071,5.23266075679027,6.00898878322726,7.13852780142227,4.02680005934372,5.53915881110803,4.99095486039699,5.57591736111815,5.90689059560852,4.6667565918848,5.67807190511264,3.32192809488736,4.26303440583379,4.94016675048282,4.46597446450407,3.78659636189081,4.49185309632967,7.30833903013941,3.39231742277876,7.25077213159993,8.03782146543497,6.97842446544086
"204379_s_at",5.73876783680019,6.75622271284729,3.32192809488736,5.62058641045188,5.16591193893569,3.32192809488736,3.47248777146274,7.30286736097287,8.14363830992204,4.35755200461808,3.32192809488736,3.32192809488736,6.9413411054853,3.32192809488736,7.49024921062709,6.94836723158468,6.79571500650173,3.32192809488736,8.24079133216196,6.96462966672059,6.99774402605963,8.17741953798924,7.19672506078603,7.03121873061072,5.87528859822269,7.46025109894385,3.32192809488736,3.32192809488736,3.32192809488736,5.4262647547021,6.63662462054365,5.85549144310187,6.27052894238072,4.58496250072116,7.41700858678878,6.62351574149055,6.29462074889163
"204381_at",3.32192809488736,5.46923479366766,3.32192809488736,3.71149490665009,4.34340782229781,3.8073549220576,5.85049941375812,5.4757334309664,4.36457243229586,5.31469652565629,3.91647664443772,5.74416109557041,5.76022094646651,3.32192809488736,3.32192809488736,5.03121873061072,3.67807190511264,5.10433665981474,4.62643913669732,3.32192809488736,5.10013667128545,4.46597446450407,3.65535182861255,3.32192809488736,5.0574502721839,6.70735913208088,4.37851162325373,3.32192809488736,3.62058641045188,3.57288966842058,3.56071495447448,4.63807383718072,3.32192809488736,5.62643913669732,5,5.71973105674985,4.35049724708413
"204395_s_at",5.91169158187234,5.08746284125034,6.12928301694497,6.33091687811462,6.73470962022584,6.4110872267986,4.07895134139482,4.60880924267552,5.89965902637744,5.23266075679027,6.28355142317431,6.07895134139482,4.60880924267552,6.34695688937888,6.02458563827827,5.93310047493137,6.29094040240368,5.7839804136838,6.33806779754262,6.28540221886225,6.02458563827827,3.32192809488736,7.02790599656988,5.68650052718322,6.7279204545632,6.14771372235215,6.26115467261557,5.85798099512757,6.0639343057541,6.45779126025604,6.63081315229913,5.86294724802092,6.18586654531133,6.61911951145322,3.98185265328974,6.06824086131282,6.8008998999203
