"","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML"
"D87078_at",9.27379559921426,7.91886323727459,9.56985560833095,9.75655632252409,9.62021982550749,7.85174904141606,9.59245703726808,9.62205181945638,9.59432460392485,7.14974711950468,8.39231742277876,3.32192809488736,10.2573878426927,9.92481250360578,10.2491134527137,9.4757334309664,11.0707918094231,7.32192809488736,9.77643303244473,11.3761253892762,8.4757334309664,7.18982455888002,7.5077946401987,10.103287808412,3.32192809488736,8.4178525148859,4.8073549220576,6.02236781302845,5.90689059560852,7.6724253419715,3.32192809488736,3.32192809488736,7.85174904141606,8.48784003382305,3.32192809488736,3.32192809488736,5.58496250072116,6.90689059560852,7.24792751344359,8.50382573799575,5.88264304936184,9.45327063401062,10.5245417150358,8.67948009950545,9.7431513941125,8.41362792902417,8.8703647195834,8.30833903013941,5.08746284125034,5.85798099512757,6.7279204545632,3.32192809488736,9.92777796208234,10.4429434958487,8.64385618977473,7.14974711950468,8.64745842645492,8.25266543245025,3.32192809488736,9.45327063401062,3.32192809488736,3.32192809488736,8.90689059560852,8.11374216604919,3.32192809488736,8.36194377373524,6.83289001416474,3.32192809488736,3.32192809488736,6.91886323727459,9.75488750216347,8.7714894695006
"D87119_at",6.53915881110803,3.32192809488736,9.79928162152192,4.8073549220576,9.88874324889826,7.467605550083,6.2667865406949,7.67948009950545,10.7004397181411,9.11113567023471,7.74146698640115,6.85798099512757,5.39231742277876,11.1972166931101,9.29232163280204,9.35314682549808,7.51569983828404,6,7.59991284218713,8.87344411251538,9.20945336562895,10.0209799389042,7.75488750216347,7.83289001416474,5,7.96000193206808,8.70043971814109,3.4594316186373,6.71424551766612,7.28540221886225,8.24317398347295,7.8073549220576,6.90689059560852,7.48381577726426,5,4.08746284125034,8.3037807481771,8.41362792902417,7.33091687811462,7.21916852046216,8.65463602852797,3.32192809488736,4.16992500144231,9.4093909361377,8.07681559705083,7.63662462054365,3.32192809488736,6.4757334309664,6.65821148275179,9.24317398347295,8.5352753766208,8.25266543245025,6.58496250072116,8.60733031374961,8.98013957763916,6.06608919045777,7.49185309632967,3.32192809488736,6.4262647547021,6.32192809488736,5.24792751344359,7.53138146051631,5.90689059560852,5.55458885167764,8.62570884306447,3.32192809488736,3.32192809488736,6.70043971814109,8.82654848729091,8.26209484537018,6.28540221886225,4.64385618977472
"D87120_at",3.32192809488736,3.32192809488736,3.32192809488736,4.75488750216347,8.39231742277876,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.4093909361377,5.78135971352466,6.4262647547021,7.56224242422107,3.32192809488736,3.32192809488736,4.4594316186373,7.49185309632967,10.3987436919382,3.32192809488736,3.32192809488736,6.52356195605701,3.32192809488736,3.32192809488736,8.62570884306447,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.28540221886225,3.32192809488736,4.39231742277876,6.53915881110803,6.55458885167764,7.06608919045777,8.11894107272351,6.4594316186373,5.85798099512757,3.32192809488736,8.3264294871223,3.32192809488736,6.12928301694497,7.02236781302845,6.5077946401987,4.08746284125034,3.32192809488736,3.32192809488736,4.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.52356195605701,3.32192809488736,4.39231742277876,3.32192809488736,6.56985560833095,3.32192809488736,3.32192809488736,3.32192809488736
"D87432_at",3.32192809488736,3.32192809488736,6.98868468677217,6.4757334309664,6.53915881110803,7.48381577726426,5.70043971814109,4.52356195605701,6.79441586635011,3.32192809488736,6.68650052718322,3.32192809488736,6.70043971814109,7.64385618977472,4.85798099512757,8.04439411935845,7.52356195605701,3.32192809488736,6.37503943134692,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.85798099512757,3.32192809488736,7.06608919045777,3.32192809488736,3.32192809488736,7.68650052718322,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.28540221886225,3.32192809488736,5.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.55458885167764,3.32192809488736,7.2667865406949,4.24792751344359,7.12928301694497,7.91886323727459,8.36194377373524,5.4594316186373,5.4262647547021,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.95419631038687,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.35093918154643,6.93073733756289
"D87433_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.97727992349992,3.32192809488736,3.32192809488736,8.2667865406949,3.32192809488736,3.32192809488736,3.32192809488736,10.9801395776392,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.61470984411521,3.32192809488736,3.32192809488736,5.24792751344359,5.83289001416474,3.32192809488736,3.32192809488736,11.7927902943011,3.32192809488736,3.8073549220576,11.12153351734,8.04439411935845,10.5381889320524,9.4262647547021,3.32192809488736,7.91886323727459,3.32192809488736,12.2647358011301,11.3230547603416,7.88874324889826,6.37503943134692,3.32192809488736,3.32192809488736,3.32192809488736,6.8703647195834,7.36632221424582,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.20945336562895,3.32192809488736,3.32192809488736,3.32192809488736,10.0940776856719,3.32192809488736,3.32192809488736,6.74146698640115,3.32192809488736,10.0209799389042,10.7082217300384,8.28540221886225,9.51569983828404,10.4777582664439,3.32192809488736,9.82972273508606,9.18239435340453,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.02790599656988,13.7499741488458,11.8423503434138
"D87440_at",3.32192809488736,6.18982455888002,3.32192809488736,4.32192809488736,6.33985000288462,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.78790255939143,3.32192809488736,7.05528243550119,5.20945336562895,5.04439411935845,4.39231742277876,3.70043971814109,6.18982455888002,5.39231742277876,7.91288933622996,8.78463484555752,6.56985560833095,3.32192809488736,6.71424551766612,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.58496250072116,3.32192809488736,7.76818432477693,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.08746284125034,5.70043971814109,7.05528243550119,3.32192809488736,7.08746284125034,3.32192809488736,5.8073549220576,3.32192809488736,5.20945336562895,3.32192809488736,6.68650052718322,7.56985560833095,7.28540221886225,5.4594316186373,8.35755200461808,3.32192809488736,3.32192809488736,3.32192809488736,7.01122725542325,7.88264304936184,6,3.32192809488736,5.90689059560852,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5,3.32192809488736,3.32192809488736,4.32192809488736
"D87443_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.83289001416474,3.32192809488736,7.6724253419715,7.74146698640115,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.19967234483636,3.32192809488736,3.32192809488736,6.2667865406949,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.4262647547021,3.32192809488736,3.32192809488736,5.20945336562895,7.6724253419715,7.39231742277876,6.04439411935845,3.32192809488736,5.24792751344359,3.32192809488736,6.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.8073549220576,3.32192809488736,7.7279204545632,3.32192809488736,6.64385618977472,3.32192809488736,3.32192809488736,6.39231742277876,5.58496250072116,3.32192809488736,3.32192809488736,6.56985560833095,5.24792751344359,5.12928301694497,3.32192809488736,6.32192809488736,4.75488750216347,3.32192809488736,3.32192809488736,3.32192809488736,4.8073549220576,3.32192809488736,6.12928301694497,6.14974711950468,3.32192809488736,3.32192809488736,7.63662462054365
"D87444_at",3.32192809488736,6.18982455888002,7.34872815423108,5.35755200461808,5.97727992349992,6.24792751344359,5.49185309632967,8.4262647547021,6.94251450533924,7.36632221424582,5.32192809488736,4.64385618977472,6.96578428466209,7.73470962022584,3.32192809488736,6.4262647547021,3.32192809488736,6.18982455888002,4.90689059560852,8.04439411935845,3.32192809488736,6.8073549220576,6.3037807481771,3.32192809488736,4.90689059560852,6.58496250072116,7.4093909361377,8.4262647547021,7.23840473932508,8.2240016741981,3.32192809488736,5.08746284125034,4.90689059560852,4.90689059560852,8.11894107272351,7.08746284125034,5.61470984411521,8.48381577726426,3.32192809488736,7.6724253419715,6.4093909361377,7.02236781302845,6.62935662007961,6.08746284125034,3.32192809488736,3.32192809488736,6.4594316186373,7.83289001416474,3.32192809488736,3.32192809488736,6.02236781302845,6.93073733756289,6.12928301694497,5.35755200461808,4.95419631038687,7.09803208296053,6.75488750216347,3.32192809488736,3.32192809488736,7.93073733756289,8.14465824283188,7.09803208296053,5.20945336562895,6.04439411935845,3.32192809488736,3.32192809488736,8.48784003382305,3.32192809488736,3.32192809488736,7.52356195605701,12.6149398473107,6.98868468677217
"D87448_at",6.49185309632967,7.10852445677817,7.3037807481771,7.67948009950545,7.73470962022584,7.2667865406949,3.32192809488736,6.56985560833095,6.95419631038687,6.68650052718322,5.55458885167764,4.58496250072116,8.84235034341381,7.59991284218713,6.83289001416474,6.89481776330794,9.27379559921426,6.61470984411521,6.37503943134692,8.80413102118332,8.10852445677817,3.32192809488736,6.12928301694497,8.19475685442225,6.24792751344359,6.24792751344359,3.32192809488736,5.55458885167764,4.58496250072116,6.32192809488736,3.32192809488736,5.49185309632967,7.04439411935845,6.4093909361377,3.32192809488736,3.32192809488736,4.64385618977472,3.32192809488736,3.32192809488736,6.84549005094437,6.76818432477693,4.85798099512757,8.66177809777199,4.95419631038687,8.25266543245025,6.95419631038687,3.32192809488736,3.32192809488736,6.89481776330794,6.20945336562895,4.32192809488736,6.6724253419715,7.77478705960117,7.10852445677817,6.2667865406949,5.55458885167764,7.73470962022584,7.29462074889163,3.32192809488736,6.33985000288462,5.4594316186373,6.37503943134692,8.4178525148859,3.32192809488736,6.71424551766612,6.90689059560852,6.10852445677817,6.28540221886225,5.61470984411521,5.58496250072116,6.18982455888002,5.4594316186373
"D87457_at",6.3037807481771,3.32192809488736,6.12928301694497,4.70043971814109,7.32192809488736,3.32192809488736,5.58496250072116,3.32192809488736,6.02236781302845,3.32192809488736,7.16992500144231,3.4594316186373,7.5077946401987,5.7279204545632,5.6724253419715,6.90689059560852,6.22881869049588,7.97154355395077,6.78135971352466,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.12928301694497,3.32192809488736,3.32192809488736,7.04439411935845,7.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.10852445677817,8.01680828768655,6.08746284125034,7.36632221424582,5.58496250072116,5.97727992349992,5.7279204545632,6.4093909361377,3.32192809488736,3.32192809488736,3.32192809488736,8.08214904135387,8.66177809777199,6.4093909361377,7.14974711950468,3.32192809488736,7.04439411935845,3.32192809488736,3.32192809488736,3.32192809488736,6.08746284125034,7.91288933622996,6.32192809488736,7.08746284125034,6.79441586635011,8.07681559705083,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"D87459_at",7.84549005094437,3.32192809488736,6.4093909361377,8.29462074889163,6.28540221886225,5.78135971352466,6.44294349584873,6.88264304936184,6.12928301694497,6.06608919045777,5.20945336562895,3.32192809488736,8.61838550225861,4.75488750216347,8.19475685442225,5.95419631038687,9.44501484586842,3.32192809488736,6.35755200461808,7.38370429247405,7.13955135239879,6,3.32192809488736,7.53138146051631,3.32192809488736,5.39231742277876,5.83289001416474,5.70043971814109,6.8703647195834,3.32192809488736,3.32192809488736,3.32192809488736,5.08746284125034,5.24792751344359,3.32192809488736,5.49185309632967,4.90689059560852,6.02236781302845,7.55458885167764,7.16992500144231,6.2667865406949,6.84549005094437,8.37503943134693,4.85798099512757,5.95419631038687,6.68650052718322,6.10852445677817,6.02236781302845,7.7279204545632,7.18982455888002,4.08746284125034,6.94251450533924,8.02236781302845,8.17492568250068,3.32192809488736,6.76818432477693,7,6.04439411935845,3.32192809488736,6.91886323727459,5.64385618977472,3.4594316186373,6.70043971814109,6.12928301694497,3.32192809488736,5.78135971352466,5.8073549220576,5.08746284125034,3.32192809488736,5.49185309632967,6.71424551766612,5.7279204545632
"D87461_at",5.35755200461808,7.27612440527424,3.32192809488736,3.8073549220576,6.79441586635011,3.32192809488736,4.70043971814109,4.52356195605701,6.84549005094437,4.39231742277876,3.32192809488736,4.16992500144231,6.74146698640115,3.32192809488736,3.32192809488736,3.32192809488736,5.61470984411521,3.32192809488736,7.7279204545632,6.90689059560852,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.78135971352466,5.04439411935845,3.32192809488736,5.7279204545632,5.95419631038687,6.8703647195834,6.2667865406949,4.4594316186373,6.52356195605701,3.32192809488736,4.64385618977472,6.65821148275179,5.58496250072116,6.06608919045777,4.64385618977472,7.85798099512757,3.8073549220576,7.09803208296053,5.78135971352466,3.32192809488736,3.32192809488736,6.22881869049588,7,3.32192809488736,3.32192809488736,7.25738784269265,7.8073549220576,4.75488750216347,3.32192809488736,5.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,5.24792751344359,3.32192809488736,3.32192809488736,7.17990909001493,6.83289001416474,3.32192809488736,4.39231742277876,7,3.32192809488736,3.32192809488736,7.33985000288462,3.32192809488736
"D87465_at",9.34872815423108,10.103287808412,8.45532722030456,5.64385618977472,7.36632221424582,6.16992500144231,3.32192809488736,7.70043971814109,9.78463484555752,8.54303182025524,5.83289001416474,5.12928301694497,8.64385618977473,12.2279167242015,7.62935662007961,10.604553229079,7.89481776330794,8.90689059560852,8.72109918870719,6.64385618977472,8.08746284125034,5.35755200461808,8.36632221424582,7.37503943134692,7.15987133677839,9.3151495622563,8.16490692667569,7.58496250072116,7.467605550083,7.88874324889826,6.02236781302845,3.32192809488736,7.4093909361377,6.35755200461808,6.90689059560852,3.32192809488736,9.1006623390052,6.7279204545632,7.92481250360578,6.52356195605701,8.60362634498619,8.89784545600551,6.65821148275179,8.4757334309664,5.93073733756289,3.32192809488736,8.11374216604919,8.35314682549808,6.10852445677817,7.86418614465428,10.631177055704,9.39016895620018,8.76487159073609,10.2143191208008,9.51372759595244,5.83289001416474,8.55074678538324,5.4262647547021,6.65821148275179,9.91737207947684,8.07146236255662,6.04439411935845,5.90689059560852,7.27612440527424,3.32192809488736,6.70043971814109,3.32192809488736,3.32192809488736,8.90086680798075,7.8073549220576,8.37937836707126,8.33091687811462
"D87468_at",8.16490692667569,3.32192809488736,8.66888498426625,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.37503943134693,3.32192809488736,3.32192809488736,8.18982455888002,3.32192809488736,3.32192809488736,4,3.32192809488736,4.85798099512757,3.32192809488736,3.32192809488736,6.18982455888002,6.64385618977472,8.01122725542325,8.56985560833095,3.32192809488736,3.32192809488736,6.91886323727459,3.32192809488736,3.32192809488736,3.32192809488736,6.98868468677217,7.76818432477693,9.08480838780436,4.08746284125034,6.14974711950468,6.83289001416474,8.08746284125034,3.32192809488736,3.32192809488736,8.14465824283188,8.59245703726808,3.32192809488736,3.32192809488736,3.32192809488736,8.17990909001493,3.32192809488736,6.4757334309664,3.32192809488736,5.12928301694497,6.8073549220576,7.19967234483636,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.78135971352466,6.39231742277876,5.4594316186373,3.32192809488736,5.32192809488736,7.876516946565,8.48784003382305,6.90689059560852,8.40087943628218,8.58120058192496,6.16992500144231,9.21916852046216,4.32192809488736,8.57364718749332,6.4093909361377,4.52356195605701,9.27612440527424,3.32192809488736,8.4757334309664
"D87682_at",4.58496250072116,3.32192809488736,3.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,6.2667865406949,3.32192809488736,6.3037807481771,3.32192809488736,4.70043971814109,3.32192809488736,3.32192809488736,6.79441586635011,3.32192809488736,6.20945336562895,8.11374216604919,6.04439411935845,5.4594316186373,7.04439411935845,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.64385618977472,3.32192809488736,4.75488750216347,6.64385618977472,3.32192809488736,3.32192809488736,6.71424551766612,3.32192809488736,3.32192809488736,3.32192809488736,3.70043971814109,6.70043971814109,3.32192809488736,3.32192809488736,6.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,5.49185309632967,6.49185309632967,4.24792751344359,3.32192809488736,3.32192809488736,6.35755200461808,3.32192809488736,5.39231742277876,3.32192809488736,6.96578428466209,5,5.4594316186373,5.75488750216347,5.88264304936184,4.75488750216347,6.2667865406949,3.32192809488736,5.08746284125034,5.90689059560852,3.32192809488736,5.12928301694497,3.32192809488736,4.95419631038687,4.52356195605701,4.24792751344359,3.32192809488736,5.28540221886225,8.34429590791582,5.4594316186373
"D87937_at",5.93073733756289,9.87498134765377,8.13442632022093,7.40087943628218,7.7279204545632,5.32192809488736,5.4262647547021,7.76155123244448,3.32192809488736,5.28540221886225,8.3264294871223,3.32192809488736,6.65821148275179,9.283088353024,6.71424551766612,7.05528243550119,9.76487159073609,6.4093909361377,7.91288933622996,8.91886323727459,9.31061278165953,8.39660478118186,7.52356195605701,8.12412131182919,8.00562454919388,9.19967234483636,6.33985000288462,3.32192809488736,6.96578428466209,9.17741953798924,9.80896417491926,9.86727873970966,4.90689059560852,9.27379559921426,10.2632692003727,6.14974711950468,3.32192809488736,5.78135971352466,3.32192809488736,9.39660478118186,9.82017896241519,8.06608919045777,5.12928301694497,7.20945336562895,3.32192809488736,9.12928301694497,6.08746284125034,7.33985000288462,6.4594316186373,7.76818432477693,5.70043971814109,6.78135971352466,9.17492568250068,5.64385618977472,7.39231742277876,6.20945336562895,6.39231742277876,7.45121111183233,6,6.12928301694497,6.4262647547021,8.66177809777199,8.07146236255662,5.7279204545632,7.59991284218713,9.15987133677839,7.23840473932508,5.32192809488736,7.88264304936184,6.8703647195834,4.75488750216347,9.2336196767597
"D88270_at",10.940313597146,7.62935662007961,9.17741953798924,12.2529610363937,11.724087461794,3.32192809488736,10.5574637015978,10.2854022188622,5.35755200461808,8.51175265376738,5.28540221886225,9.4757334309664,12.8744050764095,4.70043971814109,12.3971398062356,11.8951965725633,3.32192809488736,4.24792751344359,6.06608919045777,10.1098306542788,13.2065565397387,12.0794847838268,3.32192809488736,12.004922678569,12.3216462909914,12.8917837032183,11.8841705191084,6.83289001416474,5.04439411935845,4.39231742277876,7.02236781302845,3.32192809488736,7.39231742277876,5.88264304936184,5.6724253419715,7.4093909361377,7.18982455888002,7.54689445988764,10.9701058906122,10.8161836814323,11.602698865018,10.90989308377,13.3101867261243,12.914571997649,11.9229559919085,11.9869086246977,11.943613701614,12.7638347994296,11.7723145739217,11.6891244049133,8.27612440527424,10.9992953870234,12.9426977628868,12.667111542075,7.21916852046216,10.5166849493096,11.827739648807,13.0022876184011,3.8073549220576,3.32192809488736,5.52356195605701,3.32192809488736,7.13955135239879,5.78135971352466,6.4262647547021,5.61470984411521,6.06608919045777,3.32192809488736,7.74819284958946,7.58496250072116,7.70043971814109,3.32192809488736
"D88422_at",7.33091687811462,9.19967234483636,7.69348695749933,6.35755200461808,8.39660478118186,7.64385618977472,5.78135971352466,6.91886323727459,6.98868468677217,8.08746284125034,5.20945336562895,8.25738784269265,5.4594316186373,8.35755200461808,7,7.05528243550119,6.14974711950468,3.32192809488736,6.10852445677817,3.32192809488736,6.97727992349992,5.4262647547021,6.2667865406949,7.467605550083,4.08746284125034,6.28540221886225,7.09803208296053,9.5077946401987,9.73640193131829,12.7954309195411,11.9083926207737,10.5574637015978,8.03342300153745,10.6137894644726,13.2288186904959,9.80413102118332,8.43879185257826,9.98441845880114,5.95419631038687,6.39231742277876,7.56224242422107,6.71424551766612,5.4262647547021,6.4594316186373,7.82017896241519,8.97154355395077,5.6724253419715,6.4262647547021,3.32192809488736,6.8703647195834,6.65821148275179,4.70043971814109,7.6724253419715,7.4757334309664,8.42206476617281,7.54689445988764,7.40087943628218,8.66533591718518,13.2035009523614,9.73131903102506,9.95855271543101,11.9184905922923,11.1299269335104,10.9729797860663,10.5343028824546,12.0282514281628,7.12928301694497,10.3955341354623,6.7279204545632,12.9305525543361,9.36194377373524,12.7550962103072
"D88532_at",6.7279204545632,3.32192809488736,3.32192809488736,5.4594316186373,4.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,5.61470984411521,3.32192809488736,3.32192809488736,5.85798099512757,3.32192809488736,3.90689059560852,3.32192809488736,5.78135971352466,6.84549005094437,4.32192809488736,3.32192809488736,3.32192809488736,5.6724253419715,6.28540221886225,5.08746284125034,4.75488750216347,3.32192809488736,3.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,7.08746284125034,7.876516946565,3.32192809488736,3.32192809488736,3.32192809488736,5.49185309632967,3.32192809488736,7.23840473932508,7.31288295528436,6.58496250072116,3.32192809488736,4.4594316186373,7.59245703726808,6.96578428466209,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.70043971814109,3.32192809488736,7.16992500144231,3.32192809488736,3.32192809488736,5.93073733756289,3.32192809488736,3.32192809488736,6.06608919045777,3.32192809488736,7.4178525148859,4.52356195605701,5.61470984411521,7.08746284125034,3.58496250072116,3.32192809488736,3.32192809488736,6.10852445677817,3.32192809488736,3.32192809488736,3.32192809488736
"D88795_at",6.35755200461808,3.32192809488736,7.45121111183233,3.32192809488736,4,4.70043971814109,3.32192809488736,6.64385618977472,6.14974711950468,3.32192809488736,3.32192809488736,6.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,5.97727992349992,3.32192809488736,6.02236781302845,3.32192809488736,5.85798099512757,6.10852445677817,6.84549005094437,7.06608919045777,7.14974711950468,3.32192809488736,6.95419631038687,6.33985000288462,6.04439411935845,8.49185309632967,3.32192809488736,4.95419631038687,3.32192809488736,6.4093909361377,4.4594316186373,6.71424551766612,6.18982455888002,5.32192809488736,3.32192809488736,7.55458885167764,5.49185309632967,4.75488750216347,3.32192809488736,4.85798099512757,5.88264304936184,6.24792751344359,7.21916852046216,6.53915881110803,7.38370429247405,3.32192809488736,5.20945336562895,5.58496250072116,4.4594316186373,5.8073549220576,5.4262647547021,4.85798099512757,3.32192809488736,7.23840473932508,4.32192809488736,4.70043971814109,3.32192809488736,5.58496250072116,3.32192809488736,7.07681559705083,6,6.83289001416474,5.04439411935845,6.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,7.98868468677217,6.93073733756289
"D88799_at",6.91886323727459,3.32192809488736,3.32192809488736,7.14974711950468,6.20945336562895,7.08746284125034,6.6724253419715,8.55458885167764,3.32192809488736,5.61470984411521,3.32192809488736,7.25738784269265,3.32192809488736,6.32192809488736,5.78135971352466,5.64385618977472,3.32192809488736,3.32192809488736,5.49185309632967,3.32192809488736,3.32192809488736,6.90689059560852,7.65105169117893,5.08746284125034,7.467605550083,3.32192809488736,3.32192809488736,3.32192809488736,7.876516946565,3.32192809488736,7.05528243550119,5.08746284125034,3.58496250072116,5.78135971352466,6.4757334309664,7.51569983828404,7.49185309632967,6.88264304936184,3.32192809488736,6.75488750216347,7.33091687811462,5.8073549220576,3.32192809488736,3.32192809488736,7.16992500144231,4,5.75488750216347,7.04439411935845,4.90689059560852,5.90689059560852,4.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,6.93073733756289,3.32192809488736,7.60733031374961,6.95419631038687,6.08746284125034,3.32192809488736,3.32192809488736,6.53915881110803,3.32192809488736,6.94251450533924,3.32192809488736,3.90689059560852,3.32192809488736,3.32192809488736,5.4262647547021,3.32192809488736,8.21916852046216,3.32192809488736
"D89501_at",5.35755200461808,3.32192809488736,7.12928301694497,7.22881869049588,3.32192809488736,7.75488750216347,7.70043971814109,7.70735913208088,5.61470984411521,6.88264304936184,3.32192809488736,4.64385618977472,6.08746284125034,3.32192809488736,5.39231742277876,7.2667865406949,6.22881869049588,6.4262647547021,5.49185309632967,3.32192809488736,6.39231742277876,7.15987133677839,5.61470984411521,3.32192809488736,6.18982455888002,7.19967234483636,7.3037807481771,7.22881869049588,8.2045711442492,6.88264304936184,3.32192809488736,7.16992500144231,7.19967234483636,3.32192809488736,7.34872815423108,6.02236781302845,3.32192809488736,7.84549005094437,8.76155123244448,8.84235034341381,5.32192809488736,6.39231742277876,5.7279204545632,7.56985560833095,5.7279204545632,3.58496250072116,7.2667865406949,7.27612440527424,6.16992500144231,6.20945336562895,3.32192809488736,6.6724253419715,3.32192809488736,5.75488750216347,3.32192809488736,3.32192809488736,7.96000193206808,3.32192809488736,4.32192809488736,3.58496250072116,4.16992500144231,3.32192809488736,6.14974711950468,5.85798099512757,6.52356195605701,5.35755200461808,7.71424551766612,6.84549005094437,3.32192809488736,7.53915881110803,8.60733031374961,4.64385618977472
"D90064_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.52356195605701,6.18982455888002,3.32192809488736,5.28540221886225,6.5077946401987,3.32192809488736,5.49185309632967,4,6.33985000288462,6.35755200461808,3.32192809488736,3.32192809488736,3.32192809488736,5.61470984411521,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.95419631038687,6.4262647547021,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.22881869049588,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.95419631038687,3.32192809488736,3.32192809488736,4,3.32192809488736,3.32192809488736,4.08746284125034,3.32192809488736,9.24792751344359,3.32192809488736,3.32192809488736,3.90689059560852,4.58496250072116,3.32192809488736,3.32192809488736,6.39231742277876,3.32192809488736,3.32192809488736,5.55458885167764,7.38370429247405,8.34429590791582,3.32192809488736,6.04439411935845,3.8073549220576,3.32192809488736,5.52356195605701,4.52356195605701,6.8703647195834,10.7228075311695,5.70043971814109,3.32192809488736,6.6724253419715,3.32192809488736,6.64385618977472,3.32192809488736
