,BL,BL,BL,BL,BL,BL,BL,LCNEC,LCNEC,LCNEC,LCNEC,LCNEC,SCLC,SCLC,SCLC,SCLC
A_32_P70135,6.40376975527824,6.14620122106399,6.59917953448712,4.74386274888909,5.90344706536628,6.49706475897219,6.78929833943287,8.59402393354685,7.12102274275042,7.76495920034098,6.64922144292865,7.75581032060761,7.08826573623256,7.53804889269441,8.20295372691199,8.01199988782785
A_33_P3398533,8.63899273163654,8.40333465842013,8.90420395659661,7.79307950944817,9.28304657304122,8.97180601258118,8.57061740976404,10.6453748036298,9.10315850666802,9.5011170673164,9.70905271478104,9.84438323366639,9.66755081998605,9.40719622983153,10.422571469431,10.7825995773185
A_32_P332551,9.52652507709861,8.36514991289231,8.7428275792394,9.22569116701232,9.40363938146155,9.26524309351609,9.71804704421922,2.53468009361956,2.9739709189501,3.56385470120268,3.86239766814142,3.68797982037017,3.19191134128672,2.28023499059608,3.89912325760196,2.68945805083908
A_33_P3292812,6.14620122106399,5.9303105768695,6.13019901020269,5.70167265053511,5.52691259101015,6.11726820404394,6.42596206536514,7.27391873236104,6.65034392782336,6.87437536078698,6.2127533287529,6.60428573039686,6.76546126228227,7.85007403344218,7.41638129918653,7.41506109827121
A_23_P99579,5.69646568373466,5.59004679723123,5.04360515965895,5.60772114629589,5.55403494637181,5.50026694536018,5.81171398658914,4.40178119783779,4.09914439377385,4.17598028201454,3.57524677641582,3.68797982037017,4.38029366429595,3.73951961270258,4.11484243476752,4.33410043815127
A_23_P76983,7.89024958172027,7.68812410457141,7.85261195450174,7.62831399376168,7.64474017108757,8.11299697206379,7.92061759846082,4.63557786693213,4.45824801723355,4.17598028201454,3.33727698856858,3.78928149603121,4.59883910034788,4.98074319527145,5.23052807441473,5.33362797162004
A_33_P3409337,9.25749264262416,8.71133601347677,8.84298105735202,9.21306036294771,8.98792326084993,9.37268979005098,9.15413952437807,6.29083829324279,6.16328654676404,5.32127723428459,4.40604056545708,4.11484243476752,5.3667840958811,5.33586224451106,6.09369661353854,6.72042497647772
A_33_P3224105,4.58575626846841,4.3070246876479,3.50152938336417,4.98786465683785,3.74961024928447,3.86549409528066,4.91501689159807,6.18265671395559,6.78562520041385,7.82623518114831,5.51217025179222,6.84035412602333,7.14574834910093,6.4167567200956,6.15065021548604,5.9243839864347
A_23_P336612,6.97886153676677,6.47797205893484,6.61812055627916,7.16974423628216,6.62909368144959,7.15748041897832,7.10211437705748,3.6774471710882,3.59029761451328,2.98540176688231,4.13551093263699,2.87910944400479,3.74961024928447,2.5730645208137,3.63815592156329,3.50946889186533
A_33_P3354111,4.3070246876479,5.19896391099828,4.40178119783779,5.42984886474369,5.04906256776861,4.91352175088109,5.30312164695029,3.84367823182261,3.30570914665532,3.56385470120268,2.7239866238301,3.68797982037017,3.96122587331456,3.09498904499365,3.43638952595473,3.71912410826974
A_33_P3361758,6.94138610398319,5.66126386189091,5.53568622200031,6.11596872610303,6.3852814685989,6.04741205978478,6.47239773639696,4.60626208031785,4.88786438033148,5.0893480762372,4.87255587146274,3.56766206349361,3.86239766814142,4.29329384321123,4.28868769998058,5.71632447822295
A_23_P345707,3.80549454076251,3.29656142190516,3.50152938336417,2.8729682860901,4.13807379873158,4.20070901542665,4.04281576826876,5.47616158467827,5.74182312314412,5.00761974129944,5.05314211865033,4.73203624256154,5.28473466566444,4.51850104655646,4.26308763295795,6.45091361199048
A_32_P98975,6.32891199236145,6.0989681279591,6.38985859730696,6.83976385306366,6.18823194052021,6.66107557838461,7.16974423628216,4.73880611268331,5.70599747970363,4.82721989641434,6.14365276500713,4.35187269472072,4.59883910034788,5.39598676034325,4.63920080700303,4.46846656621397
A_23_P14975,6.99414927690504,6.17768280471168,5.95740874002867,7.01381907480876,6.60914302510209,6.66862915271582,6.67966599648081,4.60626208031785,5.1285391522816,5.2584749566023,5.22932675216276,4.88023043072053,5.05314211865033,5.1654379973536,5.21118583546624,4.0591353244751
A_23_P54891,6.03233690163551,6.20330068831259,5.81171398658914,6.16987657781901,5.04906256776861,5.99465231833094,5.74013716299897,6.87437536078698,6.7131384549952,6.37255095590798,7.09058309434705,6.62407469043671,6.81314893916451,6.95689254102071,7.20744836579294,6.41199957226218
A_23_P26557,3.60889300906628,4.122627862262,4.01798499178076,3.87781377069817,4.21048303418724,4.03733463357115,3.96700333221141,5.78661487589586,6.22606452415762,5.49127456807363,4.97071372004253,6.24580382993577,5.84973556790084,5.74938565658842,5.42880261672895,5.6955960259066
A_23_P106544,6.93186170485893,6.98165802996712,7.00870710346899,7.00264494716741,7.02358404050304,7.12831561650531,7.36278221970916,8.26233261295102,8.39817088174212,8.75933922595742,8.10714038231337,9.14901547498004,7.7847210162837,7.93415527502818,8.93510116849505,8.02120481015358
A_23_P414281,6.03233690163551,5.15408729795192,4.96783530245445,5.04633644423883,5.97901259860812,5.50026694536018,5.38793402461744,3.623598658348,3.30570914665532,3.22603963665681,2.95665301370022,3.9319863487189,3.6453798383309,3.48148732474532,3.01916073701483,3.95542518477901
A_33_P3336198,4.74386274888909,5.05314211865033,5.78416259498709,3.87781377069817,4.55539950335637,4.99636426662951,4.45824801723355,5.86683278552628,5.30312164695029,5.70686089194369,6.29601146827511,6.57810029361372,6.49306618736921,6.4167567200956,6.45862329254504,6.50750858379292
A_23_P3514,7.24864591420332,6.66285645127903,6.96413241587786,6.51047869976031,6.54854387309891,6.66862915271582,6.86570337607372,6.02543213403303,6.12310141345514,6.59545455310957,5.75690875425062,6.33897180018561,5.05314211865033,4.69596366660802,6.14365276500713,5.55019140271225
A_23_P66158,4.12779490387801,4.78859219246081,4.18592269694584,4.8740940528357,4.25366472786645,5.10253041538581,5.18167738209776,6.77042548922555,7.0998154821791,6.75422890026143,6.90554595907781,6.80832980784641,6.24163921370643,6.26586270246661,6.3941532581307,6.58984898543612
A_24_P842006,6.76835913682444,6.24995645879632,6.68186326925504,6.66107557838461,6.46833011259808,6.63318718101981,6.41067535371804,5.49127456807363,5.57971443245128,5.1928139010075,6.29601146827511,5.65143085861501,5.60772114629589,5.89967614486275,4.97215077810071,5.30312164695029
A_23_P392126,7.47849729854177,6.97420758845567,7.12393471515772,7.7881927559392,7.22020377529277,7.31498610839825,7.68319699175796,6.83582251604077,6.34674788519395,6.42596206536514,6.02543213403303,4.68022354372872,5.91170855817838,6.03302556431989,5.88906482769924,6.34896194715962
A_33_P3247057,6.85386417213694,6.574320415037,6.49306618736921,5.9023168237809,6.6480980840076,6.33952862693945,6.63318718101981,3.33727698856858,4.4313360222109,2.18475371273243,4.65180992642492,3.88698497604456,4.45619559333345,4.17098326141735,3.63815592156329,4.11484243476752
A_23_P301340,6.4217611942668,6.09171481909764,6.00170561805676,6.31368952081953,5.74686921425067,6.3752689994382,5.85792088279996,7.21079998390779,6.66107557838461,7.05135261457218,6.55335218358003,7.27216980690334,7.41532523512055,7.16708022339021,6.96413241587786,8.11819855998193
A_23_P152858,10.235917839601,9.54679938620368,9.08330668127408,9.62861200711869,10.1313112928894,9.82567546957319,10.0112020337373,8.77986528607356,9.07522196418841,8.92048523301069,8.06414028149686,8.4537108188557,7.79124891609231,8.74361664591795,8.69847924631456,8.15441034268617
A_33_P3393766,3.60889300906628,3.42384145995058,3.66683706047813,3.63815592156329,2.58813740914565,2.13979683310782,4.40178119783779,6.90667367469826,6.95362270627169,8.69994356208338,7.5266025882084,6.68756056587943,5.64693906011545,6.00592110497915,6.28968617532287,5.99252958657121
A_33_P3356320,8.43546486646827,7.2928745220462,8.00376782670163,8.23030910623295,7.93524290518481,7.69771098922873,8.1593861534463,5.96825110772807,5.91544819966958,5.59378574930984,3.86239766814142,4.14063212011181,2.05157159347428,4.78859219246081,3.8247127081822,4.22983463497286
A_32_P162374,2.66833749435525,2.63243519271479,2.12450005891496,3.04670205029058,2.84813885728348,3.53691805661075,3.41963440046782,3.94668018550425,5.20141659306115,5.42040520508885,5.01181800787198,6.24163921370643,6.94669528798673,5.60679629590447,6.19440147205572,3.95542518477901
A_23_P78410,7.89981433357738,7.87044615176229,8.16151340146908,8.04352678466932,7.76568446714921,7.60418779925706,7.83810533661175,8.2985527412381,9.18471441489115,9.49818993947083,8.13176416421133,9.90206522345004,8.69238912772399,9.51874059663311,9.59813525893325,8.64480520114395
A_24_P238499,4.05371595815801,3.63453035329254,2.87910944400479,3.74961024928447,3.01358881532583,2.74431378665228,2.29865674457948,4.43342409278531,4.28868769998058,5.99606573964612,4.65180992642492,4.29099260986958,5.10253041538581,6.23207470372509,4.97215077810071,5.57215323266943
A_33_P3288754,5.46395616513868,5.60309095408978,5.79881414193221,5.19896391099828,5.11948933307057,5.65143085861501,5.23532338501413,6.22847160138214,6.97420758845567,5.89210460508658,7.01591073447128,6.78480767572774,6.66107557838461,6.99697572054226,6.44962465013223,7.47508049114149
A_33_P3286349,6.57668399944003,6.06030593812057,5.52299600696935,6.72682383985007,6.02612409977858,6.46654691451074,6.69845406929224,4.19825512911361,3.51342232109644,4.09651136629572,2.29865674457948,4.02353999317577,2.96822135093875,4.63739047422207,3.9784893001227,4.33410043815127
A_23_P330561,5.58159855663968,4.56685827487011,6.713782865754,5.9023168237809,7.16409696421345,5.20508781558899,6.75673254914917,3.84367823182261,3.90515431439632,4.09651136629572,4.53220525414548,4.58011281728243,3.53691805661075,4.08858332764439,3.9784893001227,3.10025584767362
A_24_P383581,5.49227649347609,5.72572639094909,6.09699356660207,5.70167265053511,6.46833011259808,5.76770665759229,5.55115324902932,5.57971443245128,5.15282057882004,4.70636247967796,3.24518506087963,5.24486645272202,3.2687649931163,4.69596366660802,4.17598028201454,3.76958222841843
A_23_P45970,5.83322428539529,4.46438782781157,6.27170968212757,5.60772114629589,4.65180992642492,5.42565931250813,4.65539238279003,6.65616681242001,6.93310883807927,6.47163592999954,6.66596769890639,6.38285239103364,6.33618443812999,7.07829182335995,6.5490254259339,6.15887640956143
A_24_P6370,7.90245475980122,7.96396582452427,4.18592269694584,8.4742665197986,6.8858575116352,8.49815394669381,8.11136762224812,3.6774471710882,3.59029761451328,3.50946889186533,4.2794310587721,2.9739709189501,3.53691805661075,2.88522456311396,2.53468009361956,2.68945805083908
A_33_P3250830,8.01444293884986,8.31655344964135,5.57310055266329,8.4556383665437,7.71240290188504,8.28445147658073,8.06649668554371,4.78369018977994,4.86329218353958,4.70636247967796,5.05314211865033,4.46846656621397,5.23890943693362,4.63739047422207,4.85396862793428,5.10253041538581
A_23_P11862,6.46904561075361,5.62083720372871,6.13406063652407,5.85333026118762,5.51278369285832,5.5100743939667,5.57455144500735,8.01383222950091,8.53718480968973,7.80387747600924,7.52650282119041,8.38330761106265,7.8810951761968,7.57641743860742,7.56273115642941,8.39857634720989
A_23_P468,9.36320548876735,8.95487084059347,8.65306031593014,9.05938017859717,8.76252973382746,9.29612200920418,8.85802206279229,3.48551807246652,3.15189264082668,8.46880508981494,3.79578859451773,3.37687495405295,6.51467592439479,4.12521369630184,5.07738009897118,4.69248067224551
A_24_P131173,3.80549454076251,4.122627862262,4.65180992642492,4.09387352455574,4.3385640693407,4.4623441262178,4.52439022554053,4.63557786693213,6.65661375468001,5.8745377684584,5.63791328880268,5.77183827250615,4.99777601254811,6.66552364553868,6.56101230213126,6.51787734768935
A_23_P897,8.12160193822257,8.91866972247351,10.0820002502751,8.83120060833016,9.38831485547218,8.56419983433227,8.4626201920237,6.72767488128289,5.33920717938835,5.60772114629589,5.63791328880268,6.79214877381068,4.86947457999417,7.15526814332787,6.73636923277783,4.69248067224551
A_33_P3269919,7.46158756049839,6.69345327167257,6.84408692351725,6.97079710683585,7.06185133652547,6.60335867437374,7.22924622639166,3.623598658348,2.9739709189501,2.90942912128479,3.15189264082668,2.77097883916552,3.6453798383309,3.19191134128672,1.03684029693844,4.22983463497286
A_32_P207169,7.02390078711757,6.85464349703053,6.94742605831856,7.18330123676214,7.43017095512785,7.33229469611114,7.15937395893649,3.33727698856858,4.25602623029225,4.00681040675592,2.59561550844481,4.60626208031785,4.78369018977994,5.0833764977173,6.65973847957933,3.89002913424349
A_23_P160537,3.29656142190516,3.35940989734025,0.76358854519797,3.87781377069817,3.3417308176092,1.77628753083956,3.10025584767362,4.68548935533724,4.60626208031785,5.27195629418808,4.2794310587721,5.19896391099828,5.10253041538581,4.37160823276413,4.26308763295795,4.97931467484692
A_23_P74668,8.06363483664647,7.14892859867335,7.3093122559202,8.3340529345612,8.02884238521707,8.11706231406877,8.32304387367335,4.8740940528357,4.54963580615773,4.85084733795901,6.07040453584154,5.47058024883443,4.99777601254811,5.12466760745741,4.69073601670258,4.60811187299256
A_32_P182299,6.59078476054495,5.70513355042628,4.86947457999417,6.11596872610303,6.12762210420826,6.3752689994382,6.16391546729554,3.18696929118712,1.75275259542733,3.07372742879894,2.59561550844481,3.84367823182261,3.81833505519691,5.25316516667969,4.28868769998058,3.76958222841843
A_24_P522998,8.09587872012863,6.9062978674279,6.78439873959557,7.5680564970463,7.24181119194959,7.29445495240738,7.42873248975349,3.56385470120268,2.87910944400479,3.6199362750124,4.00119048790744,4.22019128094215,3.2687649931163,4.98074319527145,3.59776455876907,3.57524677641582
A_33_P3250944,8.81947286933767,7.74932950295091,7.15716458722034,8.98739039055219,8.22662633344862,9.09419504574307,8.83668382862643,3.6774471710882,4.00681040675592,3.6199362750124,4.2794310587721,4.29099260986958,4.13037150151589,4.20804573036117,4.26308763295795,4.28175079308218
A_32_P331139,9.48711289382261,8.53745171141026,8.97794374934071,9.63727143794708,8.96401794634479,9.18630173655505,9.29414848390715,6.00451731083304,5.46701721426365,5.43298306401817,6.46016029694536,5.50026694536018,6.81314893916451,5.95523045397149,5.60772114629589,6.67790576558216
A_32_P15512,12.2921501539865,11.5247930180584,12.0338469230868,12.1168406415731,11.636007450232,12.9790981506733,12.8200257394236,3.623598658348,3.45295229316865,5.22451143476772,4.59324669335444,5.47058024883443,5.34476489426756,6.25586812761637,5.42880261672895,3.95542518477901
A_33_P3359724,8.30327027429262,7.33047511624789,7.72054838692955,8.20585778874151,7.62580532423142,8.33510037235624,7.84743376602571,4.92246944073438,5.1285391522816,4.80481294205907,5.83874906924056,5.98400728783725,7.56746242109915,6.74038062428332,6.32582411823173,7.20714328678288
A_24_P133162,6.60613805721439,6.11726820404394,5.85324924811309,6.19686191623938,6.68274124219465,6.22666667007867,6.06030593812057,4.52439022554053,4.36287019562144,4.60626208031785,3.41963440046782,3.88698497604456,4.2129162273508,4.75726109990367,3.89912325760196,3.63815592156329
A_33_P3402103,6.86047505349583,6.56339777214466,6.79904790066187,7.14924623839382,6.99096289480572,7.30432926412892,7.00822644439113,5.0666579042488,5.20141659306115,4.60626208031785,3.41963440046782,5.7103093828843,4.38029366429595,5.72060567203318,5.64243323281276,4.76888344591053
A_32_P453321,5.69646568373466,5.24605490991145,4.5263479550615,6.10093999050309,5.87990687645667,6.09567568937156,5.12208079356435,3.48551807246652,3.71912410826974,4.17598028201454,3.57524677641582,4.51258772897541,3.40693910779701,4.37160823276413,4.28868769998058,4.0591353244751
A_33_P3263523,5.69646568373466,5.96969061964684,6.28391174417773,5.70167265053511,6.0164062463076,5.93694901840328,5.55115324902932,6.58563046989206,6.62178754599025,6.49306618736921,7.50888978788023,6.75798274616634,6.96413241587786,6.67966599648081,5.99888843482267,7.02805200962249
A_23_P386384,9.52092080638346,8.85763336442856,9.15986524158655,9.86057405060001,9.39696746076572,9.13818560298785,9.42704582839913,1.83593504005037,3.59029761451328,3.37252847136225,4.2794310587721,4.14063212011181,3.40693910779701,3.41541503684188,4.13551093263699,3.50946889186533
A_23_P424900,9.64303444625007,9.32723141698744,9.03586637753211,10.0774384041347,9.60752813137634,9.39013016498959,9.5486366641199,4.63557786693213,4.36287019562144,4.50267801757174,4.13551093263699,5.72572639094909,3.96122587331456,6.39576046565335,6.40749226127053,4.17847231675211
A_33_P3359753,5.58159855663968,5.61417855135266,5.72572639094909,6.04673023190449,4.87255587146274,5.71803848057994,5.49627725135991,6.77042548922555,7.19057247530726,6.60150277327084,6.75422890026143,8.75732986125579,6.40961510304646,6.6329600688325,6.73636923277783,6.94450075341412
A_23_P259292,6.45737144021458,5.9236414478374,6.11206831679248,6.06168997510397,6.91566555812416,6.56339892587259,6.19162034767379,5.68828928261557,4.93578777664222,5.52035210515703,5.90643175573436,5.50026694536018,5.63606032314486,5.6357004269712,5.93969822041096,5.71675910290992
A_23_P154784,9.43341739522148,13.0260447629352,7.46720372705406,10.9085432689891,8.65042605889611,10.2140694915685,9.65873714643937,2.99108340573426,4.0509986218043,3.22603963665681,1.94039956078743,2.53468009361956,3.74961024928447,3.33727698856858,3.16703003743926,3.89002913424349
A_23_P40315,8.16905164807674,7.30004438681413,7.6618721967656,7.77898523796471,7.76288499815627,7.84017260970201,7.85884018986763,4.52439022554053,4.33186343300165,5.54440681923465,4.00119048790744,5.61509868288658,4.78369018977994,5.58817368114004,5.00761974129944,6.37255095590798
A_33_P3345389,6.45503056812776,5.59004679723123,5.30654326888822,6.52082621544619,5.54440681923465,6.14365276500713,6.04945561213503,4.73880611268331,4.18096005430299,3.15189264082668,4.00119048790744,4.41028739486127,5.34476489426756,3.09498904499365,5.05314211865033,3.76958222841843
A_33_P3395783,7.41373968814193,6.99909192527206,6.24163921370643,7.47533386568285,7.18190468151847,6.82034758678724,7.06757642770471,3.48551807246652,3.15189264082668,2.90942912128479,4.2794310587721,4.14063212011181,4.45619559333345,5.0833764977173,4.11484243476752,3.19191134128672
A_23_P314835,12.5787959216573,11.8673079749883,11.5854235814892,12.3612620621778,12.0110898847379,12.4140527841458,12.5238331607559,3.56385470120268,2.78412884380874,2.18475371273243,4.92246944073438,3.78928149603121,3.74961024928447,3.84367823182261,3.77288417582366,3.71912410826974
A_33_P3240647,6.7251202494218,6.33897180018561,6.59917953448712,6.44523354570599,6.94303587362199,6.43641103693347,6.61812055627916,5.97686671270541,5.33920717938835,4.17598028201454,4.20560430195989,4.94166779993777,5.71718173394276,6.0609813816133,5.07738009897118,5.15914308160681
A_23_P91491,11.1667598183412,10.7172325447692,10.3239843947102,10.8847768261679,10.5046459217452,11.029964898639,10.8884203628676,9.20803790034463,8.49265720827219,8.23008390031352,7.67097101177371,9.63318952703636,9.9619661336357,9.23147791049228,8.69961828699732,8.03839136771897
A_24_P649388,7.22819418946834,7.67605021168152,6.91342151928725,7.50566833606902,7.44097883634977,7.88472815193007,7.18933740285647,4.96350687936061,5.68380404565714,3.92606665249193,5.05314211865033,4.29099260986958,4.89090668546365,4.5360969504141,5.2916572743742,3.89002913424349
A_24_P339858,2.15484039052524,2.82923227358337,3.15189264082668,3.37687495405295,2.93323428202368,2.94499116528301,2.13476058947497,4.92246944073438,3.59029761451328,4.17598028201454,4.53220525414548,4.14063212011181,5.10253041538581,4.45002074420097,3.8247127081822,4.11484243476752
A_32_P142700,8.24405496485444,8.0360744527558,7.80542601469218,8.18911765478764,7.80239977114959,7.99619499774443,8.23113456063208,6.41199957226218,6.24283033129442,6.23207470372509,7.21384016741858,6.69497708938726,7.0263237849666,6.97133614021798,6.69192784275401,6.76546126228227
A_24_P336137,5.92697986601285,5.9236414478374,5.61969055837478,6.21214534641889,5.78987811308886,5.93694901840328,5.56645621256126,4.3024622444727,4.39750921774919,3.6199362750124,4.53220525414548,5.15282057882004,4.04281576826876,4.51850104655646,3.59776455876907,4.4313360222109
A_23_P154022,4.81445856702071,4.19086832738587,4.86947457999417,5.15282057882004,5.24367701570317,5.02433999941477,4.78041291009748,6.12826676234832,6.16893698580853,6.24163921370643,5.14901373447181,6.35337990352129,6.26351725934048,5.93842008854971,6.22455805890647,5.55019140271225
A_24_P297526,6.28333302784665,6.40376975527824,5.30654326888822,6.39790062761305,6.45245884763212,6.04741205978478,6.93826471575191,3.73951961270258,4.25602623029225,3.22603963665681,3.64177240142578,2.9739709189501,2.33482091529086,3.88698497604456,3.63815592156329,3.35059743768708
A_33_P3398998,5.58159855663968,6.02819800789883,6.65124128735351,6.30230914988641,6.62132968167401,6.00592110497915,6.19255338126552,4.98074319527145,4.54963580615773,4.46846656621397,5.51217025179222,5.41301715923164,5.23890943693362,4.87869878144076,4.69073601670258,3.63815592156329
A_24_P272313,7.83366546553876,7.94497237195713,7.1691178521366,7.957541508254,7.11355422202158,7.75476699457332,7.85261195450174,3.48551807246652,5.16669369120651,4.80481294205907,1.94039956078743,7.05237196552153,5.45061605078818,5.2075301174412,5.75022349623596,5.97543434681502
A_23_P28318,6.38662919100386,6.41860249404016,6.31708620000929,6.30230914988641,5.76853392769245,6.57668399944003,6.34230954154662,7.3223289135012,6.501549944697,7.36589116335773,8.45454640573461,7.34856846102268,8.34678001273076,6.85853381926228,6.61168081066934,7.40883991985172
A_23_P257417,7.97735553924702,7.53634986883137,6.94742605831856,8.09398242707465,7.33215480987685,7.50442739823776,7.29675067399758,3.99554859141309,5.77266317752134,5.43298306401817,5.92141153623135,5.73929344350872,6.09699356660207,5.15282057882004,5.16040426400387,4.56685827487011
A_24_P58488,9.35957268952277,7.70074805003509,8.06312921465259,9.08550753591574,7.75320058944828,9.21564088450514,8.55487931208436,3.73951961270258,3.74961024928447,2.18475371273243,3.24518506087963,4.29099260986958,3.86239766814142,1.92890270844988,3.68797982037017,4.60811187299256
A_23_P131449,6.26234310632303,6.11726820404394,6.04945561213503,6.29026234929117,6.08243027840722,5.70167265053511,6.18265671395559,3.99554859141309,3.71912410826974,4.0509986218043,3.41963440046782,4.02353999317577,2.5806209240698,4.40391245354979,3.63815592156329,4.60811187299256
A_23_P101407,5.57409260443662,6.73559494510353,5.87260636670067,6.42316425852369,6.28562772772996,6.29562754934224,7.34588725369625,4.3646216864524,4.44468344637659,4.02821907700391,5.22471974796006,3.64937519394827,3.76592631303712,3.33669933301602,4.00698284618474,4.69090029403346
A_33_P3347869,7.94185874164134,8.76086781282771,8.04079017065595,8.87127215561082,8.7091832064446,8.58688934671437,8.61774553934072,5.0257246464674,4.71325361285891,4.98786465683785,7.58212378745473,3.98419817316741,4.41240613075815,4.29329384321123,3.9784893001227,7.0124229483835
A_24_P160696,8.75493161183092,8.16905164807674,7.78696847683016,8.55079759960208,7.93524290518481,8.6384271650496,8.66115710079992,3.33727698856858,4.63739047422207,4.85084733795901,2.82923227358337,4.81605991998903,5.19527705189311,5.76770665759229,5.51217025179222,5.73675932043864
A_32_P55871,6.66374606403332,5.77348761114137,6.07308559932853,6.39790062761305,5.7103093828843,6.16925025114287,6.3941532581307,2.99108340573426,2.66833749435525,3.07372742879894,2.82923227358337,3.88698497604456,3.81833505519691,4.29329384321123,4.45414024542948,3.63815592156329
A_32_P99753,8.90387456713251,8.81542559412276,8.84793063555722,8.90880752998742,8.75190203863449,8.94493370633565,8.89030443593034,6.43953102788442,6.25704756005049,5.98614258682058,7.21384016741858,6.38285239103364,7.0263237849666,7.01312118047875,6.11726820404394,6.32441835126377
A_23_P370924,6.95234909974889,6.70797278038458,6.29486347583019,6.97079710683585,7.11891599018628,7.38813104603982,7.00822644439113,6.54275266668256,5.40665429533732,6.18079350697783,6.31793412172343,6.02888864862497,5.45061605078818,5.48323401635505,5.37658414354211,5.30312164695029
A_23_P42282,6.74973561601932,7.55422552921273,7.7133074270201,7.11484774949585,7.39873536567555,7.88018447216765,8.55323678382647,4.49188880971956,5.40818155671137,5.06581900573478,6.87772590736773,5.63326477075079,4.36460530093188,4.93699773016576,5.57760428371903,4.80088516225585
A_23_P312999,10.2642381551295,9.11320680703253,9.88232889029394,9.79849319978362,9.47512686171143,9.95112179545267,10.2277822328693,3.94668018550425,1.91732141381977,3.73275309772555,3.24518506087963,3.44469467790354,6.16517248645121,3.73951961270258,3.43638952595473,3.35059743768708
A_23_P388433,8.25833381022985,8.0099025462892,8.15108357574335,8.34733383452178,8.56288904322735,8.54899316635148,8.7091832064446,6.65616681242001,7.04043448616613,7.05474765389707,5.4802072186083,6.59917953448712,4.2129162273508,6.3850117729718,7.22984704608681,6.55287207303693
A_33_P3285824,12.5112463144347,12.3090181794845,12.1933465397454,12.3815549713533,12.0904579826167,12.6445493527954,12.5397678547903,11.7648511558867,11.6684199806457,11.190527336135,11.7609592854298,10.7287289439415,8.73051499974189,9.97609072490824,11.1026815578989,11.4681216126835
A_23_P433152,7.69684208197402,7.58670439251956,6.72810021381327,7.42506445650039,6.91005154215821,8.04027647711928,7.72524325890239,6.41965616272451,5.85519760129067,6.50552510399964,4.97071372004253,4.51258772897541,7.14574834910093,6.19870449955194,5.99888843482267,5.33362797162004
A_23_P112634,9.58365307551796,9.49769732251112,9.00285226995461,9.77250260262301,9.01909516193821,9.57540250719378,9.3290819649118,6.30203143326626,7.62055046019097,8.00928005353002,8.46045612679229,7.6943617511523,7.22595619963831,8.20585763956643,7.44475117334272,7.80167058428692
A_33_P3344243,4.78859219246081,3.90515431439632,3.9784893001227,4.60440991283335,3.92606665249193,4.14063212011181,4.73880611268331,5.64783853932115,6.90704938410016,6.30573269707105,4.87255587146274,6.50179871330117,6.32441835126377,6.08508910697614,6.51492244010114,6.05895410170324
A_33_P3377691,5.57025672451457,5.08802319322726,5.0544994094396,6.12891113255607,5.61877335175133,4.82244761624006,5.53568622200031,6.86086298709335,7.61515203143313,7.46618423067686,6.33841475843433,7.41651325285647,6.40961510304646,6.4167567200956,6.76897935336298,6.90479365864139
A_33_P3247175,8.02218099069268,7.29574674527697,7.58869652407966,7.98467170365173,7.47862369168998,7.38516748297582,7.89072457916764,3.84367823182261,4.91202505906356,3.73275309772555,3.9319863487189,2.9739709189501,3.6453798383309,4.03458623735107,4.45414024542948,3.76958222841843
A_24_P149124,3.60889300906628,4.81445856702071,5.04360515965895,3.74961024928447,5.32127723428459,4.42505361612728,4.63376297941062,8.03684717124836,11.5795431481083,7.17972957158862,6.16642841132037,7.13279616440231,8.14376945444087,7.02476661071863,6.18761353379691,11.6627994040052
A_33_P3391290,5.42984886474369,6.14620122106399,7.18964627010795,5.38631806960363,5.99677193136454,5.50026694536018,6.3941532581307,9.74873913901739,14.0358956272487,8.85354569630967,9.06595651127411,9.12270043262591,10.9952244191117,9.64340091769381,8.1162501616031,13.8786299881902
A_23_P81650,9.87307986814502,9.2791333760356,9.22237400523838,9.58381278656443,9.79555382791662,9.82823184077612,9.5198771733769,8.61395318176279,7.94314163863834,8.44823540651366,8.44984798019232,7.98804958159584,6.68974585687491,7.6780328671608,7.99637156226489,6.61214174699463
A_33_P3231888,7.61043031682505,7.70442733499062,6.96413241587786,7.16346812281498,7.44097883634977,7.41558932361906,7.07294407387873,6.54275266668256,5.64693906011545,6.41543686283801,5.66748651263104,5.77183827250615,4.99777601254811,5.46599758603002,5.79069277038875,5.73675932043864
A_33_P3348797,6.31934621806876,5.60309095408978,5.77101289555644,5.51217025179222,5.99677193136454,5.87645760164459,5.82211083842263,6.59078476054495,7.94789672170096,6.83187038207104,6.81314893916451,6.93624138930507,5.99959324653441,6.97133614021798,6.35337990352129,6.29658512212066
A_23_P259506,9.54752252886047,9.31701843820871,8.78493360423069,9.26498663618588,8.80734713979919,9.48459778079991,9.44969178979929,6.85736782370012,6.09567568937156,6.78030299031803,5.44545221239562,7.34856846102268,5.12595927713007,6.62384613908741,6.98741419670952,6.05895410170324
A_32_P226009,7.71433625608707,7.58094692692562,7.39350379525307,7.67130280957805,7.71519469367998,8.05204539831893,7.65819422303288,6.7348885355881,5.40665429533732,5.93584473057906,6.5719529519903,6.54130122545846,7.62717423017824,6.3752689994382,6.21031986060356,4.22983463497286
A_24_P363087,8.41902826822072,7.78533448689313,7.6251203838656,8.21809739816194,7.9821776703776,8.49278236700565,7.7556017157529,6.27753306066611,6.590316948862,5.99606573964612,7.06286329901249,5.91992301136779,5.57215323266943,6.31085283309066,5.45164660421444,5.43193908729139
