"","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL"
"35099_at",6.56529252058102,7.27612440527424,3.32192809488736,3.32192809488736,6.37503943134692,3.32192809488736,3.4594316186373,8.14465824283188,3.32192809488736,6.70043971814109,6.65821148275179,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.39231742277876,3.32192809488736,3.32192809488736,4.16992500144231,8.04984854945056,8.66533591718518,6.4093909361377,7.5077946401987,5.52356195605701,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.78135971352466,3.32192809488736,3.32192809488736,4.95419631038687,3.32192809488736,5.6724253419715,3.32192809488736,7.17990909001493,3.32192809488736,9.65463602852797,3.32192809488736,8.11894107272351,3.32192809488736,3.32192809488736,8.96866679319521,4.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,9.29001884693262,3.32192809488736,8,3.32192809488736,3.32192809488736,6.71424551766612,8.53138146051631,5.35755200461808,5.70043971814109,7.33091687811462,3.32192809488736,7.44294349584873,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.49185309632967,3.32192809488736
"35101_at",3.32192809488736,8.07146236255662,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.28540221886225,3.32192809488736,4.39231742277876,4.16992500144231,5.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,6.33985000288462,3.32192809488736,3.32192809488736,3.32192809488736,7.18982455888002,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.70043971814109,8.876516946565,7.49984588708321,4.08746284125034,3.32192809488736,3.32192809488736,4,8.78790255939143,3.32192809488736,7.93663793900257,6.7279204545632,8.53915881110803,3.32192809488736,5.78135971352466,3.32192809488736,8.86108690599539,6.12928301694497,7.60733031374961,7.70735913208088,8.99435343685886,6.88264304936184,3.32192809488736,3.32192809488736,3.32192809488736,6.75488750216347,9.4757334309664,3.32192809488736,7.71424551766612,3.32192809488736,6.28540221886225,3.32192809488736,4.08746284125034,7.4262647547021,8.95419631038687,7.60733031374961
"35106_at",7.09275714091985,7.76155123244448,6.84549005094437,3.32192809488736,8.11894107272351,6.16992500144231,4.75488750216347,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.58496250072116,9.11894107272351,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.60733031374961,3.32192809488736,6.32192809488736,8.68999797141945,3.32192809488736,5.64385618977472,3.32192809488736,4.8073549220576,7.09803208296053,3.90689059560852,3.32192809488736,8.20945336562895,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.02236781302845,6.65821148275179,3.32192809488736,9.04165915163721,7.71424551766612,7.77478705960117,7.85174904141606,8.82972273508606,3.32192809488736,3.32192809488736,7.05528243550119,7.61470984411521,3.32192809488736,6.71424551766612,9.27612440527424,5.78135971352466,5.52356195605701,3.32192809488736,9.4898479604393,9.3037807481771,8.08746284125034,8.32192809488736,8.06069593168755,6.64385618977472,9.1006623390052,3.32192809488736,3.32192809488736,9.5980525001616,9.06069593168755,3.32192809488736,8.76155123244448,8.82972273508606,9.26209484537018,8.46352437327118,3.32192809488736,7.37503943134692,7.49984588708321
"35117_at",3.32192809488736,3.32192809488736,5.55458885167764,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.68650052718322,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.8073549220576,3.32192809488736,8.02236781302845,3.32192809488736,3.32192809488736,6.4757334309664,9.61470984411521,3.32192809488736,3.32192809488736,3.32192809488736,8.30833903013941,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.18982455888002,8.09803208296053,9.05799172275918,3.32192809488736,3.32192809488736,7.91288933622996,9.71938882094208,8.93957921431469,8.55842071326866,9.36632221424582,10.4726908392428,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.50581155391959,9.24555270625568,9.83920378809694,8.70390357344466,8.78790255939143,8.15987133677839,8.92777796208234,3.32192809488736,3.32192809488736,9.5372184005386,8.72109918870719,8.69696752623429,3.32192809488736,9.33091687811462,3.32192809488736,8.43462822763673,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.9614496943982,3.32192809488736,9.59618975614441
"35500_at",6.63081315229913,6.82017896241519,8.29462074889163,3.32192809488736,4.70043971814109,3.32192809488736,6.75488750216347,3.32192809488736,6.5077946401987,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.90689059560852,5.8073549220576,7.01122725542325,6.89481776330794,7.07681559705083,6.74146698640115,3.32192809488736,3.32192809488736,7,7.4093909361377,5.95419631038687,3.32192809488736,4.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,7.71424551766612,6.06608919045777,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.02236781302845,7.44294349584873,7.4178525148859,3.32192809488736,6.91886323727459,8.0389189892923,8.16490692667569,7.27612440527424,7.72109918870718,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.35314682549808,7.19967234483636,3.32192809488736,6.75488750216347,3.32192809488736,3.32192809488736,7.94251450533924,3.32192809488736,3.32192809488736,3.32192809488736,4.52356195605701,8.90388184573618,3.32192809488736,5.24792751344359,8.75822321472672,9.14720492494223,9.54882190845875,7.04439411935845,3.32192809488736,6.08746284125034,3.32192809488736
"35511_at",9.73420153955819,8.09803208296053,8.29920801838728,3.32192809488736,3.32192809488736,3.32192809488736,6.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,8.75488750216347,3.32192809488736,3.32192809488736,8.29462074889163,7.04439411935845,3.32192809488736,3.32192809488736,5.90689059560852,3.32192809488736,6.37503943134692,7.43462822763672,3.32192809488736,8.94544383637791,6.6724253419715,8.14465824283188,8.37068740680722,7.19967234483636,7.82017896241519,3.32192809488736,9.25738784269265,7.33091687811462,8.4178525148859,6.3037807481771,9.01402047031493,3.32192809488736,3.32192809488736,7.71424551766612,3.32192809488736,3.32192809488736,9.90237511448603,3.32192809488736,3.32192809488736,6.12928301694497,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.15987133677839,3.32192809488736,3.32192809488736,3.32192809488736,8.06069593168755,3.32192809488736,3.32192809488736,3.32192809488736,6.3037807481771,3.32192809488736,3.32192809488736,8.82336724004623,3.32192809488736,3.32192809488736,6.02236781302845,3.32192809488736,9.82972273508606,3.32192809488736,3.32192809488736
"35512_at",6.877744249949,3.32192809488736,7.96000193206808,7.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.44294349584873,3.32192809488736,3.32192809488736,3.32192809488736,7.53138146051631,3.32192809488736,7.08746284125034,9.64745842645492,3.32192809488736,3.32192809488736,7.76818432477693,3.32192809488736,3.32192809488736,3.32192809488736,7.82654848729092,3.32192809488736,3.32192809488736,3.32192809488736,8.95710204156229,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.18982455888002,3.32192809488736,3.32192809488736,7.23840473932508,3.32192809488736,5,7.33985000288462,7.57742882803575,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.24792751344359,3.70043971814109,3.32192809488736,3.32192809488736,7.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.97727992349992,3.32192809488736,8.17990909001493,7.93073733756289,3.32192809488736,3.32192809488736,3.32192809488736,7.89481776330794,5.4594316186373,8.92777796208234,3.32192809488736,3.32192809488736,4.39231742277876
"35542_at",3.32192809488736,7.51569983828404,3.32192809488736,3.32192809488736,7.45121111183233,3.32192809488736,3.32192809488736,8.62205181945638,3.32192809488736,3.32192809488736,3.32192809488736,5.24792751344359,3.32192809488736,7.52356195605701,3.32192809488736,3.32192809488736,4.85798099512757,7.22881869049588,3.32192809488736,3.32192809488736,4.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,4.8073549220576,6.33985000288462,8.57364718749332,3.32192809488736,3.32192809488736,3.32192809488736,8.19967234483636,3.32192809488736,3.32192809488736,7.58496250072116,3.32192809488736,3.32192809488736,8.17990909001493,3.32192809488736,7.38370429247405,6.8703647195834,5.64385618977472,3.32192809488736,7.34872815423108,7.98299357469431,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.97727992349992,3.32192809488736,6.91886323727459,5.97727992349992,8.45532722030456,3.32192809488736,8.94836723158468,5.52356195605701,3.32192809488736,8.5274770060604,3.32192809488736,5.32192809488736,8.2807707701306,8.2240016741981,5.88264304936184,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"35579_at",3.32192809488736,4,3.32192809488736,4.52356195605701,8.03342300153745,3.32192809488736,7.01122725542325,3.32192809488736,8.5352753766208,5.12928301694497,7.84549005094437,7.05528243550119,7.86418614465428,3.32192809488736,3.32192809488736,6.53915881110803,3.32192809488736,8.49984588708321,7.91288933622996,6.84549005094437,3.32192809488736,7.64385618977472,3.32192809488736,7.4594316186373,6.82017896241519,3.32192809488736,5.20945336562895,7.33985000288462,3.32192809488736,8.05528243550119,3.32192809488736,6,7,10.0927571409199,8.37503943134693,7.71424551766612,3.32192809488736,8.29001884693262,7.81378119121704,3.32192809488736,6.85798099512757,3.32192809488736,8.14465824283188,8.16992500144231,9.08746284125034,8.6582114827518,3.32192809488736,3.32192809488736,6.18982455888002,7.39231742277876,3.32192809488736,8.39231742277876,7.05528243550119,8.56224242422107,3.32192809488736,8.2336196767597,3.32192809488736,3.32192809488736,7.54689445988764,3.32192809488736,3.32192809488736,3.32192809488736,8.92481250360578,8.08746284125034,6.4757334309664,3.32192809488736,3.32192809488736,3.32192809488736,3.70043971814109,7.39231742277876,8.64024493622235,3.32192809488736
"35583_at",6.88386515450979,3.32192809488736,5.12928301694497,3.32192809488736,10.595257481449,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,11.8145824659063,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,11.1941412388631,10.7448338374995,7.467605550083,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.07146236255662,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.64024493622235,3.32192809488736,3.32192809488736,5,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.36632221424582,3.32192809488736,10.6591039634737,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,10.1996723448364,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"35588_at",9.99293833616581,9.06339508128851,9.4898479604393,10.9188632372746,9.57175264350355,9.5980525001616,10.3847837500934,8.98868468677217,8.16992500144231,11.353698209048,10.6582114827518,9.63662462054365,8.16490692667569,8.85486838326024,7.76818432477693,10.3553510964248,8.64385618977473,9.17741953798924,10.1611318829843,9.68474862042163,3.32192809488736,9.37503943134693,10.0848083878044,10.4898479604393,8.67595703294175,5.20945336562895,8.3037807481771,8.43045255166553,8.14974711950468,10.0098286173681,3.32192809488736,7.62935662007961,8.25738784269265,4.75488750216347,8.14465824283188,9.65284497300198,5.83289001416474,9.36194377373524,3.32192809488736,3.32192809488736,3.32192809488736,10.3531468254981,4.24792751344359,7.52356195605701,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.85174904141606,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.15987133677839,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"35596_at",7.61838550225861,6.89481776330794,3.32192809488736,3.32192809488736,8.61102479730735,5.70043971814109,8.07146236255662,3.32192809488736,3.32192809488736,8.4262647547021,9.21916852046216,3.32192809488736,7.39231742277876,8.54689445988764,3.32192809488736,5.49185309632967,3.32192809488736,3.32192809488736,3.32192809488736,8.83920378809694,3.32192809488736,7.20945336562895,7.44294349584873,3.32192809488736,6.5077946401987,3.32192809488736,6.22881869049588,3.32192809488736,3.32192809488736,3.32192809488736,8.60362634498619,3.32192809488736,8.21916852046216,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.88264304936184,3.32192809488736,6.55458885167764,7.09803208296053,7.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,6.2667865406949,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.29001884693262,3.32192809488736,8.55074678538324,4.52356195605701,3.32192809488736,5.12928301694497,8.0389189892923,3.32192809488736,9.35314682549808,8.33091687811462,6.28540221886225,8.2667865406949,7.09803208296053,8.01680828768655,3.32192809488736,7.98299357469431,8.03342300153745,6.58496250072116
"35602_at",7.2460279805281,7.57742882803575,5.52356195605701,8.93073733756289,7.32192809488736,8.78790255939143,3.32192809488736,6.7279204545632,3.32192809488736,3.32192809488736,6.84549005094437,4.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.72109918870719,3.32192809488736,7.63662462054365,7.4757334309664,3.32192809488736,6.06608919045777,3.32192809488736,3.32192809488736,8.76818432477693,3.32192809488736,6.53915881110803,8.10328780841202,8.84235034341381,3.32192809488736,9.08746284125034,3.32192809488736,3.32192809488736,6.85798099512757,8.91587937883577,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.70735913208088,8.06069593168755,8.876516946565,3.32192809488736,8.00562454919388,3.32192809488736,3.32192809488736,8.04984854945056,3.32192809488736,3.32192809488736,8.49585502688717,8.74483383749955,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.49185309632967,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.79441586635011,3.32192809488736,9.23122118071119,3.32192809488736,8.4594316186373,3.32192809488736,8.61102479730735
"35606_at",5.56376827845203,5,3.32192809488736,3.32192809488736,5.35755200461808,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.16992500144231,3.32192809488736,5.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,4,3.32192809488736,5.95419631038687,4.16992500144231,5.85798099512757,3.70043971814109,3.32192809488736,8.53915881110803,3.58496250072116,3.32192809488736,3.32192809488736,6.68650052718322,3.32192809488736,6.22881869049588,3.32192809488736,10.0967151544885,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.13955135239879,7.91288933622996,3.32192809488736,13.0445648828126,9.84862294042934,3.32192809488736,11.2556187498396,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.4757334309664,10.4938554492408,8.38370429247405,3.32192809488736,11.1350679457778,3.32192809488736,3.32192809488736
"36336_s_at",6.64817779572482,3.32192809488736,3.32192809488736,3.32192809488736,8.7515440590891,3.32192809488736,6.55458885167764,7.25738784269265,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.59991284218713,3.32192809488736,3.32192809488736,3.32192809488736,4.70043971814109,3.32192809488736,3.32192809488736,9.50581155391959,3.32192809488736,3.32192809488736,8.60733031374961,3.32192809488736,7.74819284958946,3.32192809488736,9.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.96578428466209,6.16992500144231,4.52356195605701,3.32192809488736,3.58496250072116,3.32192809488736,3.32192809488736,6.28540221886225,5.88264304936184,3.32192809488736,7.93663793900257,3.32192809488736,3.32192809488736,3.32192809488736,9.5980525001616,7.88264304936184,8.66533591718518,3.32192809488736,3.32192809488736,9.23601419190008,3.32192809488736,3.32192809488736,9.21431912080077,8.65463602852797,3.32192809488736,9.54109661534952,9.54109661534952,6.5077946401987,7.06608919045777,3.32192809488736,11.7481928495895,8.95710204156229,10.6474584264549,10.0674343607565,7.11894107272351,10.632995197143,10.8352609186275,10.2679570844028,9.51372759595244,5.16992500144231,8.81698362325538,7.65821148275179
"36344_at",3.32192809488736,7.84549005094437,3.32192809488736,3.32192809488736,9.41574176829009,3.32192809488736,3.32192809488736,9.8811139606751,8.77478705960117,9.27146302790437,10.3387363825739,5.8073549220576,8.93663793900257,8.66177809777199,8.78790255939143,3.32192809488736,3.32192809488736,9.283088353024,9.70217268536555,8.84235034341381,7.36632221424582,7.69348695749933,3.32192809488736,3.32192809488736,7.01122725542325,6.71424551766612,8.33985000288462,3.32192809488736,7.38370429247405,8.0389189892923,3.32192809488736,7.71424551766612,4.52356195605701,9.23122118071119,3.32192809488736,9.16741814583174,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.7279204545632,3.32192809488736,3.32192809488736,3.32192809488736,9.4594316186373,3.32192809488736,9.04439411935845,10.4522412404308,3.32192809488736,7.5077946401987,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.2807707701306,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.64385618977472,3.32192809488736,3.32192809488736,9.05799172275918,3.32192809488736,7.79441586635011,3.32192809488736,9.03342300153745
"36354_at",8.43837603039902,8.64385618977473,3.32192809488736,6.94251450533924,3.32192809488736,8.83920378809694,7.25738784269265,3.32192809488736,7.876516946565,3.32192809488736,8.98299357469431,7.4262647547021,9.45121111183233,3.32192809488736,5.8073549220576,3.32192809488736,7.36632221424582,3.32192809488736,5.90689059560852,3.32192809488736,7.25738784269265,3.32192809488736,8.13955135239879,7.4262647547021,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.59991284218713,8.37068740680722,8.15987133677839,3.32192809488736,3.32192809488736,7.67948009950545,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.15228484230658,3.32192809488736,3.32192809488736,8.68650052718322,3.32192809488736,3.32192809488736,3.32192809488736,6.8073549220576,9.39231742277876,7.29462074889163,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.8073549220576,3.32192809488736,9.72962074355304,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.4757334309664,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"36368_at",7.47816289273763,3.32192809488736,8.09275714091985,6.55458885167764,3.32192809488736,8.76818432477693,8.22881869049588,8.2240016741981,3.32192809488736,10.3275526440812,3.32192809488736,7.4093909361377,3.32192809488736,9.64925617751731,3.32192809488736,8.61470984411521,3.32192809488736,6.58496250072116,3.32192809488736,3.32192809488736,8.38370429247405,9.4178525148859,3.32192809488736,3.32192809488736,9.03342300153745,8.11374216604919,3.32192809488736,3.32192809488736,9.12153351734003,3.32192809488736,8.88569637333939,3.32192809488736,6.8703647195834,3.32192809488736,3.32192809488736,9.12670447284319,3.32192809488736,9.94544383637791,9.34429590791582,9.8811139606751,3.32192809488736,8.02790599656988,3.32192809488736,3.32192809488736,3.32192809488736,9.16741814583174,9.2807707701306,9.34429590791582,9.33985000288462,8.78463484555752,9.17242750864548,9.72280753116955,7.78135971352466,3.32192809488736,3.32192809488736,8.67595703294175,9.35755200461808,9.27844945822048,3.32192809488736,3.32192809488736,3.58496250072116,6.71424551766612,3.32192809488736,3.32192809488736,8.33985000288462,9.93810932621924,3.32192809488736,10.2008986050384,9.56414948998573,9.20701432017753,9.14465824283188,3.32192809488736
"36372_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,7.53915881110803,3.32192809488736,8.97154355395077,3.32192809488736,7.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.46352437327118,3.32192809488736,3.32192809488736,3.32192809488736,4.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,11.0539258815311,3.4594316186373,5.90689059560852,10.5488219084588,3.32192809488736,8,3.32192809488736,5.08746284125034,3.32192809488736,3.32192809488736,11.9578275608337,3.32192809488736,12.0052736565639,3.32192809488736,3.32192809488736,10.9693865213423,3.32192809488736,9.44914864537544,3.32192809488736,3.32192809488736,8.04984854945056,9.87344411251538,4.16992500144231,3.32192809488736,3.32192809488736,11.3869402453243,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.15987133677839,3.32192809488736,3.32192809488736,12.4845711809158,13.3956680096368,3.32192809488736,3.32192809488736,3.32192809488736,13.1936793547417,3.32192809488736,3.32192809488736,3.32192809488736
"36377_at",8.24887634283713,7.96578428466209,3.32192809488736,3.32192809488736,7.15987133677839,8.02790599656988,4.90689059560852,5.70043971814109,7.33985000288462,5.90689059560852,5.61470984411521,3.32192809488736,7.44294349584873,6.04439411935845,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.93073733756289,6.68650052718322,8.2240016741981,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.70043971814109,3.32192809488736,3.32192809488736,6.70043971814109,3.32192809488736,8.05528243550119,6.04439411935845,3.32192809488736,3.32192809488736,6.8703647195834,7.31288295528436,3.32192809488736,3.32192809488736,3.32192809488736,8.25738784269265,3.32192809488736,6.4594316186373,6.97727992349992,10.0728025345442,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.22881869049588,3.32192809488736,3.32192809488736,7.29462074889163,3.32192809488736,6.84549005094437,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.90689059560852,3.32192809488736,3.32192809488736,7.04439411935845,3.32192809488736,3.32192809488736,5.6724253419715,7.28540221886225,3.32192809488736,3.32192809488736
"36383_at",10.5942312829868,10.0512089409148,4.39231742277876,3.32192809488736,12.8767087815551,9.38370429247405,10.9417812422785,10.1959872980285,7.31288295528436,8.5274770060604,8.67948009950545,4.8073549220576,10.8525295094042,8.45121111183233,7.59245703726808,3.32192809488736,3.32192809488736,3.32192809488736,9.93516504960369,10.6608872703026,9.3264294871223,6.68650052718322,11.1350679457778,8.38801728534514,8.93663793900257,3.32192809488736,10.0741414627525,3.32192809488736,3.32192809488736,3.32192809488736,10.6429542234803,5.16992500144231,6.91886323727459,3.32192809488736,5.32192809488736,9.4858293087019,9.74819284958946,3.32192809488736,3.32192809488736,9.23840473932508,3.32192809488736,8.06608919045777,5.61470984411521,3.32192809488736,8.07681559705083,3.32192809488736,3.32192809488736,3.32192809488736,8.85798099512757,8.84549005094438,3.32192809488736,3.32192809488736,6.10852445677817,10.631177055704,10.5038257379958,6.56985560833095,8.36194377373524,3.32192809488736,10.1137421660492,7.14974711950468,6.78135971352466,8.6724253419715,7.4093909361377,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.77478705960117,3.32192809488736,7.98299357469431,3.32192809488736
"36386_at",8.67736729213605,7.07681559705083,7.65105169117893,6.49185309632967,7.75488750216347,6.53915881110803,6.61470984411521,3.32192809488736,5.39231742277876,3.32192809488736,7.10852445677817,6.10852445677817,5,3.32192809488736,3.32192809488736,3.32192809488736,7.05528243550119,3.32192809488736,6,7.11894107272351,6.33985000288462,7.74819284958946,7.01122725542325,7.53138146051631,3.32192809488736,3.32192809488736,3.32192809488736,5.12928301694497,3.32192809488736,3.32192809488736,3.32192809488736,5.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.3037807481771,3.32192809488736,7.73470962022584,8.02236781302845,7.98868468677217,5.70043971814109,7.96578428466209,8.11374216604919,3.32192809488736,3.32192809488736,7.71424551766612,3.32192809488736,7.21916852046216,8.37937836707126,8.08214904135387,5.64385618977472,6.24792751344359,6.49185309632967,8.55074678538324,9.33985000288462,9.01122725542325,8.43045255166553,3.32192809488736,6.20945336562895,7.88874324889826,9.35755200461808,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"36387_at",5.36106648879432,7.88264304936184,3.32192809488736,3.32192809488736,8.82654848729091,6.6724253419715,3.32192809488736,7.24792751344359,7.53915881110803,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.76487159073609,3.32192809488736,3.32192809488736,3.32192809488736,5.97727992349992,3.32192809488736,8.1548181090521,8.01122725542325,7.65821148275179,7.94836723158468,6.4594316186373,7.40087943628218,3.32192809488736,7.77478705960117,6.10852445677817,3.32192809488736,3.32192809488736,3.32192809488736,6,7.85798099512757,3.32192809488736,6.49185309632967,3.32192809488736,3.32192809488736,4,8.876516946565,3.32192809488736,7.2667865406949,3.32192809488736,7.64385618977472,3.32192809488736,9.16239132875691,8.45532722030456,8.22881869049588,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.34872815423108,6.37503943134692,3.32192809488736,7.59245703726808,6.22881869049588,3.32192809488736,8.2336196767597,3.32192809488736,6.04439411935845,3.32192809488736,7.20945336562895,5.39231742277876,3.32192809488736,3.32192809488736,5.16992500144231,8.58496250072116,3.32192809488736,6.88264304936184,8.48784003382305,7,4.08746284125034
