"","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG"
"32786_at",4.94953493301701,7.55857377624063,8.10774017024573,7.32912359629157,5.86715516310751,9.09660974826062,8.35587962068554,8.51554215807831,4.67525138605026,3.45811948117451,6.71218305120923,6.68411741283916,5.68818035858693,7.14913740122799,4.15380533607904,7.40207407351685,4.91025296279928,6.63154086734149,3.46858331700683,4.77452352959023,4.5795422249369,6.32012359804061,6.67835365397417,5.19455988602261,4.48864353985378,6.07574653806091,7.28318097894557,7.13729858092114
"32787_at",7.48944659862258,3.32192809488736,3.32192809488736,3.56193705962243,4.91647664443772,4.52418907844937,3.32192809488736,3.32192809488736,3.32192809488736,9.35620985005169,3.32192809488736,3.32192809488736,3.32192809488736,5.73849764388979,3.32192809488736,3.32192809488736,6.74537180526597,6.32499056912157,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.83238371654913,3.55090066464752
"32805_at",3.32192809488736,6.28891220276619,3.32192809488736,3.32192809488736,5.06479664591181,3.90592847817313,4.03826057517535,3.32192809488736,3.32192809488736,5.46825746832314,3.32192809488736,4.31903981556254,3.9297909977186,8.00669073900793,5.56376827845203,3.32192809488736,4.16832111573972,4.70321146739115,3.60050764534579,3.32192809488736,6.04919510562227,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.15055967657538
"32818_at",6.73335434061383,3.32192809488736,9.22867441377784,6.24678809384436,4.26153081524341,10.2481647793007,8.91417581406389,9.52134524660351,7.96670731415032,4.75488750216347,8.53838296003212,7.20310325023664,8.7431513941125,4.78188423454149,4.46597446450407,8.26936048435873,4.37851162325373,7.12070444179627,7.29011102897417,6.79090233319204,5.54411440220947,8.14348525777547,7.01033228328482,8.05831649559082,6.93816815050584,7.64565843240871,7.9048453285608,7.07863118123353
"32845_at",7.67877617412388,3.32192809488736,8.70283066748852,4.09592441999854,3.32192809488736,6.69891298314366,6.9647451701065,7.54519617241561,7.8592241619782,6.66391384211598,6.43462822763672,6.41227344467082,4.95140129167431,4.88898672118656,4.88752527074159,6.24697805961472,3.32192809488736,7.57417721428104,5.87946072253802,4.95326523901484,4.03913839390696,7.31297368796832,6.48349335128439,5.81249822533356,5.67214243285383,6.72273923629671,5.80271021929134,3.32192809488736
"32847_at",3.32192809488736,4.80426011563474,5.69849632031307,3.32192809488736,4.43496176018725,8.43387749735076,3.33913738491959,6.42071818337442,4.57773093149008,3.32192809488736,3.32192809488736,6.32084566764572,5.98732086592925,4.86492897228979,3.32192809488736,3.32192809488736,5.72246602447109,3.32192809488736,3.4032677223393,4.92219784839637,3.32192809488736,3.32192809488736,3.32192809488736,4.70597790168252,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"32849_at",3.32192809488736,3.32192809488736,5.79934638752229,5.25209770303744,3.32192809488736,4.35825558670513,5.81121411751324,4.41074812818595,4.32048467801769,6.02657877012771,5.2349610948395,4.35614381022528,4.3819754785573,3.6667565918848,3.32192809488736,4.21412480535285,3.32192809488736,5.601993581249,6.94321808742628,5.00090140274153,3.32192809488736,4.33913738491959,4.22573765346606,4.13996056954546,4.11186596386756,3.96254902292306,3.32192809488736,4.15055967657538
"32857_at",3.32192809488736,3.32192809488736,6.48042670519188,7.24412594328373,3.32192809488736,4.74738739965272,6.13113671915845,5.18507363787676,5.67891698667984,6.7309116243181,5.71808758396052,6.85661227317836,5.87061131304455,3.95046841415012,3.32192809488736,4.05224198118114,6.08129701413827,6.05441438791731,5.50016467949217,5.70265754339091,3.32192809488736,4.01881218574282,4.90785207184596,4.94157586181824,3.39917109381982,3.95233356636969,3.60288440871842,5.61412086878925
"32897_at",4.47897180503294,5.60880924267552,5.42995065740377,4.55581615506164,6.90929308582382,5.85748342828667,5.83895176695194,6.17312743348066,3.32192809488736,3.32192809488736,3.59931779369823,3.32192809488736,4.95652136333312,6.76686014382955,5.91408609701272,3.32192809488736,3.53729606709084,5.75355105460065,4.15299460549244,4.07809742302666,5.90279715788023,4.32553033156756,5.14893410452634,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.82680268428583
"32928_at",3.65535182861255,6.23457795978457,5.90665012639538,5.62234472272424,4.2149019101607,5.95046841415012,4.10517519226548,3.32192809488736,5.19967234483636,5.77162151792327,4.59454854955035,6.51633038682594,5.20476675065461,6.51285895444998,5.49825086752783,5.78476569631639,4.9217219470096,4.40667271575583,5.30158764660319,3.32192809488736,6.53884852074424,3.53356334821451,3.32192809488736,3.80012335282653,4.76924279514054,3.32192809488736,4.71918344048179,5.44493204894218
"32933_r_at",6.34695688937888,7.3212065669699,5.91934008244201,3.32192809488736,3.32192809488736,3.50462039240355,6.70639240967011,6.17152710603881,6.84184735550986,7.19682340065457,3.58976348698498,7.14883244543171,6.55688918972687,3.32192809488736,3.32192809488736,5.92718535782637,3.32192809488736,3.7771566660045,6.27575204882853,5.69041709553247,3.32192809488736,3.32192809488736,3.41683974191283,5.69682846458871,5.88459792099006,5.73768676140986,5.86145916636151,6.26809748584725
"32975_g_at",3.32192809488736,5.57742882803575,5.30961277245412,5.88557436437143,3.32192809488736,6.40497122358917,6.36036427654347,6.03518399661834,5.00090140274153,5.37642931106992,5.32840565895857,5.22958792274065,4.4867143730307,3.32192809488736,3.32192809488736,5.38093719492782,3.32192809488736,5.32876467228402,5.854993016757,3.32192809488736,3.32192809488736,6.02790599656988,4.68257329734758,3.32192809488736,3.5197934862411,4.47183776242229,4.60999129521268,3.32192809488736
"32988_at",6.22496636500027,7.13175409098481,3.59931779369823,4.85798099512757,6.41447383643093,5.25964912064916,6.37660295192479,6.27724089833207,5.84021143265747,4.15299460549244,5.24184018356467,4.9217219470096,5.17352723812251,3.68481873755322,5.66106547980695,6.05809998849341,5.29498826769145,5.16791986555194,4.17951105027151,3.32192809488736,5.8444860877578,3.61235249875266,3.62877359520165,5.43295940727611,5.71589337054761,3.72900887033786,3.51727569320958,5.65019012349677
"33002_at",5.35049724708413,5.86096279785812,5.34553831007001,6.27127625917593,5.89699834233891,3.32192809488736,4.21800615028443,3.64270157183323,4.68257329734758,3.32192809488736,5.30305008468167,5.90640961709402,4.13750352374993,6.86678436977734,3.32192809488736,3.32192809488736,3.32192809488736,4.16591193893569,4.21179097625254,4.61412086878925,4.49505552836802,4.94766615679601,3.32192809488736,3.78972925137577,3.32192809488736,3.60880924267552,4.80580834870147,3.32192809488736
"33004_g_at",3.32192809488736,5.16791986555194,5.8972404255748,6.68636045290369,4.6959938131099,5.04001567884788,5.24792751344359,4.64789009105921,4.92029330021101,6.08576455377831,5.78319470337615,4.37086174008529,4.07124781946144,5.73416766115076,3.32192809488736,3.50969584193339,3.32192809488736,4.70653055253812,5.62760683812965,5.05311133645956,3.32192809488736,4.68032435684402,3.32192809488736,3.32192809488736,3.61470984411521,3.69821847822441,3.82068956055921,4.65248649491816
"33033_at",3.32192809488736,8.75448669787116,6.3039633562453,6.29884157311203,7.82737446381939,5.97200330380836,5.8011586560937,5.44194819050336,6.33521168170579,6.75194568161502,6.15845821621677,6.91157175172643,6.01256867350306,7.52943055414615,6.18784690943957,3.32192809488736,6.79856900355688,5.33485426933163,6.08321336824898,5.27276973243651,6.29609026268396,3.32192809488736,3.32192809488736,5.09339115325301,5.37781785308364,3.32192809488736,3.32192809488736,6.16591193893569
"33090_at",5.47248777146274,7.5535141040851,4.1906148602095,6.67327373660982,6.89699834233891,3.32192809488736,5.44393811501318,3.32192809488736,6.63110428236588,4.06522762277562,4.79649392942584,7.60577580497361,6.82997637345536,7.47508488294878,5.09169983413681,4.40735275114004,6.52073652693764,3.32192809488736,6.55765515472542,5.81275490980019,6.92647391125607,3.799087306074,5.54411440220947,3.4262647547021,3.32192809488736,5.57621978120958,5.57167680997093,5.18745105402733
"330_s_at",3.32192809488736,8.86536211184768,4.23189316164533,4.7273759385949,7.2502036564993,5.94556088599388,5.41006969175638,5.82145511910246,5.08915913191124,5.84699468696557,3.81864608282254,4.04526821513853,4.56376827845203,6.44708322620965,3.32192809488736,4.95930648975966,4.76818432477693,3.32192809488736,3.48928602262588,3.32192809488736,3.79285535236249,3.32192809488736,3.76871365703048,4.81659970653491,3.60999129521268,3.32192809488736,3.67694435910691,4.73226919950145
"33103_s_at",3.64385618977472,6.71177020386319,5.1811025507538,5.85349670370232,6.99717948093762,5.55949181320504,6.68355610749568,5.21140163741847,6.4115957253203,5.49185309632967,5.47605759567754,7.26021388677142,7.76228236721628,6.59768014371589,4.14567745519564,3.32192809488736,6.40871186102943,4.29130885982897,5.6202931499486,4.02680005934372,5.62760683812965,5.4905701304462,3.93734439215023,4.11270013274936,4.91838623444635,4.10433665981474,3.9560566524124,6.56361576562977
"33118_at",7.27705487614873,5.19377174339668,4.91408609701272,3.54966917072649,5.82603995889619,5.51412226017071,3.89433274227769,3.98002530023873,3.4594316186373,4.52481592835751,3.32192809488736,3.32192809488736,6.83137058796754,5.66163560233596,3.32192809488736,4.2861418728343,7.28002835661061,3.32192809488736,3.32192809488736,3.32192809488736,4.34908214639109,3.71149490665009,3.32192809488736,3.95233356636969,4.01346225980656,3.32192809488736,4.43895814789755,3.62527048937469
"33131_at",5.92124588858559,3.32192809488736,8.50775500517511,10.0968469014446,6.59902017739168,6.56574947936884,6.49105137636412,6.59200846130731,8.49437560609839,9.51030923689771,7.24260250592898,9.00750388039646,7.20241772157518,6.24203080192273,6.37155886261196,6.30524096595448,3.41142624572647,5.88947354253111,7.19731499947382,5.54287709935414,7.13041611795996,6.16751850373522,6.3533232911629,5.28169825009883,7.35702409278409,5.87085786436376,8.17067620949932,7.76254814256653
"33133_at",4.94485844580754,3.32192809488736,6.10936055940423,5.71204544855369,3.32192809488736,4.96486066424585,5.54627713209007,5.65506555119503,5.35755200461808,3.32192809488736,5.74173662382664,4.71314590249026,5.25625587320273,3.32192809488736,3.32192809488736,5.14445431392619,3.32192809488736,4.3110671022556,5.04264433740849,4.56132613645392,3.32192809488736,4.17312743348066,4.27351588970212,4.28392177230762,3.47508488294878,3.92599941855622,4.87872534148011,3.62527048937469
"33143_s_at",6.83162393682075,3.32192809488736,7.4241662888181,5.05658352836637,3.73009646559547,7.91534162830179,8.05620416414164,6.93522399406003,6.95140129167431,3.32192809488736,5.31903981556254,4.25701061820602,5.46107011403305,4.10852445677817,3.32192809488736,6.94976835993135,4.10852445677817,5.95930648975966,5.51822038059959,4.12763327972587,3.32192809488736,5.44592529857927,4.94953493301701,5.27947129564447,5.30924896081662,5.03254169727004,5.79649392942584,3.99819550315325
"33157_at",3.32192809488736,3.32192809488736,6.53993424517179,9.27043550055673,4.50143914515887,3.32192809488736,4.01792190799726,3.46727948045998,5.60644222813161,6.26716121802226,3.98641093525204,3.57410150808939,5.50430258316317,3.32192809488736,4.16992500144231,4.54411440220947,3.32192809488736,4.04264433740849,8.4369613378336,3.32192809488736,3.32192809488736,5.09803208296053,4.12598165385472,3.32192809488736,5.32192809488736,3.32192809488736,6.19711838004716,3.55581615506164
"33158_at",3.92599941855622,5.75274859140713,7.14026740625022,7.86548584212571,6.9692426044345,6.23993261348524,6.29737486052832,6.10580377191708,8.59178412101282,5.49185309632967,4.44757919654888,8.64472154721798,8.40680024680925,5.68929916053589,5.91886323727459,6.84774641692139,4.92931759491176,5.82043428407604,3.32192809488736,6.0239206486187,6.89141918684608,7.14067642036902,6.05658352836637,5.44857062600553,6.43862553808838,5.64645070648318,3.95140129167431,6.27090264916713
"33169_at",3.32192809488736,4.5453506448223,6.08023127201926,5.64414469993285,4.75167794568758,6.52888382727464,5.53636379239547,4.5981269599196,3.32192809488736,4.59514556799086,5.33127526714661,3.32192809488736,5.61735726159132,5.85673675611911,3.32192809488736,3.32192809488736,5.83869970177424,5.15015345524625,6.17951105027151,5.01077983875324,3.32192809488736,3.88655014732434,3.97819562968165,3.58976348698498,3.32192809488736,5.49857001254426,3.34766565630097,3.67016051412663
"33182_at",3.32192809488736,9.04414818447007,5.29829173062012,9.31829424255146,9.33013259158218,8.27276973243651,8.99588018817637,7.58120058192496,9.50489841807061,5.34340782229781,6.1725275187,9.69851368366709,9.34622560861259,9.27122956321564,7.40343816300828,4.85996954822103,8.43891657586473,8.22617132209102,3.32192809488736,7.8071616910319,9.22891486695943,7.44890095114513,5.24298351610969,6.03055679206234,7.92338691550471,3.32192809488736,7.7273759385949,9.37022968169806
"33206_at",3.74416109557041,7.93934413283448,7.02436400911417,7.82584921452613,7.51451681645401,7.00865271263346,8.21626083716506,3.32192809488736,6.5552026338783,8.39283257902094,6.9429835981871,7.81236986597222,7.60251329745183,7.69724560931936,6.15177765473205,5.25738784269265,7.23131719715266,6.35684807923652,6.13811817761461,7.11040500673928,5.55028504908841,4.89772447021644,5.10475598696226,6.23438635409455,5.24069594421251,6.14526985665051,4.56803210477128,7.42433427845975
"33214_at",5.32553033156756,5.25474519762921,5.78528898070402,4.83491342970104,3.32192809488736,5.08023127201926,5.49217365961083,6.51285895444998,5.39369076418745,6.36754580010534,6.88068552526112,5.50969584193339,5.6659043549549,3.32192809488736,3.32192809488736,5.74926608381481,3.32192809488736,3.32192809488736,3.32192809488736,4.10936055940423,3.32192809488736,4.9560566524124,5.25474519762921,5.15623479785027,5.06522762277562,6.81519113717349,5.71424551766612,4.18189764310839
"33223_at",4.11270013274936,8.24026662037553,4.62643913669732,5.39266088071179,8.18591608755961,5.8703647195834,5.23610988988963,4.63807383718072,4.5981269599196,4.14486214291573,3.78345665436024,4.1168637576909,5.44261180368934,7.17861505911909,3.78659636189081,3.7235585614721,7.20867331962947,4.10768786931437,4.15946772926677,5.08151006812092,3.86789646399265,3.33199177823206,3.32192809488736,4.44161626940656,3.68032435684402,3.32192809488736,3.4276061727819,4.86839045305445
"33226_at",4.17791779219584,5.68453824857773,6.72914486459171,7.69606338584595,3.32192809488736,5.29829173062012,5.73930807086039,6.19160212846187,6.09782145517113,6.86257537147784,5.95210055416844,6.44377239276374,5.92742242873987,3.32192809488736,5.94485844580754,5.08533966935737,4.34411833452143,5.09169983413681,3.99909803370561,5.23342794374847,4.86789646399265,4.46074256378964,5.56529252058102,5.39609097039437,6.66760832567372,6.00292750206307,5.39163026151743,5.87504280300259
"33235_at",3.32192809488736,6.82298501854688,3.32192809488736,3.45549162062847,6.42827641439251,4.54966917072649,4.84849775538515,3.34056226902641,4.06263982828646,5.41953889151378,3.32192809488736,3.32192809488736,5.89263388342444,6.07103324445682,3.32192809488736,3.32192809488736,6.27556583456033,6.57000746297462,3.77505054148317,5.36352154354655,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.12845838414693
"33236_at",3.32192809488736,4.51285895444998,3.86591881455221,5.39609097039437,5.09085343045111,5.63081315229913,6.57470704641555,6.87430516598223,6.29737486052832,3.32192809488736,6.24336442569366,4.35614381022528,7.87952198737617,5.4947356048628,3.32192809488736,6.84172158112846,3.81044310384517,3.32192809488736,5.23687524536694,3.8011586560937,3.90110824301451,7.35922245215392,4.71424551766612,5.07809742302666,4.07809742302666,3.98276546258365,4.05050169744673,4.91886323727459
"33241_at",3.32192809488736,5.39609097039437,6.10622267291912,5.7894684369412,5.79986441088185,5.96716860753263,6.80812758745547,5.03694284479826,5.17512534965772,3.32192809488736,3.32192809488736,4.31903981556254,5.73741636593706,5.14241343787374,3.95419631038688,4.41953889151378,6.0360636887437,4.4032677223393,3.32192809488736,5.45582036508492,3.65191274464578,4.03474394932473,3.32192809488736,4.62702310555406,3.80322703643493,3.32192809488736,3.65764000520782,4.86641348112345
"33242_at",3.32192809488736,6.44691786486603,3.32192809488736,8.82734270423412,5.73498052343589,4.63110428236588,4.84849775538515,3.32192809488736,4.84197311892718,5.02458563827827,4.6450098843911,4.53605290024021,5.20006486151431,4.48928602262588,3.60880924267552,3.84498815668261,4.54225804976692,3.32192809488736,3.68594014844598,3.32192809488736,3.72027846523333,3.82273014794452,4.26903314645524,4.47897180503294,4.00180224263399,3.50080205305716,3.80219321694183,4.45811948117451
"33249_at",3.32192809488736,6.62819033461521,3.32192809488736,4.0241423458978,5.7679195858018,4.69041709553247,5.99140846676479,3.32192809488736,4.762880292917,3.32192809488736,4.72301239639237,3.59931779369823,6.41244282477561,5.56102057782927,3.82781902461732,3.32192809488736,5.55949181320504,3.57410150808939,3.32192809488736,4.60999129521268,3.41413553298445,4.82017896241519,3.93168305705981,4.49121175600309,4.37155886261196,4.38612115681485,3.32192809488736,4.80167602925359
"33252_at",5.41953889151378,3.32192809488736,6.90195294759188,6.74872956650074,3.79493566280354,5.41210404467757,5.07210580048042,5.29755828116819,6.02103547951136,6.21723071622067,6.73944309777245,5.67525138605026,6,6.02834813418931,3.32192809488736,4.13832300405648,3.86690797814317,4.56071495447448,7.54450084183381,4.04001567884788,3.32192809488736,5.43229133824778,5.69320814891002,4.92457500339273,5.96370530657948,5.83491342970104,5.141187525005,3.99095486039699
"33266_at",7.05636676102453,3.32192809488736,6.44277765930152,8.01970191444255,5.59604063267114,4.16269343221124,5.79103261675567,5.12680770314203,6.23610988988963,6.3435854831614,7.08502092390388,5.90400231628369,6.34251918966061,5.46303385531749,4.27798474729977,5.58706489836317,3.32192809488736,4.9387562614923,8.11181381229451,4.15218341905505,4.08576455377831,5.74953426766926,6.69849632031307,5.72246602447109,5.69766263347052,6.44906608535705,5.58225490835766,4.01881218574282
"33267_at",3.75488750216347,8.32418054661874,4.59931779369823,5.0071955014042,7.93840342367024,6.26547440323211,4.97177344719337,3.32192809488736,5.91862475557459,6.29425313644451,4.69932952567316,5.71589337054761,6.28983446517751,7.42534180573638,5.66391384211598,3.77820857639809,7.72465027173297,5.64789009105921,6.06565847093199,4.90833256978243,5.60377468646397,4.46727948045998,4.07296327155522,5.04220656012069,4.73606362787181,4.08491465976794,3.5957423394744,6.10496560483998
"33272_at",3.32192809488736,3.33628338786443,6.00988458893184,3.32192809488736,3.32192809488736,8.20920964655735,6.04176864995163,6.20808800822477,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.63226821549951,4.89675621847481,3.32192809488736,6.46287031226445,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.30779279612989,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"33273_f_at",3.32192809488736,3.32192809488736,3.32192809488736,8.32246900411355,4.01077983875324,10.0386446865933,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.01033228328482,3.63226821549951,6.98709343705815,4.61058195849253,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"33274_f_at",3.32192809488736,3.32192809488736,3.32192809488736,8.31279221689375,3.32192809488736,9.95035176203436,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.09169983413681,3.32192809488736,6.81403764753998,3.86690797814317,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"33277_at",3.32192809488736,6.98116766710568,4.10265813136374,6.31578357458946,6.54643148880567,5.81557542886257,4.49249415167943,5.66704055902299,6.40803246613065,6.83769100042856,5.11769504266975,6.83175059456552,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.0589658220023,5.03077747199254,5.61323695471633,4.94673086014031,4.09169983413681,3.6959938131099,3.32192809488736,5.22419466397043,5.22727899446832,3.32192809488736,5.14363830992204,5.60139939053183
"33293_at",3.32192809488736,10.2781009390641,6.83756486315715,7.43987242967666,9.55264988706625,7.22486992494269,6.63023071585969,6.81275490980019,7.10664145232436,6.83630288350977,7.16892278185294,7.19898518357503,7.01133908791359,8.3739091672983,6.70597790168252,6.18626283566979,8.44493204894218,6.68887971147322,6.674686619928,5.71094415457587,7.28540221886225,6.23764019503539,5.82222027162153,5.31324585178756,6.45746296464855,5.00270252037982,5.35720008486005,6.94918472181469
"33303_at",3.32192809488736,4.53729606709084,4.38335869538511,4.49121175600309,5.5837597536395,5.28281043957256,6.13750352374993,4.48864353985378,5.95303237725324,4.45088131527337,3.34056226902641,5.05006629830629,5.77056479197169,4.03913839390696,3.4594316186373,4.49825086752783,4.70265754339091,4.85996954822103,3.32192809488736,4.43429461795993,3.32192809488736,4.30597052098439,3.32192809488736,4.40190347160796,3.76659516172927,3.32192809488736,3.32192809488736,6.75462031167453
"33327_at",3.32192809488736,6.11956368441736,4.5341861390901,3.32192809488736,8.18898438909127,7.6667565918848,3.674686619928,3.32192809488736,6.43729433149714,5.95070169008901,3.32192809488736,3.32192809488736,5.71616782979715,7.81352468929781,3.32192809488736,3.32192809488736,9.0610471068371,5.05441438791731,5.00270252037982,4.43429461795993,3.32192809488736,3.32192809488736,3.39917109381982,5.32876467228402,4.61765111942733,3.32192809488736,5.23993261348524,5.14241343787374
"33333_at",3.32192809488736,8.66216988766589,4.66618848987278,5.35085080548338,7.89820835250872,3.67807190511264,5.24222139509837,5.17831627170145,5.49313492230551,4.46466826700344,5.14974711950468,4.62410089462811,5.23916887866545,5.76048710181103,3.32192809488736,4.35684807923652,6.8357977823962,4.81352468929781,5.05701696536554,5.04657836662033,5.25964912064916,5.04483123344781,3.32192809488736,4.41953889151378,4.76447355099267,3.32192809488736,4.30961277245412,4.78555055173926
"33352_at",4.39917109381982,5.85773223315767,6.32210842049736,6.19475685442225,6.15421053058834,6.72751208685536,7.15177765473205,4.67185946824748,6.37086174008529,6.63226821549951,5.23189316164533,7.02469644009399,6.07873790918186,7.260590274731,3.90689059560852,3.96809075204526,5.56193705962243,6.57908961472428,5.70431867776083,4.47313748777226,3.68257329734758,4.46988597627446,5.42894634476948,4.01613970265525,4.63575439127776,3.95698592461258,7.46744252448354,4.31903981556254
"33353_at",3.32192809488736,7.92380285756926,5.21140163741847,5.17990909001493,7.46874621375412,3.32192809488736,4.52669484554198,3.32192809488736,3.5298209465287,5.33592624092836,5.25171909260596,4.72465027173297,4.6564963705535,4.88068552526112,3.32192809488736,3.58135124716878,6.39506279951758,4.86294724802092,5.62527048937469,3.32192809488736,3.32192809488736,4.19140472885276,5.26416107128808,3.32192809488736,5.69655030107857,3.72900887033786,3.32192809488736,4.13422093976063
"33358_at",3.32192809488736,7.61853233397629,5.0639343057541,5.10013667128545,7.34020617991171,5.57833494868161,5.39951292418296,4.26002565596146,4.98823022306046,6.24145887127465,3.87970576628229,3.92124588858559,5.65334669272218,6.21062264439691,3.96347412397489,4.09592441999854,6.99186193055632,5.97567603779733,5.65821148275179,4.63575439127776,3.99638874644762,4.56254772419912,3.45022149589718,4.03386345186628,3.84398384404833,3.32192809488736,3.38818953715608,4.53667461756976
"33386_at",3.32192809488736,5.57349571549561,5.19021976366016,6.43995551747816,5.49505552836802,5.7967534769737,5.86220339905322,5.62556273996637,5.99932357815082,7.46727948045998,4.86690797814317,5.32264926213102,6.6724253419715,5.56102057782927,3.32192809488736,5.89820835250872,4.29204549249286,5.72574115650395,6.61072958653471,3.52481592835751,4.12598165385472,5.36632221424582,3.96069703930431,5.01122725542325,6.48864353985378,4.4276061727819,5.39369076418745,5.10097764772482
"33387_at",7.11478344724985,8.68352101865957,6.35631990971172,6.91802837879751,7.68873986801449,4.22804904788446,6.15502057835857,5.55243855525354,4.77030048949942,3.32192809488736,4.80580834870147,3.32192809488736,7.68425770505893,5.90062533253607,3.32192809488736,5.78764141448333,7.3155118891348,4.19140472885276,4.02856915219677,3.32192809488736,3.32192809488736,5.35367615775164,3.32192809488736,5.19574129324645,3.76234881564413,3.32192809488736,3.83289001416474,5.16912328147676
"33390_at",5.96116025813664,3.3547342399706,7.44145028021684,6.13113671915845,4.66163560233596,8.54419169841571,7.89378689864037,9.04185076823386,7.77234756828515,3.32192809488736,6.65506555119503,5.56193705962243,7.85106188015473,6.45779126025604,3.32192809488736,7.22458056608344,3.67129337248158,6.63546419816788,3.32192809488736,6.15663931069209,3.32192809488736,7.18308946064076,5.78319470337615,6.53698537579194,5.56285295958392,5.06651978142975,6.86430997582391,6.14098310487842
"33404_at",3.32192809488736,8.72526399591059,5.17192735435346,4.5033487351675,8.01892343184234,4.15380533607904,4.37295209791183,3.92504996472736,5.88679398997529,6.01747656302046,5.08491465976794,3.97085365434048,6.67072705449947,5.28169825009883,4.73335434061383,3.55458885167764,6.63981097771678,3.32192809488736,3.32192809488736,3.93262815702213,3.32192809488736,3.7311832415722,4.47832471148503,4.54596836910529,3.75274859140713,3.32192809488736,4.93734439215023,3.48284828306847
"33405_at",3.32192809488736,8.90144015022732,5.59693514238723,6.40871186102943,7.90929308582382,4.04001567884788,5.62556273996637,4.52606881166759,5.80271021929134,6.53153741911772,4.47053686509258,5.35649598770558,7.83769100042856,5.63372181264101,3.35049724708413,4.68313498512609,6.8877689486479,5.18308946064076,3.60050764534579,4.3212065669699,3.32192809488736,3.99004721957379,3.73443866613717,5.41852730210161,5.66078033403255,3.32192809488736,5.89287670006069,5.02236781302845
"33410_at",7.12722055048807,3.32192809488736,5.83289001416474,3.32192809488736,4.72955277045397,5.19534759832222,5.29755828116819,3.32192809488736,5.52825874275841,4.00090140274153,4.5090623863619,3.32192809488736,5.21761848535105,5.08151006812092,3.84799690655495,3.44360665147561,4.10852445677817,5.10768786931437,3.32192809488736,5.2364926183813,3.32192809488736,4.46727948045998,3.32192809488736,3.32192809488736,3.32192809488736,3.58976348698498,3.32192809488736,4.4905701304462
"33412_at",9.86928537733392,7.86659893736892,9.40798999332456,6.7599547420113,6.83642913116165,9.07114053594841,9.66615297606819,10.0520245604828,9.2386435763492,7.21529030565123,9.09481666309815,6.28466218548316,10.022090344994,8.12917996361867,4.5909612413426,9.76965604929565,5.43862553808838,7.27510019370779,8.58908931290962,5.30815697511476,5.01480160235136,9.46121339388287,8.30861206960795,9.62483200245346,8.71307714870556,8.88859105784997,8.89624157030292,6.47102483906676
"33436_at",3.71149490665009,5.9676297534662,9.44051623501023,9.90198310646724,6.83907778302757,6.96358971990787,8.55240012796144,7.20652601587743,7.75802328932175,6.13811817761461,9.28484722941863,8.3975890739967,8.45228243027939,6.78607355157855,6.4757334309664,7.16108148227718,6.42374622911477,6.64414469993285,6.36018867006271,7.96116025813664,5.52732060787705,7.91049283228871,7.93422161062561,7.77425995143276,8.22588222415921,8.45248836188413,7.38206196847315,6.98401963308582
"33439_at",4.72246602447109,5.55366768848306,6.28132732965948,6.40701277351601,4.67299099382775,7.79337571126475,5.87578006306849,5.48864353985378,4.01970191444255,4.13586316536868,4.85399564717639,6.69139457853808,4.70708299177171,3.77294133783134,3.4594316186373,5.34518344718767,3.93734439215023,6.03055679206234,4.98777561614291,3.7235585614721,3.32192809488736,3.89530262133331,4.07809742302666,3.32192809488736,4.79441586635011,3.32192809488736,3.87872534148011,4.31614574229336
"33441_at",3.32192809488736,3.32192809488736,6.78031009904338,6.57546361208441,3.32192809488736,6.78855521492886,3.32192809488736,6.88154226889489,7.01647403390102,4.0746766862945,6.79895774790043,5.15946772926677,8.09534427246655,3.32192809488736,3.877744249949,3.32192809488736,3.32192809488736,3.91838623444635,3.32192809488736,5.33199177823206,3.32192809488736,5.77978500530113,4.70708299177171,5.14567745519564,6.28114183367197,4.09000652990382,6.20633064787105,3.32192809488736
