"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR"
"40862_i_at",9.00814845991009,9.08214904135387,6.98868468677217,8.52356195605701,8.34872815423108,8.09275714091985,6.08746284125034,8.58120058192496,3.32192809488736,5.16992500144231,8.85798099512757,9.23840473932508,9.3264294871223,5.20945336562895,9.54689445988764,7.6724253419715,4.85798099512757,9.12670447284319,7.49984588708321,8.7279204545632,8.58496250072116,4.52356195605701,8.71080643369935,9.19229281447077,9.20945336562895,9.34429590791582,8.98013957763916,8.78790255939143,5.88264304936184,8.90989308377004,8.84235034341381,7.13955135239879,8.68299458368168,9.25266543245025,9.73978060977326,9.07948478382682,9.78790255939143,8.53915881110803,8.95419631038687,9.1873520732005,9.3037807481771,4.16992500144231,9.30149619498255,8.68999797141945,9.211888294546,9.43462822763673,8.76818432477693,8.98868468677217,9.09803208296053,8.89178370321831,8.10328780841202,8.29920801838728,7.57742882803575,8.23840473932508,8.19475685442225,7.59245703726808,8.67595703294175,8.43879185257826,8.00562454919388,8.85486838326024,8.2807707701306,8.98868468677217,8.64745842645492,7.67948009950545,9.2644426002266,7.78135971352466,8.2807707701306,7.13955135239879,7.97727992349992,8.04984854945056,8.47167521439204,9.4594316186373,8.23840473932508,8.4262647547021,8.83920378809694,8.85798099512757,8.51963625284321,6.22881869049588,8.79441586635011,8.86108690599539,8.21916852046216,8.83920378809694,8.04439411935845,9.27844945822048,8.28540221886225,8.23840473932508,8.60362634498619,8.65463602852797,8.02790599656988,8.81057163474115,7.85174904141606,4.70043971814109,8.8008998999203,8.70043971814109,7.85798099512757,8.96289600533726,8.69696752623429,9.39231742277876,9.31288295528435,7.4757334309664,9.03617361255349,7.34872815423108
"40863_r_at",8.96693797927846,9.07414146275251,6.44294349584873,7.70043971814109,7.76155123244448,7.96578428466209,4.85798099512757,8.2336196767597,4.39231742277876,5.64385618977472,8.79441586635011,8.83289001416474,9.24317398347295,5.78135971352466,9.55458885167764,6.12928301694497,5.04439411935845,8.58871463558226,7.09803208296053,8.9915218460757,8.61838550225861,5.08746284125034,8.4262647547021,9.13442632022093,9.25738784269265,9.23840473932508,9.05256805080415,8.78463484555752,3.32192809488736,8.86418614465428,8.87344411251538,6.35755200461808,8.51569983828404,9.2240016741981,9.70390357344466,9.25266543245025,9.55074678538324,8.53915881110803,8.47167521439204,9.2644426002266,9.2336196767597,3.32192809488736,9.33985000288462,8.98299357469431,9.18982455888002,9.44294349584873,8.58120058192496,8.92481250360578,9.13185696060879,8.92481250360578,7.74146698640115,8.26209484537018,6.64385618977472,7.82654848729092,8.11894107272351,7.10852445677817,8.19967234483636,8.56224242422107,8.14465824283188,8.46352437327118,8.30833903013941,8.38370429247405,8.7515440590891,5.85798099512757,9.20945336562895,6.83289001416474,7.92481250360578,7.69348695749933,7.85798099512757,7.86418614465428,7.96000193206808,9.39016895620018,7.81378119121704,8.02790599656988,8.73470962022584,8.86108690599539,8.4262647547021,5.58496250072116,8.66888498426625,8.86108690599539,7.24792751344359,8.81057163474115,7.85174904141606,9.32418054661874,8.07681559705083,8.16490692667569,8.58871463558226,8.58120058192496,8.10852445677817,8.90086680798075,8.01122725542325,3.32192809488736,8.8008998999203,8.69696752623429,7.54689445988764,8.90689059560852,8.83605035505807,9.46352437327118,9.29232163280204,7.4757334309664,9.10852445677817,7.04439411935845
"41138_at",7.04220656012069,8.24792751344359,3.32192809488736,6.10852445677817,3.32192809488736,3.32192809488736,3.32192809488736,4,3.32192809488736,3.32192809488736,6.39231742277876,6.85798099512757,8.11894107272351,3.32192809488736,5.95419631038687,3.32192809488736,3.32192809488736,5.85798099512757,3.32192809488736,7.16992500144231,7.88264304936184,3.32192809488736,7.44294349584873,7.5077946401987,8.00562454919388,7.34872815423108,7.62205181945638,6.85798099512757,3.32192809488736,7.85798099512757,7.49984588708321,8.05528243550119,8.03342300153745,8.10328780841202,7.33985000288462,7.83289001416474,6.22881869049588,7.34872815423108,6.18982455888002,7.88264304936184,8.0389189892923,3.32192809488736,7.85798099512757,7.76818432477693,8.09275714091985,8.37503943134693,7.95419631038687,7.85174904141606,8.29462074889163,8.12928301694497,7.05528243550119,7.05528243550119,3.4594316186373,6.94251450533924,7.64385618977472,3.32192809488736,7.20945336562895,7.16992500144231,4.32192809488736,6,7.82654848729092,3.32192809488736,7.16992500144231,3.32192809488736,3.70043971814109,6.32192809488736,6.56985560833095,3.32192809488736,7.44294349584873,6.83289001416474,6.91886323727459,7.98299357469431,3.32192809488736,7.6724253419715,7.74819284958946,7.85798099512757,7.49185309632967,7.84549005094437,7.81378119121704,6.89481776330794,3.32192809488736,7.82017896241519,6.58496250072116,7.70043971814109,7.53138146051631,7.06608919045777,7.71424551766612,7.89481776330794,7.67948009950545,7.05528243550119,6.70043971814109,3.32192809488736,7.49984588708321,7.61470984411521,8.01122725542325,7.86418614465428,7.54689445988764,7.94251450533924,7.65105169117893,8.21916852046216,7.71424551766612,8.04439411935845
"41172_at",8.14720492494223,8.81378119121704,3.32192809488736,7.59245703726808,6.65821148275179,3.32192809488736,6.82017896241519,5.7279204545632,3.32192809488736,3.32192809488736,6.4757334309664,7.73470962022584,7.7279204545632,3.32192809488736,6.68650052718322,6.93073733756289,6.20945336562895,7.82654848729092,6.89481776330794,8.08214904135387,5.12928301694497,7.33985000288462,8.26209484537018,6.28540221886225,7.4178525148859,8.69348695749933,7.6724253419715,8.40087943628218,3.32192809488736,7.65105169117893,4,7.23840473932508,8.97441458980553,3.90689059560852,8.33985000288462,8.18982455888002,4.24792751344359,8.89784545600551,3.32192809488736,3.32192809488736,7.57742882803575,3.32192809488736,8.62570884306447,7.70043971814109,8.17990909001493,9.23601419190008,9.01680828768655,7.05528243550119,7.76818432477693,7.88264304936184,8.83920378809694,8.63662462054365,5.16992500144231,7.78135971352466,5.85798099512757,5.24792751344359,8.4093909361377,8.01122725542325,6.62935662007961,7.40087943628218,5.8073549220576,6.70043971814109,6.28540221886225,6.20945336562895,6.52356195605701,5.61470984411521,6.64385618977472,4.52356195605701,7.467605550083,7.7279204545632,5.16992500144231,7.69348695749933,7.05528243550119,8.04984854945056,8.29920801838728,8.1548181090521,7.40087943628218,7.86418614465428,6.12928301694497,7.11894107272351,5.24792751344359,7.76818432477693,6.94251450533924,3.32192809488736,8.60362634498619,7.60733031374961,8.91886323727459,8.16992500144231,4.52356195605701,8.6582114827518,6.4262647547021,7.62935662007961,9.04439411935845,8.59618975614441,5.32192809488736,8.37503943134693,8.40514146313634,9.30833903013941,7.94836723158468,8.47167521439204,8.51569983828404,8.23840473932508
"41178_at",9.16163579323773,9.41996017784789,8.72109918870719,9.54109661534952,9.41574176829009,9.67771964164101,7.09803208296053,9.78790255939143,3.32192809488736,4.52356195605701,9.85330955540367,9.32867492732795,9.33539035469392,3.32192809488736,8.02236781302845,5.83289001416474,3.32192809488736,8.79116288855502,4.8073549220576,10.1395513523988,9.29920801838728,3.32192809488736,9.35093918154643,9.25502856981873,9.4178525148859,9.56033283421244,9.69348695749933,9.25502856981873,3.32192809488736,9.2336196767597,9.11634396123747,9.03617361255349,9.46147944728616,9.13955135239879,9.15734693536284,9.30833903013941,9.00842862207058,9.83605035505807,8.95710204156229,9.02236781302845,9.27379559921426,3.32192809488736,9.64745842645492,9.40514146313634,9.25974326369078,9.22158712126481,9.319672120947,9.11113567023471,9.11374216604919,9.39660478118186,9.55842071326866,9.79279029430106,10.5058115539196,9.52356195605701,9.7797193551434,10.5048189876328,9.3264294871223,9.67948009950545,7.4757334309664,9.7176764230664,9.70735913208088,9.27844945822048,10.0168082876866,8.19967234483636,9.49585502688717,9.93221475196838,9.89026427702111,5.7279204545632,9.46964181723952,9.40514146313634,10.4938554492408,9.37721053038855,10.7004397181411,9.7431513941125,9.51569983828404,9.81378119121704,9.89784545600551,9.49984588708321,9.84392105128904,9.73640193131829,6.39231742277876,9.34872815423108,9.4858293087019,9.02790599656988,9.63662462054365,9.8073549220576,9.53332973230583,9.66533591718518,9.98868468677217,9.5352753766208,9.85486838326024,3.32192809488736,10.0498485494506,9.95128471496697,9.47775826644389,9.4858293087019,9.74651432113846,9.10852445677817,9.63843591399047,9.67948009950545,9.36194377373524,9.36850646150769
"41191_at",6.52512925120397,8.16490692667569,5.04439411935845,6.02236781302845,4.70043971814109,7.24792751344359,5.35755200461808,6.78135971352466,4.08746284125034,3.32192809488736,7.53138146051631,8,8.55842071326866,5.35755200461808,6.68650052718322,4.75488750216347,3.32192809488736,6.76818432477693,4.32192809488736,6.58496250072116,7.4594316186373,4.16992500144231,7.88264304936184,8.76155123244448,8.59618975614441,8.18982455888002,7.8008998999203,6.32192809488736,4.16992500144231,8.30833903013941,8.9915218460757,7.56224242422107,7.10852445677817,9.04712391211403,8.37937836707126,8.08214904135387,9.05256805080415,7.27612440527424,8.13442632022093,8.84235034341381,7.74819284958946,5.58496250072116,7.5077946401987,8.53915881110803,8.4178525148859,7.72109918870718,7.43462822763672,7.61470984411521,8.10328780841202,8.58871463558226,6.61470984411521,6.28540221886225,5.28540221886225,7.7279204545632,7.18982455888002,5.75488750216347,7.33091687811462,6.44294349584873,4,5.64385618977472,7.69348695749933,4.39231742277876,7.59245703726808,4.4594316186373,5.52356195605701,5.04439411935845,5.70043971814109,4,7.16992500144231,6.4594316186373,5.24792751344359,7.48381577726426,4.64385618977472,7.09803208296053,6.88264304936184,6.65821148275179,6.76818432477693,7.33985000288462,7.56985560833095,7.63662462054365,4.75488750216347,8.05528243550119,6.61470984411521,9.4178525148859,7.12928301694497,7.66533591718518,6.3037807481771,7.4757334309664,7.48381577726426,7.59245703726808,5.75488750216347,4.4594316186373,6.20945336562895,6.08746284125034,8.22881869049588,7.45121111183233,7.38370429247405,6.18982455888002,7.53138146051631,5.20945336562895,7.15987133677839,6.98868468677217
"41213_at",7.14974711950468,7.56985560833095,7.15987133677839,6.79441586635011,6.4093909361377,7.22881869049588,4.24792751344359,7.37503943134692,3.58496250072116,3.32192809488736,7.77478705960117,7.08746284125034,7.53915881110803,3.32192809488736,6.32192809488736,3.32192809488736,5.52356195605701,6.70043971814109,3.8073549220576,7.92481250360578,7.33985000288462,3.32192809488736,7.4093909361377,7.33091687811462,7.31288295528436,7.6724253419715,7.31288295528436,7.59991284218713,4.4594316186373,7.69348695749933,7.28540221886225,7.74146698640115,7.83920378809694,7.39231742277876,7.36632221424582,7.10852445677817,7.15987133677839,7.33985000288462,6.8703647195834,7.48381577726426,7.02236781302845,3.32192809488736,7.56985560833095,7.37503943134692,7.53915881110803,7.57742882803575,7.69348695749933,7.6724253419715,7.59245703726808,7.35755200461808,7.5077946401987,7.4757334309664,7.53915881110803,7.467605550083,7.99435343685886,7.65821148275179,7.32192809488736,8.2240016741981,6.64385618977472,7.53915881110803,7.44294349584873,6.5077946401987,7.33091687811462,4.24792751344359,7.66533591718518,7.23840473932508,7.04439411935845,5.20945336562895,7.28540221886225,6.96578428466209,7.33091687811462,7.14974711950468,7.66533591718518,7.4178525148859,7.81378119121704,7.53915881110803,7.05528243550119,7.94836723158468,7.68650052718322,7.08746284125034,5.28540221886225,7.6724253419715,7.4594316186373,7.08746284125034,7.40087943628218,6.75488750216347,7.45121111183233,7.61470984411521,7.62205181945638,7.13955135239879,7.27612440527424,3.32192809488736,8.00562454919388,8.12412131182919,7.57742882803575,7.61470984411521,7.85798099512757,8.11894107272351,7.31288295528436,7.88874324889826,7.78790255939143,7.28540221886225
"41214_at",7.9431008475708,8.19475685442225,7.11894107272351,7.56224242422107,8.81378119121704,7.85174904141606,6.98868468677217,8.21916852046216,4.32192809488736,5.61470984411521,8.27612440527424,7.86418614465428,7.75488750216347,4.75488750216347,6.79441586635011,7.23840473932508,4.8073549220576,7.4757334309664,6.56985560833095,8.2045711442492,7.4594316186373,4.39231742277876,7.78135971352466,7.04439411935845,8.11894107272351,8.08214904135387,7.97154355395077,8.41362792902417,3.70043971814109,7.83920378809694,7.66533591718518,8.02790599656988,8.17990909001493,7.95419631038687,7.54689445988764,7.63662462054365,8,7.66533591718518,7.24792751344359,7.14974711950468,7.48381577726426,5.16992500144231,8.26209484537018,7.86418614465428,7.83289001416474,7.876516946565,7.71424551766612,7.68650052718322,7.97727992349992,7.98299357469431,7.96578428466209,8.44708322620965,7.05528243550119,8.467605550083,8.4757334309664,9.36850646150769,8.15987133677839,8.6582114827518,9.11374216604919,6.5077946401987,8.20945336562895,8.68650052718322,8.6724253419715,7.55458885167764,8.71424551766612,8.46352437327118,8.48784003382305,6.75488750216347,7.43462822763672,8.12412131182919,9.07146236255662,7.44294349584873,9.39874369193819,8.43879185257826,6.65821148275179,7.82654848729092,8.56985560833095,8.5274770060604,8.3264294871223,8.77807712953536,8.2240016741981,8.27146302790437,8.31288295528435,7.7279204545632,8.2045711442492,8.4797802640291,8.16992500144231,8.44294349584873,8.8008998999203,8.10852445677817,9.01402047031493,5.4262647547021,8.04439411935845,8.34872815423108,7.90086680798075,8.03342300153745,8.53915881110803,5.4262647547021,7.95419631038687,8.18982455888002,8.2667865406949,8.73470962022584
"41220_at",6.76022094646651,7.45121111183233,3.8073549220576,5.49185309632967,7.18982455888002,3.32192809488736,3.32192809488736,6.71424551766612,3.32192809488736,3.4594316186373,7.36632221424582,7.96000193206808,7.4262647547021,3.32192809488736,6.16992500144231,6.7279204545632,3.32192809488736,5.52356195605701,3.32192809488736,6.44294349584873,7.68650052718322,3.32192809488736,8.2240016741981,7.31288295528436,7.84549005094437,7.4262647547021,7.85174904141606,6.16992500144231,3.32192809488736,7.93663793900257,7.28540221886225,6.75488750216347,6.58496250072116,7.3037807481771,7.43462822763672,7.64385618977472,8.13442632022093,6.78135971352466,7.04439411935845,7.33985000288462,7.74819284958946,3.32192809488736,7.23840473932508,7.45121111183233,7.39231742277876,7.35755200461808,6.85798099512757,7.88874324889826,7.59991284218713,7.67948009950545,6.4594316186373,7.78135971352466,4.8073549220576,7.20945336562895,6.65821148275179,5.35755200461808,6.75488750216347,6.4757334309664,8.55842071326866,7.93073733756289,7.56224242422107,7.13955135239879,7.35755200461808,4.4594316186373,4.95419631038687,4.75488750216347,6.8703647195834,6.4093909361377,6.75488750216347,7.13955135239879,7.05528243550119,7.39231742277876,6.35755200461808,6,7.96578428466209,7.52356195605701,8.02236781302845,6.04439411935845,7.77478705960117,7.02236781302845,7.92481250360578,7.59991284218713,6.97727992349992,7.59991284218713,7.33091687811462,7.49984588708321,5.58496250072116,7.37503943134692,7.53138146051631,7.52356195605701,7.32192809488736,7.58496250072116,6.71424551766612,5.88264304936184,7.68650052718322,7.13955135239879,7.38370429247405,6.75488750216347,7.90689059560852,7.28540221886225,7.97727992349992,7.94251450533924
"41221_at",7.15380533607904,8.10852445677817,4.70043971814109,6.18982455888002,7.4093909361377,6.89481776330794,5.78135971352466,7.66533591718518,3.32192809488736,3.90689059560852,8.17492568250068,7.97727992349992,8.08746284125034,3.32192809488736,7.12928301694497,6.70043971814109,3.32192809488736,7.6724253419715,6.44294349584873,8.07146236255662,7.57742882803575,3.32192809488736,7.467605550083,7.28540221886225,8.26209484537018,8.01680828768655,8,7.5077946401987,5.64385618977472,7.85174904141606,7.75488750216347,7.61470984411521,7.60733031374961,7.97727992349992,7.74819284958946,7.93073733756289,8.68999797141945,7.73470962022584,7,7.98868468677217,8.35755200461808,3.32192809488736,7.85798099512757,7.74146698640115,7.83289001416474,7.90689059560852,7.84549005094437,8.13442632022093,7.95419631038687,8.03342300153745,7.4757334309664,7.16992500144231,5.32192809488736,6.94251450533924,7.76818432477693,5.58496250072116,6.82017896241519,7.56224242422107,8.53915881110803,7.4757334309664,7.4594316186373,7.21916852046216,6.84549005094437,5.4262647547021,7.53915881110803,5.7279204545632,6.49185309632967,3.32192809488736,6.62935662007961,7.10852445677817,6.4594316186373,7.34872815423108,6.4594316186373,7.40087943628218,7.45121111183233,6.98868468677217,7.21916852046216,6.82017896241519,7.29462074889163,7.4262647547021,6.88264304936184,7.36632221424582,7.4757334309664,8.47167521439204,7.14974711950468,7.37503943134692,6.8073549220576,7.13955135239879,7.74146698640115,7.37503943134692,7.53915881110803,7.01122725542325,7.84549005094437,7.58496250072116,7.70043971814109,7.25738784269265,7.15987133677839,8.28540221886225,7.99435343685886,7.24792751344359,8.0389189892923,7.62935662007961
"41235_at",6.26491169307446,6.96578428466209,3.32192809488736,5.83289001416474,5.4594316186373,5.88264304936184,3.32192809488736,6.32192809488736,3.32192809488736,3.32192809488736,6.89481776330794,5.32192809488736,6.53915881110803,3.32192809488736,4.32192809488736,3.32192809488736,3.32192809488736,5.55458885167764,3.32192809488736,6.88264304936184,6.93073733756289,3.32192809488736,6.20945336562895,6.82017896241519,6.64385618977472,6.59991284218713,6.10852445677817,6.3037807481771,3.32192809488736,7.20945336562895,7.04439411935845,7.02236781302845,7.18982455888002,6.35755200461808,6.70043971814109,6.28540221886225,5.7279204545632,6.44294349584873,6.08746284125034,6.35755200461808,6.3037807481771,3.32192809488736,6.56985560833095,6.59991284218713,7.18982455888002,7.34872815423108,7.19967234483636,6.93073733756289,6.70043971814109,6.90689059560852,6.88264304936184,7.28540221886225,6.68650052718322,6.88264304936184,7.57742882803575,7.24792751344359,6.6724253419715,8.04439411935845,3.32192809488736,5.7279204545632,7.13955135239879,4.16992500144231,7.27612440527424,4.39231742277876,5.88264304936184,6.06608919045777,6.65821148275179,3.32192809488736,6.91886323727459,6.22881869049588,6.04439411935845,6.82017896241519,6.65821148275179,7.31288295528436,6.64385618977472,6.8073549220576,6.93073733756289,7.45121111183233,7.11894107272351,6.32192809488736,3.32192809488736,7.68650052718322,6.2667865406949,5.95419631038687,7.4178525148859,7.2667865406949,6.94251450533924,7.2667865406949,6.49185309632967,6.3037807481771,7.29462074889163,3.32192809488736,7.06608919045777,7.78135971352466,6.53915881110803,7.65105169117893,7.77478705960117,7.38370429247405,7,7.82654848729092,6.7279204545632,7.13955135239879
"41237_at",9.37134104800584,9.13699111208023,5.58496250072116,6.68650052718322,7.53915881110803,7.4262647547021,6.8703647195834,7.65105169117893,3.32192809488736,3.32192809488736,9.28540221886225,8.74819284958946,8.96578428466209,3.32192809488736,8.21916852046216,7.15987133677839,3.32192809488736,8.51963625284321,5.49185309632967,9.31061278165953,8.38801728534514,3.32192809488736,7.85798099512757,8.08214904135387,8.78790255939143,8.90989308377004,8.76818432477693,8.73809225962049,3.32192809488736,9.05256805080415,8.37937836707126,9.18239435340453,8.33539035469392,8.68299458368168,8,9.13185696060879,8.12928301694497,8.85174904141606,8.07681559705083,8.4797802640291,9.57931593758001,3.32192809488736,8.93957921431469,8.65105169117893,8.5352753766208,8.59618975614441,8.33091687811462,9.2240016741981,8.68650052718322,9.04439411935845,7.33985000288462,7.65821148275179,6.74146698640115,7.44294349584873,9.84705734609134,7.36632221424582,7.53138146051631,8.86108690599539,8.68999797141945,7.82654848729092,9.58120058192496,7.53138146051631,7.62205181945638,5.32192809488736,8.44708322620965,8.24792751344359,8.37503943134693,3.58496250072116,8.64385618977473,8.82017896241519,8.80413102118332,7.98868468677217,7.85798099512757,8.98868468677217,9.29920801838728,8.30833903013941,8.35314682549808,7.71424551766612,8.57742882803575,7.53138146051631,7.56224242422107,8.92184093707449,9.69522829149575,7.83289001416474,8.49585502688717,7.95419631038687,9.25738784269265,8.69348695749933,8.2045711442492,8.13442632022093,8.7515440590891,6.49185309632967,9.4594316186373,8.63299519714296,9.4594316186373,8.3037807481771,8.16490692667569,7.44294349584873,8.7515440590891,7.27612440527424,8.51175265376738,9.07948478382682
"41721_at",10.1345546681629,9.75988818322183,6.49185309632967,9.94397991434374,8.45121111183233,7.85798099512757,7.19967234483636,8.61838550225861,3.32192809488736,3.8073549220576,8.6724253419715,9.06877827798541,8.98299357469431,4.39231742277876,6.91886323727459,7.4262647547021,3.32192809488736,9.01680828768655,7.58496250072116,10.2597432636908,7.18982455888002,4,9.64565843240871,8.4178525148859,9.17492568250068,9.97297978606629,9.07681559705083,10.2191685204622,3.32192809488736,9.19967234483636,7.03342300153745,9.403012023575,10.3531468254981,6.49185309632967,9.94397991434374,8.56605403817109,4.70043971814109,10.0042204663182,3.32192809488736,5.85798099512757,9.29462074889163,3.32192809488736,10.1421070573025,9.47370574961942,9.89935692292311,9.90237511448603,10.2419831496943,8.89178370321831,9.34872815423108,9.33091687811462,10.2094533656289,10.2057932493972,9.74146698640115,9.8703647195834,9.56414948998573,9.53138146051631,10.3858624006415,9.95710204156229,9.92481250360578,9.65642486327778,9.55074678538324,8.84235034341381,9.62753388447279,8.44708322620965,9.54882190845875,10.0484868739923,10.7151040092362,6.5077946401987,9.9901039638575,9.87344411251538,9.73978060977326,10.2384047393251,9.60733031374961,9.2644426002266,10.3353903546939,10.237209960755,10.0980320829605,9.78135971352466,9.92184093707449,9.74986942739684,8.18487534290828,9.4594316186373,8.00562454919388,5.16992500144231,10.0579917227592,9.90086680798075,10.4726908392428,9.92332748541919,8.57742882803575,10.0620461377205,9.47775826644389,3.32192809488736,10.075479149488,9.88417051910844,5.78135971352466,10.1344263202209,10.2479275134436,9.95564990752837,9.9614496943982,8.98584193700334,9.85642552862553,10.1305705628054
"41745_at",8.94836723158468,8.96866679319521,6.4594316186373,7.62205181945638,7.85798099512757,7.65105169117893,9.22158712126481,7.74146698640115,3.32192809488736,7.19967234483636,9.09803208296053,9.34651373316563,9.15228484230658,5.32192809488736,9.34651373316563,8.4594316186373,7.03342300153745,9.42206476617281,8.1548181090521,8.58120058192496,9.37286506011259,7,8.74483383749955,8.82972273508606,9.28540221886225,8.74483383749955,9.29462074889163,7.56985560833095,4.32192809488736,9.14465824283188,9.20701432017753,9.41574176829009,8.68999797141945,9.41574176829009,8.42206476617281,9.2807707701306,9.50977500432694,8.99435343685886,8.99435343685886,9.37721053038855,9.58496250072116,5.24792751344359,8.67948009950545,9.00562454919388,8.50382573799575,8.5274770060604,8.21916852046216,8.8008998999203,8.97154355395077,9.12928301694497,7.05528243550119,7.67948009950545,6.4093909361377,8.2667865406949,9.39446269461032,6.76818432477693,8.3037807481771,7.5077946401987,9.17990909001493,8.43462822763673,9.49785183695112,7.62935662007961,8.2240016741981,6.5077946401987,7.96000193206808,7.51569983828404,8.38801728534514,7.83920378809694,8.7515440590891,9.20212382383046,8.07681559705083,8.43462822763673,5.08746284125034,8.41362792902417,8.56985560833095,8.85486838326024,8.45121111183233,8.38370429247405,9.2336196767597,8.85798099512757,9.39660478118186,8.88874324889826,8.53138146051631,8.98299357469431,8.17492568250068,8.57364718749332,8.54689445988764,8.69696752623429,8.65463602852797,8.39231742277876,8.44708322620965,9.67595703294175,8.82017896241519,7.96578428466209,10.1305705628054,8.51175265376738,7.70043971814109,8.76155123244448,9.09539702279256,7.86418614465428,7.73470962022584,8.48381577726426
"41760_at",7.3264294871223,7.03342300153745,6.95419631038687,7.52356195605701,7.59991284218713,7.65105169117893,7.04439411935845,7.5077946401987,3.32192809488736,5.16992500144231,7.65821148275179,7.35755200461808,7.17990909001493,4.64385618977472,6.06608919045777,6.14974711950468,5.20945336562895,7.06608919045777,4.16992500144231,8.31288295528435,7.06608919045777,4.4594316186373,7.12928301694497,7.01122725542325,7.90086680798075,7.78790255939143,7.52356195605701,7.85174904141606,5.16992500144231,7.19967234483636,6.85798099512757,7.20945336562895,7.81378119121704,7.11894107272351,7.25738784269265,7.02236781302845,8.12928301694497,7.60733031374961,6.6724253419715,6.79441586635011,6.93073733756289,3.32192809488736,7.19967234483636,7.07681559705083,7.4594316186373,7.66533591718518,7.70043971814109,7.35755200461808,7.32192809488736,7.16992500144231,7.59245703726808,7.82017896241519,8.24317398347295,7.63662462054365,8.48381577726426,8.55842071326866,7.83289001416474,8.43462822763673,6.65821148275179,7.33091687811462,7.29462074889163,7.49185309632967,7.35755200461808,7.7279204545632,7.4093909361377,7.73470962022584,7.467605550083,5.93073733756289,6.88264304936184,7.07681559705083,7.51569983828404,7.01122725542325,8.29462074889163,7.33985000288462,7.31288295528436,7.4262647547021,6.4594316186373,7.64385618977472,7.53915881110803,7.48381577726426,6.75488750216347,7.45121111183233,6.56985560833095,7.09803208296053,7.17990909001493,7.10852445677817,7.61470984411521,7.52356195605701,7.18982455888002,6.8073549220576,8.20945336562895,3.32192809488736,8.20945336562895,7.70043971814109,6.59991284218713,6.90689059560852,7.28540221886225,8.45532722030456,7.33091687811462,6.61470984411521,7.4757334309664,7.7279204545632
"41765_at",7.26397335480341,8.24317398347295,7.06608919045777,7.82654848729092,8.57364718749332,8.02790599656988,5.52356195605701,8.14974711950468,3.32192809488736,4.4594316186373,8.01122725542325,7.10852445677817,7.96000193206808,4.58496250072116,6.97727992349992,5.12928301694497,3.32192809488736,6.37503943134692,4.4594316186373,8.91288933622996,7.84549005094437,3.32192809488736,7.2667865406949,7.53915881110803,8.16992500144231,7.90086680798075,8.4178525148859,7.95419631038687,3.32192809488736,7.88264304936184,7.49185309632967,7.71424551766612,7.89481776330794,7.77478705960117,8,8.04984854945056,7.3037807481771,8.4262647547021,7.44294349584873,7.72109918870718,7.82654848729092,3.32192809488736,8.14465824283188,7.76818432477693,7.91886323727459,8.02790599656988,7.93663793900257,8.16490692667569,8.35314682549808,8.25266543245025,8.11374216604919,8.3264294871223,8.34429590791582,7.43462822763672,8.55458885167764,9.18487534290828,7.35755200461808,8.66888498426625,8.27612440527424,8.04984854945056,8.36632221424582,8.07146236255662,8.5077946401987,7.33985000288462,8.30833903013941,8.05528243550119,7.73470962022584,6.24792751344359,7.5077946401987,7.62205181945638,8.87958324961278,7.38370429247405,9.1006623390052,8,7.40087943628218,8.40087943628218,8.15987133677839,8.60733031374961,8.33091687811462,8.1548181090521,6.39231742277876,8.18487534290828,8.05528243550119,7.35755200461808,8.2045711442492,8.09803208296053,8.09803208296053,8.27146302790437,8.98868468677217,8.09803208296053,9.13185696060879,3.32192809488736,8.72451385311995,8.6724253419715,7.91288933622996,7.86418614465428,8.4093909361377,7.91886323727459,8.69348695749933,8.51569983828404,7.94836723158468,8.17990909001493
