"","MD","MD","MD","MD","MD","MD","MD","MD","MD","MD","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Ncer","Ncer","Ncer","Ncer","PNET","PNET","PNET","PNET","PNET","PNET","PNET","PNET"
"M73481_at",5.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,9.7176764230664,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.67948009950545,8.59991284218713,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.81698362325538,3.32192809488736,7.3037807481771,7.20945336562895,10.0361736125535,3.32192809488736
"M74161_at",5.12928301694497,3.32192809488736,6.62935662007961,5.7279204545632,7.98299357469431,3.32192809488736,5.39231742277876,7.84549005094437,3.32192809488736,6.96578428466209,3.32192809488736,3.32192809488736,3.32192809488736,5.12928301694497,3.32192809488736,6.10852445677817,6.75488750216347,3.32192809488736,6.4262647547021,3.32192809488736,5.95419631038687,6.88264304936184,3.32192809488736,5.83289001416474,3.32192809488736,4.24792751344359,3.32192809488736,5.08746284125034,3.32192809488736,3.32192809488736,7.23840473932508,3.32192809488736,3.32192809488736,6.22881869049588,8.29001884693262,3.58496250072116,3.32192809488736,7.467605550083,3.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736
"M74297_at",3.32192809488736,3.32192809488736,8.52356195605701,5.04439411935845,6.61470984411521,8.12412131182919,3.32192809488736,5.7279204545632,3.32192809488736,7.11894107272351,6.89481776330794,8.14974711950468,3.32192809488736,8.51569983828404,6.62935662007961,3.32192809488736,6.8703647195834,6.32192809488736,7.68650052718322,7.72109918870718,5.04439411935845,8.84549005094438,7.15987133677839,7.19967234483636,4.75488750216347,3.32192809488736,3.32192809488736,4.8073549220576,7.89481776330794,3.32192809488736,3.32192809488736,7.70735913208088,9.02790599656988,8.17492568250068,5.12928301694497,3.32192809488736,3.32192809488736,5,3.32192809488736,3.32192809488736,7.58496250072116,3.32192809488736
"M74447_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.14974711950468,6.06608919045777,5.7279204545632,6.55458885167764,3.32192809488736,3.32192809488736,3.32192809488736,6.95419631038687,8.31741261376487,7.29462074889163,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.8073549220576,6.08746284125034,3.32192809488736,5.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.88264304936184,7.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"M75106_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.99435343685886,3.32192809488736,3.32192809488736,7.61470984411521,3.32192809488736,8.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.51175265376738,3.32192809488736,3.32192809488736,3.32192809488736,8.24317398347295,5.70043971814109
"M76180_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.21916852046216,3.32192809488736,4.58496250072116,7.73470962022584,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.65821148275179,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.32192809488736,5.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,10.4665863377192,6.16992500144231,3.32192809488736,7.16992500144231,6.4757334309664,4.85798099512757,11.6917435191713,3.32192809488736
"M76558_at",4.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.8008998999203,3.32192809488736,6.12928301694497,5.20945336562895,3.32192809488736,3.32192809488736,7.13955135239879,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.27146302790437,7.81378119121704,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.12928301694497,7.89481776330794
"M76559_at",6,8.66533591718518,3.32192809488736,3.32192809488736,6.18982455888002,8.64024493622235,10.3520434257954,7.13955135239879,5.39231742277876,9.81217730551445,3.32192809488736,8.92481250360578,7.85174904141606,6.4594316186373,7,3.32192809488736,3.32192809488736,6.59991284218713,7.76155123244448,7.43462822763672,9.2045711442492,3.32192809488736,6.04439411935845,3.32192809488736,3.32192809488736,6.95419631038687,3.32192809488736,3.32192809488736,3.32192809488736,8.22881869049588,8.88569637333939,9.72109918870719,3.32192809488736,6.75488750216347,4.95419631038687,3.32192809488736,8.72451385311995,3.70043971814109,3.32192809488736,10.3869402453243,9.17242750864548,8.4093909361377
"M77016_at",6.22881869049588,3.32192809488736,8.27146302790437,5.55458885167764,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.19967234483636,3.32192809488736,7.93663793900257,9.55650605467193,9.04712391211403,9.97871045910636,10.1228279948077,8.25266543245025,8.80413102118332,5.58496250072116,9.67771964164101,8.94544383637791,3.32192809488736,4.90689059560852,5.08746284125034,6.68650052718322,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.12928301694497,9.53138146051631,9.2336196767597,9.25029841790633,9.35093918154643,3.32192809488736,5.28540221886225,3.32192809488736,5.75488750216347,4.85798099512757,5.61470984411521,3.32192809488736,7.34872815423108
"M77140_at",3.32192809488736,6.75488750216347,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.16992500144231,6.52356195605701,3.32192809488736,6.24792751344359,6,3.32192809488736,5.90689059560852,3.32192809488736,7.60733031374961,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.75488750216347,3.32192809488736,5.55458885167764,5.58496250072116,6.32192809488736,4.24792751344359,3.32192809488736,8.27146302790437,6.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,8.35755200461808,8.93663793900257,3.32192809488736,5.61470984411521,3.32192809488736,7.23840473932508,9.4898479604393
"M77235_at",6.8073549220576,3.32192809488736,3.32192809488736,8.4262647547021,3.32192809488736,3.32192809488736,3.32192809488736,7.65821148275179,7.62205181945638,7.74146698640115,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.85174904141606,3.32192809488736,3.32192809488736,3.32192809488736,6.06608919045777,3.32192809488736,3.32192809488736,3.32192809488736,8.29920801838728,7.59991284218713,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.70043971814109,3.32192809488736,3.32192809488736,6.70043971814109,3.32192809488736,9.12928301694497,3.32192809488736
"M81750_at",4.24792751344359,3.32192809488736,5.90689059560852,3.32192809488736,7.06608919045777,3.32192809488736,3.32192809488736,5.8073549220576,4.90689059560852,3.32192809488736,3.32192809488736,5.24792751344359,5.95419631038687,3.32192809488736,3.32192809488736,7.56224242422107,4.4594316186373,5.58496250072116,6.89481776330794,3.32192809488736,6.22881869049588,4.24792751344359,3.32192809488736,6.55458885167764,5.28540221886225,6.33985000288462,4.8073549220576,5.39231742277876,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.03342300153745,3.32192809488736,3.32192809488736,6.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.45121111183233,7.8073549220576
"M82919_at",8.76818432477693,9.17990909001493,7.85798099512757,8.29462074889163,5.97727992349992,9.33985000288462,8.56224242422107,10.2679570844028,6,8.49585502688717,8.65463602852797,6.61470984411521,6.58496250072116,8.86418614465428,3.32192809488736,3.32192809488736,5.49185309632967,5.58496250072116,9.67771964164101,8.11374216604919,7.65105169117893,3.32192809488736,3.4594316186373,3.32192809488736,3.32192809488736,6.20945336562895,3.32192809488736,4.58496250072116,5.35755200461808,5.12928301694497,5.58496250072116,9.31061278165953,7.16992500144231,5.39231742277876,5.85798099512757,6.59991284218713,3.32192809488736,6.89481776330794,5.4594316186373,9.79766152585376,9.46352437327118,6.06608919045777
"M82962_at",3.90689059560852,8.55842071326866,3.32192809488736,7.28540221886225,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.05528243550119,6.04439411935845,8.07681559705083,8.61838550225861,8.01680828768655,7.7279204545632,7.93663793900257,3.32192809488736,3.32192809488736,3.32192809488736,6.68650052718322,7.58496250072116,3.32192809488736,3.32192809488736,6.35755200461808,3.32192809488736,3.32192809488736,3.32192809488736,4.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,10.4737057496194,9.47370574961942,10.0182001788132,3.32192809488736,3.32192809488736,7.78790255939143,3.32192809488736,3.32192809488736,3.32192809488736,6,7.2667865406949
"M83186_at",3.32192809488736,7.97727992349992,6.65821148275179,3.32192809488736,3.32192809488736,3.32192809488736,6,3.32192809488736,5.28540221886225,7.95419631038687,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.83289001416474,3.32192809488736,5.4262647547021,6.02236781302845,5.35755200461808,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,11.4496645384762,7.91886323727459,7.98299357469431,7.75488750216347,8.81698362325538,10.6348110501717,12.0887882387169,10.6715410667119,10.0940776856719,3.32192809488736,9.35535109642481,5.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,7.12928301694497,3.32192809488736
"M83363_at",3.32192809488736,8.65463602852797,7.49185309632967,7.4594316186373,3.32192809488736,8.02236781302845,7.56985560833095,3.32192809488736,3.58496250072116,6.55458885167764,3.32192809488736,8.14974711950468,6.78135971352466,3.32192809488736,3.32192809488736,6.55458885167764,3.32192809488736,5.08746284125034,9.9469062744564,7.55458885167764,5.93073733756289,7.4262647547021,3.32192809488736,8.18487534290828,3.58496250072116,3.32192809488736,8.20945336562895,3.32192809488736,3.32192809488736,3.32192809488736,7.17990909001493,5.32192809488736,8.63299519714296,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.78135971352466,3.32192809488736,3.32192809488736,9.05256805080415,6.82017896241519
"M84526_at",6.14974711950468,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.84235034341381,3.32192809488736,3.32192809488736,7.93073733756289,11.9665054519057,3.32192809488736,3.32192809488736,5,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,10.967226258836,3.32192809488736,3.32192809488736
"M85165_at",3.32192809488736,3.32192809488736,6.91886323727459,3.32192809488736,3.32192809488736,7.09803208296053,3.58496250072116,8.51175265376738,7.14974711950468,8.61838550225861,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.91886323727459,6.37503943134692,3.32192809488736,3.32192809488736,3.32192809488736,5,3.32192809488736,6.8703647195834,7.04439411935845,7.11894107272351,3.32192809488736,5.78135971352466,5.35755200461808,5.6724253419715,5.52356195605701,4.32192809488736,5.39231742277876,3.32192809488736,6.4262647547021,8.467605550083,6.06608919045777,3.32192809488736,3.32192809488736,6.79441586635011,3.32192809488736,7.96578428466209,3.32192809488736,7.51569983828404
"M85220_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.55458885167764,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.00281501560705,9.4757334309664,3.32192809488736,8.76818432477693,3.32192809488736,6.97727992349992,3.32192809488736,3.32192809488736,8.55458885167764,3.32192809488736,3.32192809488736,3.32192809488736,6.90689059560852,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.5077946401987,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.82654848729092,7.5077946401987,7.7279204545632,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"M86406_at",3.32192809488736,4,3.32192809488736,3.8073549220576,6.12928301694497,8.19475685442225,6.97727992349992,8.08746284125034,3.32192809488736,7.16992500144231,9.41574176829009,4,7.21916852046216,3.32192809488736,8.62935662007961,4.85798099512757,9.4858293087019,4.16992500144231,3.32192809488736,9.46964181723952,5.4594316186373,3.32192809488736,7.94251450533924,8.65105169117893,4.95419631038687,3.32192809488736,7.18982455888002,7.25738784269265,5.93073733756289,7.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,10.2538474849874,8.46352437327118,7.45121111183233,3.32192809488736,7.94836723158468,8.49585502688717,3.32192809488736,10.3060616894283,8.60733031374961
"M86849_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.25266543245025,8.2336196767597,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,10.6952282914958,3.32192809488736,6.02236781302845,6.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"M87338_at",6.98868468677217,4,4.95419631038687,3.32192809488736,3.32192809488736,6.04439411935845,5.64385618977472,3.32192809488736,3.32192809488736,8.70390357344466,3.32192809488736,3.32192809488736,3.32192809488736,7.467605550083,3.32192809488736,7.06608919045777,3.32192809488736,3.32192809488736,3.32192809488736,5.39231742277876,8.59245703726808,7.4262647547021,7.88264304936184,6.32192809488736,6.32192809488736,3.32192809488736,4.90689059560852,3.32192809488736,3.58496250072116,3.32192809488736,7.29462074889163,3.32192809488736,3.32192809488736,8.96289600533726,8.88874324889826,5.78135971352466,5.83289001416474,8.61470984411521,3.32192809488736,8.70043971814109,8.96866679319521,3.32192809488736
"M87499_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.92481250360578,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.06608919045777,3.32192809488736,3.32192809488736,4.90689059560852,3.32192809488736,3.32192809488736,6.22881869049588,3.32192809488736,10.3465137331656,3.32192809488736,3.32192809488736,3.32192809488736,6.35755200461808,5.83289001416474,3.32192809488736,7,5.61470984411521,8,9.08746284125034
"M90657_at",7.85798099512757,3.32192809488736,5.55458885167764,3.32192809488736,6.56985560833095,3.32192809488736,3.32192809488736,9.25029841790633,6.33985000288462,3.32192809488736,3.32192809488736,3.32192809488736,6.78135971352466,3.32192809488736,7.88874324889826,8.21916852046216,8.30833903013941,8.93369065495223,3.32192809488736,3.32192809488736,3.4594316186373,3.32192809488736,10.0620461377205,13.4280984118325,8.98013957763916,8.82017896241519,9.31061278165953,11.1867332891289,10.8399910705399,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"M91036_rna1_at",10.9592775057205,4.16992500144231,7.21916852046216,5.90689059560852,8.59991284218713,3.32192809488736,3.32192809488736,8.12928301694497,6.75488750216347,7.39231742277876,3.32192809488736,3.32192809488736,6.96578428466209,3.32192809488736,5.55458885167764,3.32192809488736,6.44294349584873,7.01122725542325,3.32192809488736,3.32192809488736,8.37503943134693,6.84549005094437,5.04439411935845,10.7788984760084,11.2969162068793,12.6978363579624,7.21916852046216,8.66177809777199,5.32192809488736,7.60733031374961,3.32192809488736,8.13442632022093,5.6724253419715,3.32192809488736,6.4757334309664,3.32192809488736,3.32192809488736,9.87190523765919,8.45532722030456,7.10852445677817,3.32192809488736,6.53915881110803
"M91196_at",3.32192809488736,8.2807707701306,3.32192809488736,3.32192809488736,3.32192809488736,5.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.96434086779242,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.11113567023471,9.5980525001616,3.32192809488736,3.32192809488736,3.32192809488736,7.97154355395077,3.32192809488736,3.32192809488736,6.64385618977472,8.49585502688717,5.55458885167764,3.32192809488736,9.74146698640115,3.32192809488736,3.32192809488736,3.32192809488736,7.36632221424582,3.32192809488736,3.32192809488736,8.45532722030456,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"M92357_at",3.32192809488736,5.4594316186373,3.32192809488736,4.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.49185309632967,7.93663793900257,3.32192809488736,3.32192809488736,3.32192809488736,6.20945336562895,8.89784545600551,3.32192809488736,3.32192809488736,8.56605403817109,3.32192809488736,6.39231742277876,6.52356195605701,6.32192809488736,3.32192809488736,7.24792751344359,10.5631962722167,3.32192809488736,8.98013957763916,7.45121111183233,8.55458885167764,7.40087943628218,3.32192809488736,7.09803208296053,3.32192809488736,3.32192809488736,3.8073549220576,8.78790255939143,10.4083297407674,6.55458885167764,6,3.32192809488736,7.49185309632967
"M92432_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.2667865406949,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.04439411935845,3.32192809488736,4.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,9.01959072835788,3.32192809488736,7.05528243550119,3.32192809488736,10.5887146355823,3.32192809488736
"M93056_at",6.3037807481771,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.04439411935845,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.2240016741981,3.32192809488736,8.58871463558226,3.32192809488736,6.24792751344359,4.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.14465824283188,6.58496250072116,7.7279204545632,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"M93119_at",9.62570884306447,12.7045521214623,12.9360857816797,12.8976564112511,11.8684367558582,12.5432735384498,11.3487281542311,13.761447348013,10.9166259222112,13.1969094425411,9.44294349584873,7.90689059560852,6.58496250072116,10.9534689622288,9.10852445677817,8.18487534290828,7.69348695749933,9.39660478118186,8.81378119121704,5.55458885167764,5.35755200461808,6.4594316186373,6.3037807481771,6.89481776330794,3.32192809488736,4.95419631038687,6.08746284125034,8.64024493622235,5.6724253419715,3.32192809488736,10.4958550268872,5.8073549220576,10.2312211807112,10.4220647661728,3.32192809488736,4.32192809488736,3.32192809488736,6.02236781302845,6.39231742277876,13.1799090900149,3.32192809488736,8.19967234483636
"M93426_at",7.53915881110803,7.93663793900257,10.1799090900149,5.55458885167764,7.82017896241519,6.91886323727459,9.35535109642481,10.5593770905267,5,8.92777796208234,13.7612395567062,13.1750816748283,13.1581362854076,13.9657842846621,13.0380616201336,13.6630020880849,12.9833499276765,9.69870466677034,13.9657842846621,12.478011171176,11.8807314351417,5.16992500144231,6.2667865406949,13.2031950373813,5.20945336562895,7.467605550083,9.16741814583174,11.9858419370033,6.02236781302845,5.12928301694497,11.2708792953288,11.0292872269682,10.9679467058127,11.3174126137649,9.68650052718322,8.05528243550119,12.2653220242349,7.34872815423108,8.49585502688717,11.5975870395862,9.66355810421727,12.2827988586835
"M94167_at",6.4757334309664,7.78790255939143,3.32192809488736,3.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.35755200461808,10.1357092861044,8.2045711442492,3.32192809488736,3.32192809488736,10.8423503434138,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.68650052718322,3.32192809488736,3.32192809488736,6.33985000288462,10.8392037880969,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.7515440590891,8.37937836707126,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.26209484537018,3.32192809488736,9.36194377373524,10.1150436501617,9.8008998999203,8.56224242422107
"M94345_at",8.70735913208088,3.32192809488736,7.77478705960117,3.32192809488736,3.32192809488736,6.88264304936184,7.74819284958946,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.73470962022584,3.32192809488736,5.7279204545632,7.18982455888002,9.8008998999203,9.76155123244448,10.5641494899857,3.32192809488736,3.32192809488736,10.3923174227788,7.82654848729092,7.51569983828404,11.7172480058276,9.30606168942834,8.93073733756289,9.77478705960117,7.70735913208088,8.45532722030456,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.65463602852797,3.32192809488736,11.078817949962,7.13955135239879,8.06069593168755,6.83289001416474,3.32192809488736,8.74146698640115
"M94547_at",3.32192809488736,3.32192809488736,3.32192809488736,6.62935662007961,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.44294349584873,7.85174904141606,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.36632221424582,7,3.32192809488736,9.2667865406949,7.11894107272351,3.32192809488736,3.32192809488736,3.32192809488736,6.95419631038687,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.06608919045777,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"M94633_at",4.85798099512757,3.32192809488736,6.70043971814109,5.97727992349992,3.32192809488736,4,3.32192809488736,6.85798099512757,3.32192809488736,3.32192809488736,6.28540221886225,7.69348695749933,3.32192809488736,3.32192809488736,3.32192809488736,4.39231742277876,3.90689059560852,5.58496250072116,7.07681559705083,3.32192809488736,3.32192809488736,5.4262647547021,6.39231742277876,3.32192809488736,3.90689059560852,3.32192809488736,4.70043971814109,6.62935662007961,4.90689059560852,7.27612440527424,7.68650052718322,9.29232163280204,3.32192809488736,3.32192809488736,6.06608919045777,4.16992500144231,3.32192809488736,3.32192809488736,7.25738784269265,6.39231742277876,3.32192809488736,3.32192809488736
"M95167_at",5.97727992349992,3.32192809488736,3.32192809488736,9.14974711950468,3.32192809488736,3.32192809488736,11.047123912114,12.6693280043959,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.12928301694497,3.32192809488736,3.32192809488736,7.97727992349992,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,5.7279204545632,3.32192809488736,3.32192809488736,10.5555477716471,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.12928301694497,3.32192809488736,3.32192809488736,8.3264294871223,11.8749813476538,3.32192809488736,3.32192809488736
"M95929_at",10.1241213118292,3.32192809488736,7.43462822763672,6.95419631038687,3.32192809488736,3.32192809488736,9.00842862207058,5.97727992349992,3.32192809488736,3.32192809488736,3.32192809488736,9.81538329581354,3.32192809488736,8.5352753766208,3.32192809488736,9.72109918870719,4.75488750216347,9.33762190199251,3.32192809488736,10.61194694182,7.44294349584873,3.32192809488736,3.32192809488736,6.4757334309664,3.32192809488736,9.99435343685886,5.7279204545632,9.59991284218713,9.05256805080415,8.29920801838728,11.65999589243,12.0674343607565,10.3420746679991,9.34429590791582,8.55458885167764,8.91587937883577,8.39231742277876,8.56224242422107,8.45532722030456,9.57742882803575,10.642051692928,9.78953364497036
"M96789_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.91288933622996,3.32192809488736,6.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.61470984411521,7.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,9.23122118071119,3.32192809488736,3.32192809488736,7.72109918870718,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.83289001416474,8.9915218460757,3.32192809488736,6.82017896241519,3.32192809488736,3.32192809488736,3.32192809488736
"M96944_at",3.32192809488736,3.32192809488736,3.32192809488736,5.20945336562895,3.32192809488736,6.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.02236781302845,3.32192809488736,3.32192809488736,7.4178525148859,6.65821148275179,6.61470984411521,3.32192809488736,3.32192809488736,3.32192809488736,7.22881869049588,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.96578428466209,7.03342300153745,3.32192809488736,3.32192809488736,3.32192809488736,5.88264304936184,6.20945336562895,7.28540221886225,3.32192809488736,3.32192809488736
"M97496_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.85174904141606,4.24792751344359,6.62935662007961,3.32192809488736,6.91886323727459,8.95419631038687,8.06069593168755,8.24317398347295,8.58120058192496,5.75488750216347,3.32192809488736,8.44294349584873,7.27612440527424,3.32192809488736,7.81378119121704,3.32192809488736,5.4262647547021,7.71424551766612,3.32192809488736,7.876516946565,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.59991284218713,3.32192809488736,8.74483383749955,9.28540221886225,6.55458885167764,3.32192809488736,9.28771237954945,5.32192809488736,8.73470962022584,3.32192809488736,8.96866679319521,7.2667865406949
